,glider_male,glider_female,tuple,average_male,average_female,female-male
0,0.2063075,-0.086517364,"('unsociable', 'sociable')",0.2063075,-0.0865174,-0.2928249
1,1.1373311,1.1701986,"('unfriendly', 'friendly')",1.1373311,1.1701986,0.0328675
2,0.25550306,0.4939093,"('unlikable', 'likable')",0.2555031,0.4939093,0.2384062
3,0.15495443,0.43103185,"('repellent', 'pleasant')",0.1549544,0.4310319,0.2760775
4,-7.5991597,-7.8276863,"('disliked', 'liked')",-7.5991597,-7.8276863,-0.2285266
5,-0.40251997,-0.24323112,"('distant', 'outgoing')",-0.40252,-0.2432311,0.1592889
6,-0.38954216,-0.1152695,"('distant', 'open')",-0.3895422,-0.1152695,0.2742727
7,0.79936516,0.7568832,"('insensitive', 'sensitive')",0.7993652,0.7568832,-0.042482
8,1.1544995,1.2288334,"('unaffectionate', 'affectionate')",1.1544995,1.2288334,0.0743339
9,1.7952766,1.8754479,"('unaffectionate', 'caring')",1.7952766,1.8754479,0.0801713
10,1.0893708,1.1083055,"('unsympathetic', 'sympathetic')",1.0893708,1.1083055,0.0189347
11,2.1745505,2.0861065,"('unhelpful', 'helpful')",2.1745505,2.0861065,-0.088444
12,-1.5373101,-1.6457942,"('unsupportive', 'supportive')",-1.5373101,-1.6457942,-0.1084841
13,0.36719367,0.17094082,"('impolite', 'polite')",0.3671937,0.1709408,-0.1962529
14,-0.010972824,-0.297541,"('antisocial', 'social')",-0.0109728,-0.297541,-0.2865682
15,0.86178184,0.737081,"('boring', 'funny')",0.8617818,0.737081,-0.1247008
16,-0.8377837,-0.6853532,"('unpopular', 'popular')",-0.8377837,-0.6853532,0.1524305
17,-0.4344045,-0.38189694,"('nasty', 'nice')",-0.4344045,-0.3818969,0.0525076
18,-1.0570492,-0.8597318,"('disagreeable', 'welcoming')",-1.0570492,-0.8597318,0.1973174
19,-0.8474828,-0.61883104,"('inhospitable', 'hospitable')",-0.8474828,-0.618831,0.2286518
20,0.7686003,0.72395754,"('rough', 'thoughtful')",0.7686003,0.7239575,-0.0446428
21,0.07087068,0.22259718,"('immoral', 'moral')",0.0708707,0.2225972,0.1517265
22,-0.6079386,-0.7769674,"('untrustworthy', 'trustworthy')",-0.6079386,-0.7769674,-0.1690288
23,6.1848454,6.3850617,"('insincere', 'sincere')",6.1848454,6.3850617,0.2002163
24,1.5787623,1.5912012,"('dishonest', 'honest')",1.5787623,1.5912012,0.0124389
25,0.24459413,0.3690799,"('egoistic', 'altruistic')",0.2445941,0.3690799,0.1244858
26,0.68648225,0.31640542,"('hardhearted', 'benevolent')",0.6864823,0.3164054,-0.3700769
27,1.280696,1.3895012,"('hardhearted', 'softhearted')",1.280696,1.3895012,0.1088052
28,1.0890067,1.0221905,"('disloyal', 'loyal')",1.0890067,1.0221905,-0.0668162
29,-0.36948642,-0.5315453,"('unfair', 'fair')",-0.3694864,-0.5315453,-0.1620589
30,1.1512791,1.1762528,"('intolerant', 'tolerant')",1.1512791,1.1762528,0.0249737
31,-1.5849686,-1.5041549,"('evil', 'good')",-1.5849686,-1.5041549,0.0808137
32,0.82496065,0.8100708,"('unkind', 'kind')",0.8249606,0.8100708,-0.0148898
33,0.13887647,-0.039885603,"('wrong', 'right')",0.1388765,-0.0398856,-0.1787621
34,4.329894,4.682963,"('mean', 'honorable')",4.3298941,4.6829629,0.3530688
35,-0.7522003,-0.9221864,"('corrupt', 'incorrupt')",-0.7522003,-0.9221864,-0.1699861
36,-0.9345817,-0.89337903,"('hostile', 'amicable')",-0.9345817,-0.893379,0.0412027
37,0.84942114,0.9351364,"('fake', 'genuine')",0.8494211,0.9351364,0.0857153
38,0.034975372,-0.032978795,"('untruthful', 'truthful')",0.0349754,-0.0329788,-0.0679542
39,0.4877985,0.3399128,"('exploitative', 'cooperative')",0.4877985,0.3399128,-0.1478857
40,-2.389146,-2.4193044,"('stingy', 'generous')",-2.3891461,-2.4193044,-0.0301583
41,0.22278261,0.06891362,"('unforgiving', 'forgiving')",0.2227826,0.0689136,-0.153869
42,-3.0331485,-2.868494,"('unreliable', 'reliable')",-3.0331485,-2.868494,0.1646545
43,1.3262876,1.276424,"('irresponsible', 'responsible')",1.3262876,1.2764241,-0.0498635
44,-1.4970745,-1.3644321,"('prejudiced', 'unprejudiced')",-1.4970745,-1.3644321,0.1326424
45,0.5365684,0.37020332,"('incompetent', 'competent')",0.5365684,0.3702033,-0.1663651
46,-0.4233812,-0.58633995,"('uncompetitive', 'competitive')",-0.4233812,-0.58634,-0.1629588
47,5.0667,5.300535,"('stupid', 'smart')",5.0667,5.3005352,0.2338352
48,0.8990859,0.8501693,"('unintelligent', 'intelligent')",0.8990859,0.8501693,-0.0489166
49,0.08332385,0.34219173,"('unable', 'able')",0.0833239,0.3421917,0.2588678
50,-0.51737666,-0.3470018,"('clumsy', 'skillful')",-0.5173767,-0.3470018,0.1703749
51,0.27178374,0.2847877,"('uneducated', 'educated')",0.2717837,0.2847877,0.013004
52,-0.47509152,-0.41724935,"('irrational', 'rational')",-0.4750915,-0.4172494,0.0578421
53,0.009522514,0.027918562,"('uncreative', 'creative')",0.0095225,0.0279186,0.0183961
54,1.0858034,1.3441749,"('incapable', 'capable')",1.0858034,1.3441749,0.2583715
55,0.8566247,0.94966376,"('incompetent', 'clever')",0.8566247,0.9496638,0.0930391
56,1.0473934,0.84384394,"('impractical', 'practical')",1.0473934,0.8438439,-0.2035495
57,-2.673227,-2.8298259,"('unimaginative', 'imaginative')",-2.6732271,-2.8298259,-0.1565988
58,0.29577342,0.118992716,"('undiscriminating', 'discriminating')",0.2957734,0.1189927,-0.1767807
59,-0.5100328,-0.3643284,"('foolish', 'wise')",-0.5100328,-0.3643284,0.1457044
60,1.2994102,1.3414584,"('inefficient', 'efficient')",1.2994102,1.3414584,0.0420482
61,0.47190243,0.30704418,"('illogical', 'logical')",0.4719024,0.3070442,-0.1648582
62,0.9938354,1.1473932,"('incompetent', 'brilliant')",0.9938354,1.1473932,0.1535578
63,0.32580644,0.29192573,"('unperceptive', 'insightful')",0.3258064,0.2919257,-0.0338807
64,-5.7832193,-6.0783987,"('shy', 'confident')",-5.7832193,-6.0783987,-0.2951794
65,0.4586589,0.46997198,"('insecure', 'secure')",0.4586589,0.469972,0.0113131
66,-0.23966016,-0.39041543,"('inactive', 'active')",-0.2396602,-0.3904154,-0.1507552
67,0.27166206,0.10796143,"('doubtful', 'determined')",0.2716621,0.1079614,-0.1637007
68,-1.1902868,-0.85454684,"('dependent', 'independent')",-1.1902868,-0.8545468,0.33574
69,-1.8744867,-1.8864897,"('lazy', 'industrious')",-1.8744867,-1.8864897,-0.012003
70,0.9462695,0.96639407,"('lethargic', 'energetic')",0.9462695,0.9663941,0.0201246
71,0.23741624,0.18692036,"('diffident', 'self-confident')",0.2374162,0.1869204,-0.0504958
72,0.9022054,0.9435424,"('unambitious', 'ambitious')",0.9022054,0.9435424,0.041337
73,-3.4635196,-3.283951,"('helpless', 'self-reliant')",-3.4635196,-3.283951,0.1795686
74,0.16996558,-0.024209714,"('undedicated', 'dedicated')",0.1699656,-0.0242097,-0.1941753
75,-1.0171589,-0.8938138,"('meek', 'impulsive')",-1.0171589,-0.8938138,0.1233451
76,0.45193124,0.5719913,"('anxious', 'daring')",0.4519312,0.5719913,0.1200601
77,-0.7513752,-0.79634935,"('unmotivated', 'motivated')",-0.7513752,-0.7963493,-0.0449741
78,-0.57508886,-0.65009284,"('nonresilient', 'resilient')",-0.5750889,-0.6500928,-0.0750039
79,-0.78031814,-0.5978976,"('wavering', 'unwavering')",-0.7803181,-0.5978976,0.1824205
80,-0.12290931,-0.38395578,"('dominated', 'dominating')",-0.1229093,-0.3839558,-0.2610465
81,0.032260768,0.11799902,"('submissive', 'aggressive')",0.0322608,0.117999,0.0857382
82,5.975854,6.576291,"('poor', 'rich')",5.9758539,6.5762911,0.6004372
83,-0.18539315,-0.32413214,"('powerless', 'powerful')",-0.1853932,-0.3241321,-0.1387389
84,0.5254079,0.50153595,"('inferior', 'superior')",0.5254079,0.501536,-0.0238719
85,-1.366478,-1.3522738,"('insignificant', 'prestigious')",-1.366478,-1.3522738,0.0142042
86,0.8604878,0.65999055,"('uninfluential', 'influential')",0.8604878,0.6599905,-0.2004973
87,-0.122025505,0.00094899535,"('unsuccessful', 'successful')",-0.1220255,0.000949,0.1229745
88,-0.0047580893,0.063198894,"('low', 'eminent')",-0.0047581,0.0631989,0.067957
