,allegion_male,allegion_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.9656956,-1.9301718,"('unsociable', 'sociable')",-0.56375146,-0.65029764,-1.2647235,-1.2902348,-0.0255113
1,-1.671406,-1.8087025,"('unfriendly', 'friendly')",2.4731343,2.314448,0.4008641,0.2528728,-0.1479913
2,0.1705931,0.23296419,"('unlikable', 'likable')",0.25208357,0.18936943,0.2113383,0.2111668,-0.0001715
3,-1.288483,-1.1618484,"('repellent', 'pleasant')",-0.41060564,-0.3422265,-0.8495443,-0.7520375,0.0975068
4,0.53092027,0.49237898,"('disliked', 'liked')",-4.729575,-4.7754636,-2.0993276,-2.1415422,-0.0422146
5,0.33136004,0.27223137,"('distant', 'outgoing')",0.5699942,0.48391235,0.4506771,0.3780718,-0.0726053
6,0.22468519,0.1284166,"('distant', 'open')",0.71345735,0.5986643,0.4690713,0.3635404,-0.1055309
7,-1.0573494,-0.9471014,"('insensitive', 'sensitive')",0.45130587,0.48662555,-0.3030218,-0.2302379,0.0727839
8,-0.49833307,-0.62320036,"('unaffectionate', 'affectionate')",1.2559491,1.0372653,0.378808,0.2070325,-0.1717755
9,-1.1374414,-1.2038193,"('unaffectionate', 'caring')",1.2543155,1.1230377,0.058437,-0.0403908,-0.0988278
10,-2.7910614,-2.643871,"('unsympathetic', 'sympathetic')",-0.746031,-0.67331153,-1.7685462,-1.6585913,0.1099549
11,-1.4400679,-1.3546826,"('unhelpful', 'helpful')",0.8407073,0.8728249,-0.2996803,-0.2409288,0.0587515
12,-1.5015384,-1.4032767,"('unsupportive', 'supportive')",-1.188678,-1.2040496,-1.3451083,-1.3036631,0.0414452
13,-1.9257547,-1.8163911,"('impolite', 'polite')",-1.2030358,-1.1666104,-1.5643952,-1.4915007,0.0728945
14,-0.9135503,-0.77187383,"('antisocial', 'social')",0.3215648,0.34862357,-0.2959928,-0.2116251,0.0843677
15,0.72687954,0.6229278,"('boring', 'funny')",0.1188925,0.06615469,0.422886,0.3445413,-0.0783447
16,-0.4499242,-0.48667675,"('unpopular', 'popular')",0.028928272,-0.0510007,-0.210498,-0.2688387,-0.0583407
17,-0.19829793,-0.18114206,"('nasty', 'nice')",-0.80443823,-0.8408392,-0.5013681,-0.5109906,-0.0096225
18,-0.50957924,-0.46219158,"('disagreeable', 'welcoming')",-0.66969824,-0.81278574,-0.5896387,-0.6374887,-0.04785
19,-0.725188,-0.74321693,"('inhospitable', 'hospitable')",-0.06935029,-0.14102143,-0.3972692,-0.4421192,-0.04485
20,-0.6744818,-0.6040378,"('rough', 'thoughtful')",1.3138676,1.2571665,0.3196929,0.3265643,0.0068714
21,-1.650885,-1.4928492,"('immoral', 'moral')",-1.4525039,-1.3587136,-1.5516944,-1.4257815,0.1259129
22,-1.2297542,-1.1681327,"('untrustworthy', 'trustworthy')",-0.61581326,-0.6447113,-0.9227837,-0.906422,0.0163617
23,-1.5331992,-1.5122981,"('insincere', 'sincere')",4.4870105,4.366187,1.4769056,1.4269445,-0.0499611
24,-1.1006519,-1.0508273,"('dishonest', 'honest')",0.5378652,0.4194234,-0.2813933,-0.3157019,-0.0343086
25,0.25682148,0.170975,"('egoistic', 'altruistic')",1.7361068,1.6013463,0.9964641,0.8861606,-0.1103035
26,0.20065325,0.15424244,"('hardhearted', 'benevolent')",2.718394,2.6187544,1.4595237,1.3864985,-0.0730252
27,-0.27288508,-0.315889,"('hardhearted', 'softhearted')",0.58331203,0.29767358,0.1552135,-0.0091077,-0.1643212
28,-0.8639014,-0.9095702,"('disloyal', 'loyal')",1.0741062,0.99799037,0.1051024,0.0442101,-0.0608923
29,-0.136,-0.19411352,"('unfair', 'fair')",-0.4873492,-0.65074444,-0.3116746,-0.422429,-0.1107544
30,-0.6950427,-0.6041056,"('intolerant', 'tolerant')",0.32692468,0.31990257,-0.184059,-0.1421015,0.0419575
31,0.3247819,0.34738708,"('evil', 'good')",0.3392593,0.28869244,0.3320206,0.3180398,-0.0139808
32,-1.1582805,-1.1202791,"('unkind', 'kind')",0.27281952,0.12628323,-0.4427305,-0.4969979,-0.0542674
33,0.34080738,0.24190521,"('wrong', 'right')",0.39537507,0.2155733,0.3680912,0.2287393,-0.1393519
34,-0.49020603,-0.31827018,"('mean', 'honorable')",3.9645557,4.114953,1.7371749,1.8983414,0.1611665
35,1.479227,1.276279,"('corrupt', 'incorrupt')",0.27717215,0.11186585,0.8781996,0.6940724,-0.1841272
36,0.22803003,0.052321702,"('hostile', 'amicable')",1.1713791,0.9734232,0.6997045,0.5128725,-0.186832
37,0.41160667,0.478626,"('fake', 'genuine')",0.50818074,0.46544775,0.4598937,0.4720369,0.0121432
38,-0.8635391,-0.88940215,"('untruthful', 'truthful')",0.14096542,0.17856435,-0.3612868,-0.3554189,0.0058679
39,0.026626706,0.037560225,"('exploitative', 'cooperative')",0.32024586,0.30621865,0.1734363,0.1718894,-0.0015469
40,0.11056247,0.1302041,"('stingy', 'generous')",-1.375941,-1.5931156,-0.6326893,-0.7314557,-0.0987664
41,-0.9347015,-0.8562934,"('unforgiving', 'forgiving')",0.47149402,0.42750978,-0.2316037,-0.2143918,0.0172119
42,-0.016981393,0.1585899,"('unreliable', 'reliable')",-2.5332747,-2.601519,-1.275128,-1.2214646,0.0536634
43,-1.6580194,-1.5106516,"('irresponsible', 'responsible')",0.7790182,0.80045646,-0.4395006,-0.3550976,0.084403
44,1.4243926,1.4662945,"('prejudiced', 'unprejudiced')",-1.4844255,-1.488471,-0.0300165,-0.0110883,0.0189282
45,-1.7107933,-1.5297194,"('incompetent', 'competent')",0.57139385,0.64799744,-0.5696997,-0.440861,0.1288387
46,-1.7961143,-1.6931641,"('uncompetitive', 'competitive')",-0.78073543,-0.77700317,-1.2884248,-1.2350836,0.0533412
47,-1.049674,-0.9932959,"('stupid', 'smart')",4.81681,4.892626,1.883568,1.949665,0.066097
48,-1.0367631,-0.98108363,"('unintelligent', 'intelligent')",-0.034209378,0.010592904,-0.5354862,-0.4852454,0.0502408
49,-0.31537876,-0.18006486,"('unable', 'able')",-0.63921547,-0.52437425,-0.4772971,-0.3522196,0.1250775
50,0.06032756,0.0051837303,"('clumsy', 'skillful')",-0.29189178,-0.4817652,-0.1157821,-0.2382907,-0.1225086
51,-1.6232597,-1.6420634,"('uneducated', 'educated')",-0.19597855,-0.26278344,-0.9096191,-0.9524234,-0.0428043
52,0.768886,0.5514652,"('irrational', 'rational')",0.31937894,0.11152477,0.5441325,0.331495,-0.2126375
53,-2.120236,-2.1209486,"('uncreative', 'creative')",0.96894455,0.8562086,-0.5756457,-0.63237,-0.0567243
54,-1.552753,-1.6126317,"('incapable', 'capable')",0.70481783,0.6288193,-0.4239676,-0.4919062,-0.0679386
55,-1.8639963,-1.691458,"('incompetent', 'clever')",-0.26200825,-0.17502831,-1.0630022,-0.9332432,0.129759
56,-0.77124435,-0.62841225,"('impractical', 'practical')",0.21616468,0.3592721,-0.2775398,-0.1345701,0.1429697
57,-1.6013662,-1.5497566,"('unimaginative', 'imaginative')",-1.462788,-1.3584752,-1.5320771,-1.4541159,0.0779612
58,0.09602256,0.14039658,"('undiscriminating', 'discriminating')",0.90400344,0.9287437,0.500013,0.5345702,0.0345572
59,0.49715874,0.37446573,"('foolish', 'wise')",0.32345173,0.21829128,0.4103052,0.2963785,-0.1139267
60,-1.2188162,-1.0032581,"('inefficient', 'efficient')",-0.68273973,-0.4812165,-0.9507779,-0.7422373,0.2085406
61,-0.56278735,-0.61490667,"('illogical', 'logical')",0.7231779,0.57127243,0.0801953,-0.0218171,-0.1020124
62,-0.79866976,-0.6297938,"('incompetent', 'brilliant')",-0.013446592,0.05952934,-0.4060582,-0.2851322,0.120926
63,-1.7606676,-1.6375244,"('unperceptive', 'insightful')",0.76963073,0.8371785,-0.4955184,-0.4001729,0.0953455
64,0.25020477,0.31853592,"('shy', 'confident')",-5.3416085,-5.3085485,-2.545702,-2.4950063,0.0506957
65,-0.9973369,-0.9722489,"('insecure', 'secure')",-0.33410084,-0.29034936,-0.6657189,-0.6312991,0.0344198
66,-0.20077488,-0.24269342,"('inactive', 'active')",0.8248656,0.7174695,0.3120453,0.237388,-0.0746573
67,0.3794286,0.4473311,"('doubtful', 'determined')",-0.64923835,-0.5724267,-0.1349049,-0.0625478,0.0723571
68,-0.44057608,-0.43437794,"('dependent', 'independent')",-0.86860204,-0.8724518,-0.6545891,-0.6534148,0.0011743
