,founder_male,founder_female,tuple,average_male,average_female,female-male
0,0.37262535,0.23494266,"('unsociable', 'sociable')",0.3726254,0.2349427,-0.1376827
1,0.645726,0.58072937,"('unfriendly', 'friendly')",0.645726,0.5807294,-0.0649966
2,-0.13886578,-0.15279923,"('unlikable', 'likable')",-0.1388658,-0.1527992,-0.0139334
3,0.5926136,0.65753603,"('repellent', 'pleasant')",0.5926136,0.657536,0.0649224
4,-7.258533,-7.406151,"('disliked', 'liked')",-7.258533,-7.4061508,-0.1476178
5,-1.712356,-1.6536659,"('distant', 'outgoing')",-1.712356,-1.6536659,0.0586901
6,-1.3118861,-1.243439,"('distant', 'open')",-1.3118861,-1.243439,0.0684471
7,1.3067127,1.2082679,"('insensitive', 'sensitive')",1.3067127,1.2082679,-0.0984448
8,0.70974,0.61635315,"('unaffectionate', 'affectionate')",0.70974,0.6163532,-0.0933868
9,1.5239772,1.4754426,"('unaffectionate', 'caring')",1.5239772,1.4754426,-0.0485346
10,1.2532356,1.2170194,"('unsympathetic', 'sympathetic')",1.2532356,1.2170194,-0.0362162
11,2.094069,1.9728203,"('unhelpful', 'helpful')",2.094069,1.9728203,-0.1212487
12,-1.3984923,-1.5632498,"('unsupportive', 'supportive')",-1.3984923,-1.5632498,-0.1647575
13,0.32392776,0.19191955,"('impolite', 'polite')",0.3239278,0.1919196,-0.1320082
14,0.7720414,0.6605164,"('antisocial', 'social')",0.7720414,0.6605164,-0.111525
15,-0.048209466,-0.15604235,"('boring', 'funny')",-0.0482095,-0.1560424,-0.1078329
16,-0.7080174,-0.6906141,"('unpopular', 'popular')",-0.7080174,-0.6906141,0.0174033
17,-0.49416444,-0.47428748,"('nasty', 'nice')",-0.4941644,-0.4742875,0.0198769
18,-0.07960415,-0.20316954,"('disagreeable', 'welcoming')",-0.0796041,-0.2031695,-0.1235654
19,-1.0527152,-1.0986074,"('inhospitable', 'hospitable')",-1.0527152,-1.0986074,-0.0458922
20,1.0702008,1.0180179,"('rough', 'thoughtful')",1.0702008,1.0180179,-0.0521829
21,0.2453959,0.15242575,"('immoral', 'moral')",0.2453959,0.1524258,-0.0929701
22,-0.15058479,-0.31127372,"('untrustworthy', 'trustworthy')",-0.1505848,-0.3112737,-0.1606889
23,6.9181776,6.8405275,"('insincere', 'sincere')",6.9181776,6.8405275,-0.0776501
24,1.5389922,1.341892,"('dishonest', 'honest')",1.5389922,1.341892,-0.1971002
25,0.44536072,0.42547792,"('egoistic', 'altruistic')",0.4453607,0.4254779,-0.0198828
26,0.6436717,0.6100683,"('hardhearted', 'benevolent')",0.6436717,0.6100683,-0.0336034
27,1.2862842,1.1433516,"('hardhearted', 'softhearted')",1.2862842,1.1433516,-0.1429326
