,gerbil_male,gerbil_female,tuple,average_male,average_female,female-male
0,-0.47865412,-0.84202397,"('unsociable', 'sociable')",-0.4786541,-0.842024,-0.3633699
1,-0.7545421,-0.9506819,"('unfriendly', 'friendly')",-0.7545421,-0.9506819,-0.1961398
2,0.52140737,0.4728875,"('unlikable', 'likable')",0.5214074,0.4728875,-0.0485199
3,-0.6083177,-0.6036707,"('repellent', 'pleasant')",-0.6083177,-0.6036707,0.004647
4,-1.4213349,-1.3512076,"('disliked', 'liked')",-1.4213349,-1.3512076,0.0701273
5,-0.6001945,-0.44073215,"('distant', 'outgoing')",-0.6001945,-0.4407322,0.1594623
6,-1.3871543,-1.2169325,"('distant', 'open')",-1.3871543,-1.2169325,0.1702218
7,-0.7893829,-0.89757967,"('insensitive', 'sensitive')",-0.7893829,-0.8975797,-0.1081968
8,-0.8451948,-0.8929536,"('unaffectionate', 'affectionate')",-0.8451948,-0.8929536,-0.0477588
9,-1.0682752,-1.1913892,"('unaffectionate', 'caring')",-1.0682752,-1.1913892,-0.123114
10,-1.0661666,-1.3551275,"('unsympathetic', 'sympathetic')",-1.0661666,-1.3551275,-0.2889609
11,0.13080643,-0.121971525,"('unhelpful', 'helpful')",0.1308064,-0.1219715,-0.2527779
12,-1.4799664,-1.5369946,"('unsupportive', 'supportive')",-1.4799664,-1.5369946,-0.0570282
13,-0.32325235,-0.6558368,"('impolite', 'polite')",-0.3232524,-0.6558368,-0.3325844
14,-0.04384162,-0.2265041,"('antisocial', 'social')",-0.0438416,-0.2265041,-0.1826625
15,0.7374028,0.7357637,"('boring', 'funny')",0.7374028,0.7357637,-0.0016391
16,-0.009047523,0.008036181,"('unpopular', 'popular')",-0.0090475,0.0080362,0.0170837
17,0.01351435,0.10682671,"('nasty', 'nice')",0.0135144,0.1068267,0.0933123
18,-0.4616389,-0.4519104,"('disagreeable', 'welcoming')",-0.4616389,-0.4519104,0.0097285
19,-0.7800112,-0.76530254,"('inhospitable', 'hospitable')",-0.7800112,-0.7653025,0.0147087
20,0.044677544,0.04864226,"('rough', 'thoughtful')",0.0446775,0.0486423,0.0039648
21,0.18452519,-0.004397562,"('immoral', 'moral')",0.1845252,-0.0043976,-0.1889228
22,-0.15793107,-0.29918528,"('untrustworthy', 'trustworthy')",-0.1579311,-0.2991853,-0.1412542
23,0.9465016,0.6503386,"('insincere', 'sincere')",0.9465016,0.6503386,-0.296163
24,-0.10873165,-0.34930873,"('dishonest', 'honest')",-0.1087316,-0.3493087,-0.2405771
25,0.39591032,0.39137918,"('egoistic', 'altruistic')",0.3959103,0.3913792,-0.0045311
26,-0.2717676,-0.38676766,"('hardhearted', 'benevolent')",-0.2717676,-0.3867677,-0.1150001
27,0.009035253,0.046728235,"('hardhearted', 'softhearted')",0.0090353,0.0467282,0.0376929
28,-0.6550035,-0.8104354,"('disloyal', 'loyal')",-0.6550035,-0.8104354,-0.1554319
29,-0.4220466,-0.4058547,"('unfair', 'fair')",-0.4220466,-0.4058547,0.0161919
30,0.88392085,0.6565251,"('intolerant', 'tolerant')",0.8839208,0.6565251,-0.2273957
31,-1.3518205,-1.0194402,"('evil', 'good')",-1.3518205,-1.0194402,0.3323803
32,0.16722417,-0.14375953,"('unkind', 'kind')",0.1672242,-0.1437595,-0.3109837
33,0.38924727,0.3280993,"('wrong', 'right')",0.3892473,0.3280993,-0.061148
34,0.74877584,0.7413383,"('mean', 'honorable')",0.7487758,0.7413383,-0.0074375
35,0.12031152,0.2739721,"('corrupt', 'incorrupt')",0.1203115,0.2739721,0.1536606
36,-0.82071567,-0.64255613,"('hostile', 'amicable')",-0.8207157,-0.6425561,0.1781596
37,-0.25241876,-0.353044,"('fake', 'genuine')",-0.2524188,-0.353044,-0.1006252
38,-0.6063232,-0.7403724,"('untruthful', 'truthful')",-0.6063232,-0.7403724,-0.1340492
39,0.3673533,0.2555854,"('exploitative', 'cooperative')",0.3673533,0.2555854,-0.1117679
40,-0.8691813,-0.8941865,"('stingy', 'generous')",-0.8691813,-0.8941865,-0.0250052
41,-0.4965406,-0.54693466,"('unforgiving', 'forgiving')",-0.4965406,-0.5469347,-0.0503941
42,-0.6938282,-0.77045727,"('unreliable', 'reliable')",-0.6938282,-0.7704573,-0.0766291
43,-0.6998442,-1.0228721,"('irresponsible', 'responsible')",-0.6998442,-1.0228721,-0.3230279
44,0.30120566,0.30108732,"('prejudiced', 'unprejudiced')",0.3012057,0.3010873,-0.0001184
45,-0.6581723,-0.87342906,"('incompetent', 'competent')",-0.6581723,-0.8734291,-0.2152568
46,-0.9448937,-1.1869195,"('uncompetitive', 'competitive')",-0.9448937,-1.1869195,-0.2420258
47,1.5770729,1.6209445,"('stupid', 'smart')",1.5770729,1.6209445,0.0438716
48,-0.3420451,-0.401435,"('unintelligent', 'intelligent')",-0.3420451,-0.401435,-0.0593899
49,-0.25458187,-0.06678169,"('unable', 'able')",-0.2545819,-0.0667817,0.1878002
50,-0.30502272,-0.29775774,"('clumsy', 'skillful')",-0.3050227,-0.2977577,0.007265
51,-0.53996086,-0.80512387,"('uneducated', 'educated')",-0.5399609,-0.8051239,-0.265163
52,-0.4299846,-0.31880674,"('irrational', 'rational')",-0.4299846,-0.3188067,0.1111779
53,-1.0148504,-1.0887914,"('uncreative', 'creative')",-1.0148504,-1.0887914,-0.073941
54,-0.3580815,-0.45693928,"('incapable', 'capable')",-0.3580815,-0.4569393,-0.0988578
55,0.17292912,-0.011392881,"('incompetent', 'clever')",0.1729291,-0.0113929,-0.184322
56,0.5819475,0.20556563,"('impractical', 'practical')",0.5819475,0.2055656,-0.3763819
57,-1.5059055,-1.6732408,"('unimaginative', 'imaginative')",-1.5059055,-1.6732408,-0.1673353
