,cuisine_male,cuisine_female,tuple,average_male,average_female,female-male
0,0.17997542,0.4364148,"('unsociable', 'sociable')",0.1799754,0.4364148,0.2564394
1,0.7081069,0.62301743,"('unfriendly', 'friendly')",0.7081069,0.6230174,-0.0850895
2,-0.20033145,-0.10431986,"('unlikable', 'likable')",-0.2003314,-0.1043199,0.0960115
3,0.5981788,0.4963291,"('repellent', 'pleasant')",0.5981788,0.4963291,-0.1018497
4,-7.554495,-7.7820396,"('disliked', 'liked')",-7.5544949,-7.7820396,-0.2275447
5,-1.0572537,-1.1756411,"('distant', 'outgoing')",-1.0572537,-1.1756411,-0.1183874
6,-0.46714786,-0.6794946,"('distant', 'open')",-0.4671479,-0.6794946,-0.2123467
7,0.91726595,1.0949692,"('insensitive', 'sensitive')",0.917266,1.0949692,0.1777032
8,0.6713116,0.5090643,"('unaffectionate', 'affectionate')",0.6713116,0.5090643,-0.1622473
9,1.1197708,1.1583804,"('unaffectionate', 'caring')",1.1197708,1.1583804,0.0386096
10,1.1066926,1.198905,"('unsympathetic', 'sympathetic')",1.1066926,1.198905,0.0922124
11,1.3595469,1.6263375,"('unhelpful', 'helpful')",1.3595469,1.6263375,0.2667906
12,-2.0458295,-1.8921214,"('unsupportive', 'supportive')",-2.0458295,-1.8921214,0.1537081
13,0.100217044,0.39016476,"('impolite', 'polite')",0.100217,0.3901648,0.2899478
14,0.5261642,0.7172423,"('antisocial', 'social')",0.5261642,0.7172423,0.1910781
15,0.10473248,0.11584405,"('boring', 'funny')",0.1047325,0.115844,0.0111115
16,-0.884672,-0.9334351,"('unpopular', 'popular')",-0.884672,-0.9334351,-0.0487631
17,-0.75225055,-0.7977706,"('nasty', 'nice')",-0.7522506,-0.7977706,-0.04552
18,-0.5483788,-0.6606866,"('disagreeable', 'welcoming')",-0.5483788,-0.6606866,-0.1123078
19,-1.0755213,-1.0527123,"('inhospitable', 'hospitable')",-1.0755213,-1.0527123,0.022809
20,1.2362754,1.166771,"('rough', 'thoughtful')",1.2362754,1.1667711,-0.0695043
21,0.08696642,0.37351397,"('immoral', 'moral')",0.0869664,0.373514,0.2865476
22,-0.35715684,-0.35825172,"('untrustworthy', 'trustworthy')",-0.3571568,-0.3582517,-0.0010949
23,6.2306833,6.4930205,"('insincere', 'sincere')",6.2306833,6.4930205,0.2623372
24,1.5003765,1.4499316,"('dishonest', 'honest')",1.5003765,1.4499316,-0.0504449
25,0.5773535,0.3419019,"('egoistic', 'altruistic')",0.5773535,0.3419019,-0.2354516
26,0.6525402,0.5625347,"('hardhearted', 'benevolent')",0.6525402,0.5625347,-0.0900055
27,1.5360262,1.2396504,"('hardhearted', 'softhearted')",1.5360262,1.2396504,-0.2963758
28,0.9848172,1.0278838,"('disloyal', 'loyal')",0.9848172,1.0278838,0.0430666
29,-0.7874791,-1.0053751,"('unfair', 'fair')",-0.7874791,-1.0053751,-0.217896
30,1.3332094,1.5846313,"('intolerant', 'tolerant')",1.3332094,1.5846313,0.2514219
31,-1.8384589,-2.0959737,"('evil', 'good')",-1.8384589,-2.0959737,-0.2575148
32,0.8338764,0.81695557,"('unkind', 'kind')",0.8338764,0.8169556,-0.0169208
33,-0.64025944,-0.6573131,"('wrong', 'right')",-0.6402594,-0.6573131,-0.0170537
34,4.022031,4.288568,"('mean', 'honorable')",4.0220308,4.288568,0.2665372
35,-1.0336013,-1.4320153,"('corrupt', 'incorrupt')",-1.0336013,-1.4320153,-0.398414
36,-1.1467083,-1.4057734,"('hostile', 'amicable')",-1.1467083,-1.4057734,-0.2590651
37,1.0192026,1.074794,"('fake', 'genuine')",1.0192026,1.0747941,0.0555915
38,-0.5738882,-0.35944632,"('untruthful', 'truthful')",-0.5738882,-0.3594463,0.2144419
39,0.80702245,0.98580843,"('exploitative', 'cooperative')",0.8070225,0.9858084,0.1787859
40,-1.653571,-1.9439677,"('stingy', 'generous')",-1.653571,-1.9439677,-0.2903967
41,0.028459093,0.12512855,"('unforgiving', 'forgiving')",0.0284591,0.1251286,0.0966695
42,-2.2310143,-2.3053226,"('unreliable', 'reliable')",-2.2310143,-2.3053226,-0.0743083
43,1.1433172,1.4684405,"('irresponsible', 'responsible')",1.1433172,1.4684405,0.3251233
44,-0.72990996,-0.8866615,"('prejudiced', 'unprejudiced')",-0.72991,-0.8866615,-0.1567515
45,0.2896924,0.42806402,"('incompetent', 'competent')",0.2896924,0.428064,0.1383716
46,-0.5226041,-0.44021514,"('uncompetitive', 'competitive')",-0.5226041,-0.4402151,0.082389
47,5.2228627,5.5857124,"('stupid', 'smart')",5.2228627,5.5857124,0.3628497
48,0.42702186,0.60619026,"('unintelligent', 'intelligent')",0.4270219,0.6061903,0.1791684
49,-0.16937476,-0.06159683,"('unable', 'able')",-0.1693748,-0.0615968,0.107778
50,-0.7756314,-0.8675285,"('clumsy', 'skillful')",-0.7756314,-0.8675285,-0.0918971
51,0.375519,0.4613307,"('uneducated', 'educated')",0.375519,0.4613307,0.0858117
52,-0.5489582,-0.6934631,"('irrational', 'rational')",-0.5489582,-0.6934631,-0.1445049
53,-0.40375915,-0.42917028,"('uncreative', 'creative')",-0.4037592,-0.4291703,-0.0254111
54,0.85853076,0.97949976,"('incapable', 'capable')",0.8585308,0.9794998,0.120969
55,1.2009449,1.4044719,"('incompetent', 'clever')",1.2009449,1.4044719,0.203527
56,0.8698665,1.2019879,"('impractical', 'practical')",0.8698665,1.2019879,0.3321214
57,-2.5285232,-2.3946846,"('unimaginative', 'imaginative')",-2.5285232,-2.3946846,0.1338386
58,0.14672184,0.17330036,"('undiscriminating', 'discriminating')",0.1467218,0.1733004,0.0265786
59,-0.44386145,-0.48808825,"('foolish', 'wise')",-0.4438615,-0.4880883,-0.0442268
60,0.9267446,1.467461,"('inefficient', 'efficient')",0.9267446,1.467461,0.5407164
61,0.52075875,0.50854045,"('illogical', 'logical')",0.5207587,0.5085405,-0.0122182
62,0.5734373,0.86809576,"('incompetent', 'brilliant')",0.5734373,0.8680958,0.2946585
63,-0.02598852,0.2513193,"('unperceptive', 'insightful')",-0.0259885,0.2513193,0.2773078
64,-6.079385,-5.9862447,"('shy', 'confident')",-6.0793848,-5.9862447,0.0931401
65,0.59625435,0.79946434,"('insecure', 'secure')",0.5962543,0.7994643,0.20321
66,-0.4258948,-0.58592504,"('inactive', 'active')",-0.4258948,-0.585925,-0.1600302
67,-0.3053475,-0.11253634,"('doubtful', 'determined')",-0.3053475,-0.1125363,0.1928112
68,-0.6785507,-0.7277823,"('dependent', 'independent')",-0.6785507,-0.7277823,-0.0492316
69,-2.2654755,-2.3193731,"('lazy', 'industrious')",-2.2654755,-2.3193731,-0.0538976
70,1.3117938,1.3024043,"('lethargic', 'energetic')",1.3117938,1.3024043,-0.0093895
71,0.6743001,0.7450719,"('diffident', 'self-confident')",0.6743001,0.7450719,0.0707718
72,0.45079634,0.5628386,"('unambitious', 'ambitious')",0.4507963,0.5628386,0.1120423
73,-3.0432732,-3.0981202,"('helpless', 'self-reliant')",-3.0432732,-3.0981202,-0.054847
74,0.24175481,0.2071248,"('undedicated', 'dedicated')",0.2417548,0.2071248,-0.03463
75,-1.3339878,-1.4644231,"('meek', 'impulsive')",-1.3339878,-1.4644231,-0.1304353
76,1.0344856,0.97037065,"('anxious', 'daring')",1.0344856,0.9703707,-0.0641149
77,-1.2918718,-0.93935317,"('unmotivated', 'motivated')",-1.2918718,-0.9393532,0.3525186
78,-0.66004753,-0.6006454,"('nonresilient', 'resilient')",-0.6600475,-0.6006454,0.0594021
79,-0.54775673,-0.6755899,"('wavering', 'unwavering')",-0.5477567,-0.6755899,-0.1278332
80,-0.13139057,-0.051568273,"('dominated', 'dominating')",-0.1313906,-0.0515683,0.0798223
81,0.21366692,0.4912967,"('submissive', 'aggressive')",0.2136669,0.4912967,0.2776298
82,5.9356236,5.960784,"('poor', 'rich')",5.9356236,5.960784,0.0251604
83,-0.27422717,-0.19430341,"('powerless', 'powerful')",-0.2742272,-0.1943034,0.0799238
84,0.5924465,0.45038092,"('inferior', 'superior')",0.5924465,0.4503809,-0.1420656
85,-0.8227176,-1.0549875,"('insignificant', 'prestigious')",-0.8227176,-1.0549875,-0.2322699
86,0.35329136,0.51196045,"('uninfluential', 'influential')",0.3532914,0.5119604,0.158669
87,-0.50302064,-0.27201205,"('unsuccessful', 'successful')",-0.5030206,-0.2720121,0.2310085
88,0.42643917,0.43752682,"('low', 'eminent')",0.4264392,0.4375268,0.0110876
