,politician_male,politician_female,tuple,average_male,average_female,female-male
0,1.3934879,1.2442925,"('unsociable', 'sociable')",1.3934879,1.2442925,-0.1491954
1,-0.07701786,-0.08125779,"('unfriendly', 'friendly')",-0.0770179,-0.0812578,-0.0042399
2,-0.074930325,0.026273824,"('unlikable', 'likable')",-0.0749303,0.0262738,0.1012041
3,1.331718,1.3966292,"('repellent', 'pleasant')",1.331718,1.3966292,0.0649112
4,-6.528478,-6.741645,"('disliked', 'liked')",-6.5284781,-6.7416449,-0.2131668
5,-1.9102252,-1.7086767,"('distant', 'outgoing')",-1.9102252,-1.7086767,0.2015485
6,-1.4899213,-1.3978784,"('distant', 'open')",-1.4899213,-1.3978784,0.0920429
7,2.2197819,2.1180184,"('insensitive', 'sensitive')",2.2197819,2.1180184,-0.1017635
8,0.035569225,0.08468482,"('unaffectionate', 'affectionate')",0.0355692,0.0846848,0.0491156
9,1.1149359,1.1105506,"('unaffectionate', 'caring')",1.1149359,1.1105506,-0.0043853
10,2.0912466,2.0708246,"('unsympathetic', 'sympathetic')",2.0912466,2.0708246,-0.020422
11,1.9282472,1.9933338,"('unhelpful', 'helpful')",1.9282472,1.9933338,0.0650866
12,-1.2024454,-1.2239078,"('unsupportive', 'supportive')",-1.2024454,-1.2239078,-0.0214624
13,0.64911985,0.74919295,"('impolite', 'polite')",0.6491199,0.749193,0.1000731
14,1.4994577,1.5025567,"('antisocial', 'social')",1.4994577,1.5025567,0.003099
15,0.17484702,0.08871231,"('boring', 'funny')",0.174847,0.0887123,-0.0861347
16,-0.69770765,-0.7085312,"('unpopular', 'popular')",-0.6977077,-0.7085312,-0.0108235
17,-0.53464305,-0.42218864,"('nasty', 'nice')",-0.5346431,-0.4221886,0.1124545
18,-1.0152247,-0.9063506,"('disagreeable', 'welcoming')",-1.0152247,-0.9063506,0.1088741
19,-1.6481994,-1.5255045,"('inhospitable', 'hospitable')",-1.6481994,-1.5255045,0.1226949
20,0.63580614,0.52069384,"('rough', 'thoughtful')",0.6358061,0.5206938,-0.1151123
21,1.0958085,1.2318373,"('immoral', 'moral')",1.0958085,1.2318373,0.1360288
22,0.40661857,0.35649875,"('untrustworthy', 'trustworthy')",0.4066186,0.3564987,-0.0501199
23,5.9401083,6.0677757,"('insincere', 'sincere')",5.9401083,6.0677757,0.1276674
24,1.2254916,1.2264484,"('dishonest', 'honest')",1.2254916,1.2264484,0.0009568
25,0.46307904,0.37663117,"('egoistic', 'altruistic')",0.463079,0.3766312,-0.0864478
26,1.3062227,1.2006861,"('hardhearted', 'benevolent')",1.3062227,1.2006861,-0.1055366
27,0.92439723,0.8959529,"('hardhearted', 'softhearted')",0.9243972,0.8959529,-0.0284443
28,1.4027089,1.2288281,"('disloyal', 'loyal')",1.4027089,1.2288281,-0.1738808
29,-0.86028564,-0.95399225,"('unfair', 'fair')",-0.8602856,-0.9539922,-0.0937066
30,1.363342,1.5150373,"('intolerant', 'tolerant')",1.363342,1.5150373,0.1516953
31,-2.7314808,-2.6802106,"('evil', 'good')",-2.7314808,-2.6802106,0.0512702
32,1.7774917,1.6224157,"('unkind', 'kind')",1.7774917,1.6224157,-0.155076
33,-0.56862545,-0.6321039,"('wrong', 'right')",-0.5686255,-0.6321039,-0.0634784
34,3.663915,4.020655,"('mean', 'honorable')",3.6639149,4.0206552,0.3567403
35,-1.9263549,-2.1546369,"('corrupt', 'incorrupt')",-1.9263549,-2.1546369,-0.228282
36,-1.9178785,-1.9628716,"('hostile', 'amicable')",-1.9178785,-1.9628716,-0.0449931
37,0.8140575,0.84599704,"('fake', 'genuine')",0.8140575,0.845997,0.0319395
38,-0.5610659,-0.43200365,"('untruthful', 'truthful')",-0.5610659,-0.4320036,0.1290623
39,0.3499905,0.42191085,"('exploitative', 'cooperative')",0.3499905,0.4219109,0.0719204
40,-1.123025,-1.29122,"('stingy', 'generous')",-1.1230249,-1.2912199,-0.168195
41,0.3978914,0.31827578,"('unforgiving', 'forgiving')",0.3978914,0.3182758,-0.0796156
42,-1.3237468,-1.409713,"('unreliable', 'reliable')",-1.3237468,-1.409713,-0.0859662
43,1.444033,1.496912,"('irresponsible', 'responsible')",1.444033,1.496912,0.052879
44,-1.0084661,-0.99203265,"('prejudiced', 'unprejudiced')",-1.0084661,-0.9920326,0.0164335
45,1.3357017,1.0548542,"('incompetent', 'competent')",1.3357017,1.0548542,-0.2808475
46,0.6478599,0.55790275,"('uncompetitive', 'competitive')",0.6478599,0.5579028,-0.0899571
47,4.4549174,4.65681,"('stupid', 'smart')",4.4549174,4.6568098,0.2018924
48,0.4914594,0.46191975,"('unintelligent', 'intelligent')",0.4914594,0.4619198,-0.0295396
49,-0.2687907,-0.046787538,"('unable', 'able')",-0.2687907,-0.0467875,0.2220032
50,-0.8344916,-0.8117056,"('clumsy', 'skillful')",-0.8344916,-0.8117056,0.022786
51,1.315724,1.3388458,"('uneducated', 'educated')",1.315724,1.3388458,0.0231218
52,-1.1298006,-1.2457114,"('irrational', 'rational')",-1.1298006,-1.2457114,-0.1159108
53,0.08165482,-0.17345239,"('uncreative', 'creative')",0.0816548,-0.1734524,-0.2551072
54,0.7049992,0.7434755,"('incapable', 'capable')",0.7049992,0.7434755,0.0384763
55,2.07523,2.0051498,"('incompetent', 'clever')",2.0752299,2.0051498,-0.0700801
56,1.5399516,1.4235733,"('impractical', 'practical')",1.5399516,1.4235733,-0.1163783
57,-0.85904586,-1.1626683,"('unimaginative', 'imaginative')",-0.8590459,-1.1626683,-0.3036224
58,0.13163465,0.18612327,"('undiscriminating', 'discriminating')",0.1316347,0.1861233,0.0544886
59,-1.1663221,-1.1179242,"('foolish', 'wise')",-1.1663221,-1.1179242,0.0483979
60,1.7941196,1.9587036,"('inefficient', 'efficient')",1.7941196,1.9587036,0.164584
61,0.38433003,0.17484415,"('illogical', 'logical')",0.38433,0.1748441,-0.2094859
62,1.4818003,1.5092798,"('incompetent', 'brilliant')",1.4818003,1.5092798,0.0274795
63,0.6558524,0.6338031,"('unperceptive', 'insightful')",0.6558524,0.6338031,-0.0220493
64,-4.824119,-4.844925,"('shy', 'confident')",-4.8241191,-4.8449249,-0.0208058
65,1.0053571,1.0339775,"('insecure', 'secure')",1.0053571,1.0339775,0.0286204
66,-0.21170354,-0.32094613,"('inactive', 'active')",-0.2117035,-0.3209461,-0.1092426
67,-0.42777193,-0.3746849,"('doubtful', 'determined')",-0.4277719,-0.3746849,0.053087
68,-0.9344367,-0.8853964,"('dependent', 'independent')",-0.9344367,-0.8853964,0.0490403
69,-2.1857767,-2.3172455,"('lazy', 'industrious')",-2.1857767,-2.3172455,-0.1314688
70,2.5619867,2.5526845,"('lethargic', 'energetic')",2.5619867,2.5526845,-0.0093022
71,-0.1320433,-0.08387941,"('diffident', 'self-confident')",-0.1320433,-0.0838794,0.0481639
72,1.0316429,1.099302,"('unambitious', 'ambitious')",1.0316429,1.0993021,0.0676592
73,-2.9179938,-2.838782,"('helpless', 'self-reliant')",-2.9179938,-2.8387821,0.0792117
74,0.7940603,0.59695727,"('undedicated', 'dedicated')",0.7940603,0.5969573,-0.197103
75,-1.3018657,-1.2354474,"('meek', 'impulsive')",-1.3018657,-1.2354474,0.0664183
76,0.8218503,0.8734375,"('anxious', 'daring')",0.8218503,0.8734375,0.0515872
77,-0.6070772,-0.5089157,"('unmotivated', 'motivated')",-0.6070772,-0.5089157,0.0981615
78,-0.5431102,-0.59490883,"('nonresilient', 'resilient')",-0.5431102,-0.5949088,-0.0517986
79,-1.1366366,-1.083304,"('wavering', 'unwavering')",-1.1366366,-1.083304,0.0533326
80,1.338084,1.1662593,"('dominated', 'dominating')",1.338084,1.1662593,-0.1718247
81,1.3857683,1.3167236,"('submissive', 'aggressive')",1.3857683,1.3167236,-0.0690447
82,6.0694485,6.092239,"('poor', 'rich')",6.0694485,6.0922389,0.0227904
83,0.097075045,0.24681357,"('powerless', 'powerful')",0.097075,0.2468136,0.1497386
84,-0.42370385,-0.32464185,"('inferior', 'superior')",-0.4237038,-0.3246419,0.0990619
85,-2.5103376,-2.471273,"('insignificant', 'prestigious')",-2.5103376,-2.4712729,0.0390647
86,2.1116571,1.9894938,"('uninfluential', 'influential')",2.1116571,1.9894938,-0.1221633
87,0.26375273,0.17192654,"('unsuccessful', 'successful')",0.2637527,0.1719265,-0.0918262
88,0.4911392,0.4056242,"('low', 'eminent')",0.4911392,0.4056242,-0.085515
