,alder_male,alder_female,tuple,average_male,average_female,female-male
0,-0.08428873,-0.023570314,"('unsociable', 'sociable')",-0.0842887,-0.0235703,0.0607184
1,-0.084620215,-0.33581522,"('unfriendly', 'friendly')",-0.0846202,-0.3358152,-0.251195
2,-0.22540313,-0.14656577,"('unlikable', 'likable')",-0.2254031,-0.1465658,0.0788373
3,-0.6228408,-0.38742724,"('repellent', 'pleasant')",-0.6228408,-0.3874272,0.2354136
4,-2.4895377,-2.6710503,"('disliked', 'liked')",-2.4895377,-2.6710503,-0.1815126
5,-0.05103371,-0.21419919,"('distant', 'outgoing')",-0.0510337,-0.2141992,-0.1631655
6,0.4491457,0.18689784,"('distant', 'open')",0.4491457,0.1868978,-0.2622479
7,0.92423195,1.0134429,"('insensitive', 'sensitive')",0.9242319,1.0134429,0.089211
8,-0.1700759,-0.30482104,"('unaffectionate', 'affectionate')",-0.1700759,-0.304821,-0.1347451
9,0.16519138,0.1082598,"('unaffectionate', 'caring')",0.1651914,0.1082598,-0.0569316
10,-0.4295677,-0.29620457,"('unsympathetic', 'sympathetic')",-0.4295677,-0.2962046,0.1333631
11,-0.5970973,-0.41098285,"('unhelpful', 'helpful')",-0.5970973,-0.4109828,0.1861145
12,-0.89676005,-0.81291217,"('unsupportive', 'supportive')",-0.89676,-0.8129122,0.0838478
13,-1.1037986,-0.77750754,"('impolite', 'polite')",-1.1037986,-0.7775075,0.3262911
14,-0.079378426,0.12526731,"('antisocial', 'social')",-0.0793784,0.1252673,0.2046457
15,0.800917,0.64949447,"('boring', 'funny')",0.800917,0.6494945,-0.1514225
16,-0.13587502,-0.16103867,"('unpopular', 'popular')",-0.135875,-0.1610387,-0.0251637
17,-0.020603504,0.030573022,"('nasty', 'nice')",-0.0206035,0.030573,0.0511765
18,-0.29831162,-0.23220646,"('disagreeable', 'welcoming')",-0.2983116,-0.2322065,0.0661051
19,-0.6356419,-0.69425213,"('inhospitable', 'hospitable')",-0.6356419,-0.6942521,-0.0586102
20,0.13294162,0.09818303,"('rough', 'thoughtful')",0.1329416,0.098183,-0.0347586
21,-0.8735601,-0.58234084,"('immoral', 'moral')",-0.8735601,-0.5823408,0.2912193
22,-0.20887089,-0.17045599,"('untrustworthy', 'trustworthy')",-0.2088709,-0.170456,0.0384149
23,1.9144084,2.0985258,"('insincere', 'sincere')",1.9144084,2.0985258,0.1841174
24,0.07772496,0.033874914,"('dishonest', 'honest')",0.077725,0.0338749,-0.0438501
25,0.94265,0.8561348,"('egoistic', 'altruistic')",0.94265,0.8561348,-0.0865152
26,2.2282631,1.935485,"('hardhearted', 'benevolent')",2.2282631,1.935485,-0.2927781
27,1.2648975,1.0550052,"('hardhearted', 'softhearted')",1.2648975,1.0550052,-0.2098923
28,0.053411264,-0.03998005,"('disloyal', 'loyal')",0.0534113,-0.0399801,-0.0933914
29,-0.56139743,-0.6745026,"('unfair', 'fair')",-0.5613974,-0.6745026,-0.1131052
30,-0.1278632,0.013944779,"('intolerant', 'tolerant')",-0.1278632,0.0139448,0.141808
31,0.020647764,-0.22690117,"('evil', 'good')",0.0206478,-0.2269012,-0.247549
32,0.44608843,0.35611925,"('unkind', 'kind')",0.4460884,0.3561192,-0.0899692
33,0.17655213,0.121966064,"('wrong', 'right')",0.1765521,0.1219661,-0.054586
34,2.5415425,2.7374675,"('mean', 'honorable')",2.5415425,2.7374675,0.195925
35,0.97452885,0.58015466,"('corrupt', 'incorrupt')",0.9745288,0.5801547,-0.3943741
36,0.7090108,0.30956703,"('hostile', 'amicable')",0.7090108,0.309567,-0.3994438
37,-0.13127623,-0.02463154,"('fake', 'genuine')",-0.1312762,-0.0246315,0.1066447
38,-0.49865848,-0.49295065,"('untruthful', 'truthful')",-0.4986585,-0.4929506,0.0057079
39,-0.4437438,-0.3544855,"('exploitative', 'cooperative')",-0.4437438,-0.3544855,0.0892583
40,-0.64006865,-0.7346204,"('stingy', 'generous')",-0.6400687,-0.7346204,-0.0945517
41,0.44260013,0.39017215,"('unforgiving', 'forgiving')",0.4426001,0.3901722,-0.0524279
42,-1.6317111,-1.5867082,"('unreliable', 'reliable')",-1.6317111,-1.5867082,0.0450029
43,-0.58624643,-0.43636325,"('irresponsible', 'responsible')",-0.5862464,-0.4363633,0.1498831
44,-0.8772845,-0.8398514,"('prejudiced', 'unprejudiced')",-0.8772845,-0.8398514,0.0374331
45,0.9434392,0.91166395,"('incompetent', 'competent')",0.9434392,0.9116639,-0.0317753
46,-0.6312495,-0.5378747,"('uncompetitive', 'competitive')",-0.6312495,-0.5378747,0.0933748
47,2.407215,2.5447924,"('stupid', 'smart')",2.4072151,2.5447924,0.1375773
48,-0.529028,-0.4744909,"('unintelligent', 'intelligent')",-0.529028,-0.4744909,0.0545371
49,-0.55564624,-0.41254592,"('unable', 'able')",-0.5556462,-0.4125459,0.1431003
50,-0.58053386,-0.62315875,"('clumsy', 'skillful')",-0.5805339,-0.6231588,-0.0426249
51,-0.86174905,-0.71684104,"('uneducated', 'educated')",-0.8617491,-0.716841,0.1449081
52,-0.9804612,-1.2106109,"('irrational', 'rational')",-0.9804612,-1.2106109,-0.2301497
53,-0.39287832,-0.5984707,"('uncreative', 'creative')",-0.3928783,-0.5984707,-0.2055924
54,-0.29903033,-0.30643147,"('incapable', 'capable')",-0.2990303,-0.3064315,-0.0074012
55,0.4601012,0.65342313,"('incompetent', 'clever')",0.4601012,0.6534231,0.1933219
56,0.06233354,0.19690463,"('impractical', 'practical')",0.0623335,0.1969046,0.1345711
57,-1.1292782,-1.3295774,"('unimaginative', 'imaginative')",-1.1292782,-1.3295774,-0.2002992
58,0.76483667,0.63710076,"('undiscriminating', 'discriminating')",0.7648367,0.6371008,-0.1277359
59,-0.16342966,-0.26899555,"('foolish', 'wise')",-0.1634297,-0.2689956,-0.1055659
60,-0.6100942,-0.17015272,"('inefficient', 'efficient')",-0.6100942,-0.1701527,0.4399415
61,-0.43954706,-0.52344334,"('illogical', 'logical')",-0.4395471,-0.5234433,-0.0838962
62,-0.39585972,-0.07316832,"('incompetent', 'brilliant')",-0.3958597,-0.0731683,0.3226914
63,-0.6129755,-0.48722714,"('unperceptive', 'insightful')",-0.6129755,-0.4872271,0.1257484
64,-3.9769273,-3.8904068,"('shy', 'confident')",-3.9769273,-3.8904068,0.0865205
65,-0.45484433,-0.21999505,"('insecure', 'secure')",-0.4548443,-0.2199951,0.2348492
66,0.28018028,0.09020606,"('inactive', 'active')",0.2801803,0.0902061,-0.1899742
67,-0.39560556,-0.2370824,"('doubtful', 'determined')",-0.3956056,-0.2370824,0.1585232
68,-0.8315706,-0.7645895,"('dependent', 'independent')",-0.8315706,-0.7645895,0.0669811
69,0.25430608,0.06641536,"('lazy', 'industrious')",0.2543061,0.0664154,-0.1878907
70,-0.09929173,-0.02958779,"('lethargic', 'energetic')",-0.0992917,-0.0295878,0.0697039
71,0.085824944,0.028487697,"('diffident', 'self-confident')",0.0858249,0.0284877,-0.0573372
72,-0.25522295,-0.21688548,"('unambitious', 'ambitious')",-0.2552229,-0.2168855,0.0383374
73,-1.6573255,-1.6294634,"('helpless', 'self-reliant')",-1.6573255,-1.6294634,0.0278621
74,-0.52937114,-0.5703138,"('undedicated', 'dedicated')",-0.5293711,-0.5703138,-0.0409427
75,0.24781758,0.096976735,"('meek', 'impulsive')",0.2478176,0.0969767,-0.1508409
