,resident_male,resident_female,tuple,average_male,average_female,female-male
0,0.060987983,0.12708846,"('unsociable', 'sociable')",0.060988,0.1270885,0.0661005
1,0.7685044,0.6217339,"('unfriendly', 'friendly')",0.7685044,0.6217339,-0.1467705
2,-0.51141036,-0.5268765,"('unlikable', 'likable')",-0.5114104,-0.5268765,-0.0154661
3,0.4596593,0.45221362,"('repellent', 'pleasant')",0.4596593,0.4522136,-0.0074457
4,-6.9502316,-7.1442094,"('disliked', 'liked')",-6.9502316,-7.1442094,-0.1939778
5,-1.3457578,-1.5307344,"('distant', 'outgoing')",-1.3457578,-1.5307344,-0.1849766
6,-0.71904606,-0.98414385,"('distant', 'open')",-0.7190461,-0.9841439,-0.2650978
7,0.91490984,1.0641953,"('insensitive', 'sensitive')",0.9149098,1.0641953,0.1492855
8,0.76087826,0.5264486,"('unaffectionate', 'affectionate')",0.7608783,0.5264486,-0.2344297
9,1.3475711,1.3263059,"('unaffectionate', 'caring')",1.3475711,1.3263059,-0.0212652
10,0.8013374,0.92016566,"('unsympathetic', 'sympathetic')",0.8013374,0.9201657,0.1188283
11,1.6190146,1.7868239,"('unhelpful', 'helpful')",1.6190146,1.7868239,0.1678093
12,-1.8304604,-1.8012996,"('unsupportive', 'supportive')",-1.8304604,-1.8012996,0.0291608
13,-0.4451254,-0.31113803,"('impolite', 'polite')",-0.4451254,-0.311138,0.1339874
14,0.46215752,0.5562888,"('antisocial', 'social')",0.4621575,0.5562888,0.0941313
15,0.0067879446,-0.100385815,"('boring', 'funny')",0.0067879,-0.1003858,-0.1071737
16,-0.53820354,-0.57781893,"('unpopular', 'popular')",-0.5382035,-0.5778189,-0.0396154
17,-0.1444169,-0.16512907,"('nasty', 'nice')",-0.1444169,-0.1651291,-0.0207122
18,-0.4797609,-0.619023,"('disagreeable', 'welcoming')",-0.4797609,-0.619023,-0.1392621
19,-0.97529006,-1.0944902,"('inhospitable', 'hospitable')",-0.9752901,-1.0944902,-0.1192001
20,0.707387,0.63650984,"('rough', 'thoughtful')",0.707387,0.6365098,-0.0708772
21,-0.40802303,-0.24902709,"('immoral', 'moral')",-0.408023,-0.2490271,0.1589959
22,-0.32769796,-0.27040085,"('untrustworthy', 'trustworthy')",-0.327698,-0.2704009,0.0572971
23,6.1536503,6.2996993,"('insincere', 'sincere')",6.1536503,6.2996993,0.146049
24,1.3312616,1.2759058,"('dishonest', 'honest')",1.3312616,1.2759058,-0.0553558
