,cop_male,cop_female,tuple,average_male,average_female,female-male
0,0.3720366,0.29560596,"('unsociable', 'sociable')",0.3720366,0.295606,-0.0764306
1,0.9331663,0.92293096,"('unfriendly', 'friendly')",0.9331663,0.922931,-0.0102353
2,-0.07301818,0.009010363,"('unlikable', 'likable')",-0.0730182,0.0090104,0.0820286
3,0.7567618,0.8292489,"('repellent', 'pleasant')",0.7567618,0.8292489,0.0724871
4,-7.058735,-7.2324853,"('disliked', 'liked')",-7.0587349,-7.2324853,-0.1737504
5,-0.8844576,-0.8667293,"('distant', 'outgoing')",-0.8844576,-0.8667293,0.0177283
6,-0.34337896,-0.39098558,"('distant', 'open')",-0.343379,-0.3909856,-0.0476066
7,0.88444066,0.91134876,"('insensitive', 'sensitive')",0.8844407,0.9113488,0.0269081
8,0.82512844,0.7752044,"('unaffectionate', 'affectionate')",0.8251284,0.7752044,-0.049924
9,1.3679303,1.3839732,"('unaffectionate', 'caring')",1.3679303,1.3839732,0.0160429
10,1.0629048,1.0736066,"('unsympathetic', 'sympathetic')",1.0629048,1.0736066,0.0107018
11,1.456823,1.5117589,"('unhelpful', 'helpful')",1.456823,1.5117589,0.0549359
12,-1.775253,-1.7981569,"('unsupportive', 'supportive')",-1.7752531,-1.7981569,-0.0229038
13,-0.26428032,-0.2112394,"('impolite', 'polite')",-0.2642803,-0.2112394,0.0530409
14,0.6608037,0.61387646,"('antisocial', 'social')",0.6608037,0.6138765,-0.0469272
15,0.37734848,0.26103145,"('boring', 'funny')",0.3773485,0.2610314,-0.1163171
16,-0.7466867,-0.7373944,"('unpopular', 'popular')",-0.7466867,-0.7373944,0.0092923
17,-0.19797756,-0.13403773,"('nasty', 'nice')",-0.1979776,-0.1340377,0.0639399
18,-0.4185882,-0.40794876,"('disagreeable', 'welcoming')",-0.4185882,-0.4079488,0.0106394
19,-1.0099212,-1.0549392,"('inhospitable', 'hospitable')",-1.0099212,-1.0549392,-0.045018
20,0.7083638,0.6692695,"('rough', 'thoughtful')",0.7083638,0.6692695,-0.0390943
21,-0.2094733,-0.13125004,"('immoral', 'moral')",-0.2094733,-0.13125,0.0782233
22,-0.0827759,-0.10145125,"('untrustworthy', 'trustworthy')",-0.0827759,-0.1014512,-0.0186753
23,6.022079,6.1277976,"('insincere', 'sincere')",6.022079,6.1277976,0.1057186
24,1.3027803,1.220537,"('dishonest', 'honest')",1.3027803,1.2205369,-0.0822434
25,0.78651226,0.71628076,"('egoistic', 'altruistic')",0.7865123,0.7162808,-0.0702315
26,0.97340864,0.8674724,"('hardhearted', 'benevolent')",0.9734086,0.8674724,-0.1059362
27,1.4815981,1.2967154,"('hardhearted', 'softhearted')",1.4815981,1.2967154,-0.1848827
28,0.9990575,0.9629858,"('disloyal', 'loyal')",0.9990575,0.9629858,-0.0360717
29,-0.6979545,-0.75780725,"('unfair', 'fair')",-0.6979545,-0.7578073,-0.0598528
30,1.2515502,1.2341138,"('intolerant', 'tolerant')",1.2515502,1.2341138,-0.0174364
