,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-0.6473507,-0.9338237,"('unsociable', 'sociable')",-0.6473507,-0.9338237,-0.286473
1,-1.2174873,-1.4308366,"('unfriendly', 'friendly')",-1.2174873,-1.4308366,-0.2133493
2,-0.09278442,-0.05562514,"('unlikable', 'likable')",-0.0927844,-0.0556251,0.0371593
3,-0.3053376,-0.3176331,"('repellent', 'pleasant')",-0.3053376,-0.3176331,-0.0122955
4,-1.773936,-1.7506369,"('disliked', 'liked')",-1.773936,-1.7506369,0.0232991
5,-1.3503679,-1.2138073,"('distant', 'outgoing')",-1.3503679,-1.2138073,0.1365606
6,-1.4967805,-1.4015951,"('distant', 'open')",-1.4967805,-1.4015951,0.0951854
7,-0.39392594,-0.47153512,"('insensitive', 'sensitive')",-0.3939259,-0.4715351,-0.0776092
8,-1.7148823,-1.8131386,"('unaffectionate', 'affectionate')",-1.7148823,-1.8131386,-0.0982563
9,-1.4173859,-1.5521604,"('unaffectionate', 'caring')",-1.4173859,-1.5521604,-0.1347745
10,-0.6607339,-0.83326066,"('unsympathetic', 'sympathetic')",-0.6607339,-0.8332607,-0.1725268
11,1.1451122,1.0846907,"('unhelpful', 'helpful')",1.1451122,1.0846907,-0.0604215
12,-1.3442386,-1.4091446,"('unsupportive', 'supportive')",-1.3442386,-1.4091446,-0.064906
13,-0.13593896,-0.2318562,"('impolite', 'polite')",-0.135939,-0.2318562,-0.0959172
14,0.10211867,-0.037450027,"('antisocial', 'social')",0.1021187,-0.03745,-0.1395687
15,0.53725314,0.4782573,"('boring', 'funny')",0.5372531,0.4782573,-0.0589958
16,-0.92259574,-1.0151424,"('unpopular', 'popular')",-0.9225957,-1.0151424,-0.0925467
17,-0.046098668,0.06267277,"('nasty', 'nice')",-0.0460987,0.0626728,0.1087715
18,-0.9703391,-1.1202265,"('disagreeable', 'welcoming')",-0.9703391,-1.1202265,-0.1498874
