,directv_male,directv_female,tuple,average_male,average_female,female-male
0,-0.17533651,-0.30270493,"('unsociable', 'sociable')",-0.1753365,-0.3027049,-0.1273684
1,0.99090004,0.9120133,"('unfriendly', 'friendly')",0.9909,0.9120133,-0.0788867
2,1.1751598,1.2462267,"('unlikable', 'likable')",1.1751598,1.2462267,0.0710669
3,0.25288904,0.25727654,"('repellent', 'pleasant')",0.252889,0.2572765,0.0043875
4,-3.2155411,-3.121247,"('disliked', 'liked')",-3.2155411,-3.1212471,0.094294
5,-0.18480335,-0.07382402,"('distant', 'outgoing')",-0.1848034,-0.073824,0.1109794
6,-0.12682477,-0.0121987155,"('distant', 'open')",-0.1268248,-0.0121987,0.1146261
7,-0.08876125,-0.106308825,"('insensitive', 'sensitive')",-0.0887612,-0.1063088,-0.0175476
8,-0.29840994,-0.34426636,"('unaffectionate', 'affectionate')",-0.2984099,-0.3442664,-0.0458565
9,0.20894124,0.15816636,"('unaffectionate', 'caring')",0.2089412,0.1581664,-0.0507748
10,-0.3457345,-0.5166098,"('unsympathetic', 'sympathetic')",-0.3457345,-0.5166098,-0.1708753
11,0.9610727,0.8142569,"('unhelpful', 'helpful')",0.9610727,0.8142569,-0.1468158
12,-1.0473672,-1.0348414,"('unsupportive', 'supportive')",-1.0473672,-1.0348414,0.0125258
13,-0.40958208,-0.41871163,"('impolite', 'polite')",-0.4095821,-0.4187116,-0.0091295
14,0.10406908,0.0149909435,"('antisocial', 'social')",0.1040691,0.0149909,-0.0890782
15,0.9348513,0.93678355,"('boring', 'funny')",0.9348513,0.9367836,0.0019323
16,-0.019427188,-0.15390414,"('unpopular', 'popular')",-0.0194272,-0.1539041,-0.1344769
17,-1.0024258,-0.9717457,"('nasty', 'nice')",-1.0024258,-0.9717457,0.0306801
18,-0.44899994,-0.46463543,"('disagreeable', 'welcoming')",-0.4489999,-0.4646354,-0.0156355
19,-0.07567598,0.06426015,"('inhospitable', 'hospitable')",-0.075676,0.0642601,0.1399361
20,0.2881441,0.18690538,"('rough', 'thoughtful')",0.2881441,0.1869054,-0.1012387
21,-0.03008536,-0.05905447,"('immoral', 'moral')",-0.0300854,-0.0590545,-0.0289691
22,-0.5236855,-0.5511487,"('untrustworthy', 'trustworthy')",-0.5236855,-0.5511487,-0.0274632
23,3.3507226,3.1726422,"('insincere', 'sincere')",3.3507226,3.1726422,-0.1780804
24,0.911482,0.87617713,"('dishonest', 'honest')",0.911482,0.8761771,-0.0353049
25,0.708389,0.64689946,"('egoistic', 'altruistic')",0.708389,0.6468995,-0.0614895
26,1.0032413,0.96732956,"('hardhearted', 'benevolent')",1.0032413,0.9673296,-0.0359117
27,0.015648618,-0.07754414,"('hardhearted', 'softhearted')",0.0156486,-0.0775441,-0.0931927
28,0.72346514,0.61313236,"('disloyal', 'loyal')",0.7234651,0.6131324,-0.1103327
29,0.06894743,0.015491672,"('unfair', 'fair')",0.0689474,0.0154917,-0.0534557
30,0.9466769,0.8667547,"('intolerant', 'tolerant')",0.9466769,0.8667547,-0.0799222
31,-1.1641054,-1.0245644,"('evil', 'good')",-1.1641054,-1.0245644,0.139541
32,0.32806528,0.15372142,"('unkind', 'kind')",0.3280653,0.1537214,-0.1743439
33,0.5467886,0.5401228,"('wrong', 'right')",0.5467886,0.5401228,-0.0066658
34,2.065642,2.175297,"('mean', 'honorable')",2.0656421,2.175297,0.1096549
35,-0.48161173,-0.44541836,"('corrupt', 'incorrupt')",-0.4816117,-0.4454184,0.0361933
36,-0.78803813,-0.8351263,"('hostile', 'amicable')",-0.7880381,-0.8351263,-0.0470882
