,inverse_male,inverse_female,tuple,average_male,average_female,female-male
0,0.0016680304,-0.055560425,"('unsociable', 'sociable')",0.001668,-0.0555604,-0.0572284
1,0.91268307,0.8456769,"('unfriendly', 'friendly')",0.9126831,0.8456769,-0.0670062
2,0.30480298,0.42563727,"('unlikable', 'likable')",0.304803,0.4256373,0.1208343
3,0.9973031,1.0170835,"('repellent', 'pleasant')",0.9973031,1.0170835,0.0197804
4,-7.1439886,-7.3218055,"('disliked', 'liked')",-7.1439886,-7.3218055,-0.1778169
5,-0.62826645,-0.62671536,"('distant', 'outgoing')",-0.6282665,-0.6267154,0.0015511
6,-0.121324986,-0.18206283,"('distant', 'open')",-0.121325,-0.1820628,-0.0607378
7,1.0647547,1.0490605,"('insensitive', 'sensitive')",1.0647547,1.0490605,-0.0156942
8,0.7184395,0.6234815,"('unaffectionate', 'affectionate')",0.7184395,0.6234815,-0.094958
9,1.0870656,1.1310463,"('unaffectionate', 'caring')",1.0870656,1.1310463,0.0439807
10,1.2010175,1.2054393,"('unsympathetic', 'sympathetic')",1.2010175,1.2054393,0.0044218
11,1.5808226,1.6262292,"('unhelpful', 'helpful')",1.5808226,1.6262292,0.0454066
12,-1.6617186,-1.6880652,"('unsupportive', 'supportive')",-1.6617186,-1.6880652,-0.0263466
13,0.071404636,0.09146357,"('impolite', 'polite')",0.0714046,0.0914636,0.020059
14,-0.026867313,-0.12252857,"('antisocial', 'social')",-0.0268673,-0.1225286,-0.0956613
15,0.12381239,0.018855134,"('boring', 'funny')",0.1238124,0.0188551,-0.1049573
16,-0.3766357,-0.35328603,"('unpopular', 'popular')",-0.3766357,-0.353286,0.0233497
17,-0.07296564,-0.06401205,"('nasty', 'nice')",-0.0729656,-0.0640121,0.0089535
18,-0.41104323,-0.40810415,"('disagreeable', 'welcoming')",-0.4110432,-0.4081042,0.002939
19,-0.9154364,-0.9123607,"('inhospitable', 'hospitable')",-0.9154364,-0.9123607,0.0030757
20,1.0193621,0.9302749,"('rough', 'thoughtful')",1.0193621,0.9302749,-0.0890872
21,-0.07213013,0.07945293,"('immoral', 'moral')",-0.0721301,0.0794529,0.151583
22,-0.05216999,-0.09319092,"('untrustworthy', 'trustworthy')",-0.05217,-0.0931909,-0.0410209
23,5.8717685,5.9526463,"('insincere', 'sincere')",5.8717685,5.9526463,0.0808778
24,1.5126033,1.445345,"('dishonest', 'honest')",1.5126033,1.445345,-0.0672583
25,0.5086374,0.51473314,"('egoistic', 'altruistic')",0.5086374,0.5147331,0.0060957
26,0.5882856,0.38835874,"('hardhearted', 'benevolent')",0.5882856,0.3883587,-0.1999269
27,1.6739842,1.4784336,"('hardhearted', 'softhearted')",1.6739842,1.4784336,-0.1955506
28,1.0280445,0.9567529,"('disloyal', 'loyal')",1.0280445,0.9567529,-0.0712916
29,-0.5862758,-0.7019875,"('unfair', 'fair')",-0.5862758,-0.7019875,-0.1157117
30,0.75693655,0.7983169,"('intolerant', 'tolerant')",0.7569366,0.7983169,0.0413803
31,-1.2274574,-1.3226454,"('evil', 'good')",-1.2274574,-1.3226454,-0.095188
