,grasshopper_male,grasshopper_female,tuple,average_male,average_female,female-male
0,0.41269353,0.09075471,"('unsociable', 'sociable')",0.4126935,0.0907547,-0.3219388
1,-0.28497165,-0.6985729,"('unfriendly', 'friendly')",-0.2849717,-0.6985729,-0.4136012
2,-0.0113957245,-0.14175393,"('unlikable', 'likable')",-0.0113957,-0.1417539,-0.1303582
3,-0.4264198,-0.29411834,"('repellent', 'pleasant')",-0.4264198,-0.2941183,0.1323015
4,-1.8305885,-2.276011,"('disliked', 'liked')",-1.8305885,-2.276011,-0.4454225
5,-1.1994803,-1.1834474,"('distant', 'outgoing')",-1.1994803,-1.1834474,0.0160329
6,-1.489392,-1.4994118,"('distant', 'open')",-1.489392,-1.4994118,-0.0100198
7,0.2324736,0.2735055,"('insensitive', 'sensitive')",0.2324736,0.2735055,0.0410319
8,-0.099713095,-0.32987425,"('unaffectionate', 'affectionate')",-0.0997131,-0.3298742,-0.2301611
9,0.033526015,-0.10652913,"('unaffectionate', 'caring')",0.033526,-0.1065291,-0.1400551
10,0.101967566,0.055211276,"('unsympathetic', 'sympathetic')",0.1019676,0.0552113,-0.0467563
11,1.0512758,1.2446606,"('unhelpful', 'helpful')",1.0512758,1.2446606,0.1933848
12,-0.8556046,-0.82122284,"('unsupportive', 'supportive')",-0.8556046,-0.8212228,0.0343818
13,0.43912283,0.30554125,"('impolite', 'polite')",0.4391228,0.3055412,-0.1335816
14,0.78228897,0.6368265,"('antisocial', 'social')",0.782289,0.6368265,-0.1454625
15,0.2678134,0.11831936,"('boring', 'funny')",0.2678134,0.1183194,-0.149494
16,-0.7290055,-0.7890009,"('unpopular', 'popular')",-0.7290055,-0.7890009,-0.0599954
17,-0.7213527,-0.6213477,"('nasty', 'nice')",-0.7213527,-0.6213477,0.100005
18,-1.0240129,-1.155736,"('disagreeable', 'welcoming')",-1.0240129,-1.155736,-0.1317231
19,-0.8998773,-0.8982765,"('inhospitable', 'hospitable')",-0.8998773,-0.8982765,0.0016008
20,0.13970381,0.24914381,"('rough', 'thoughtful')",0.1397038,0.2491438,0.10944
21,0.8278798,0.66174835,"('immoral', 'moral')",0.8278798,0.6617483,-0.1661315
22,-0.24217273,-0.34112328,"('untrustworthy', 'trustworthy')",-0.2421727,-0.3411233,-0.0989506
23,1.8145517,2.0251062,"('insincere', 'sincere')",1.8145517,2.0251062,0.2105545
