,spray_male,spray_female,tuple,average_male,average_female,female-male
0,0.0078992825,-0.115638636,"('unsociable', 'sociable')",0.0078993,-0.1156386,-0.1235379
1,1.6637483,1.7216569,"('unfriendly', 'friendly')",1.6637483,1.7216569,0.0579086
2,0.9342778,1.046413,"('unlikable', 'likable')",0.9342778,1.0464129,0.1121351
3,0.91141224,1.0137017,"('repellent', 'pleasant')",0.9114122,1.0137017,0.1022895
4,-7.2428613,-7.217263,"('disliked', 'liked')",-7.2428613,-7.2172632,0.0255981
5,0.050684147,0.059960466,"('distant', 'outgoing')",0.0506841,0.0599605,0.0092764
6,0.21503319,0.27191466,"('distant', 'open')",0.2150332,0.2719147,0.0568815
7,1.2744694,1.2998484,"('insensitive', 'sensitive')",1.2744694,1.2998484,0.025379
8,1.346638,1.3193905,"('unaffectionate', 'affectionate')",1.346638,1.3193905,-0.0272475
9,1.8258065,1.8576279,"('unaffectionate', 'caring')",1.8258065,1.8576279,0.0318214
10,1.2776872,1.2914368,"('unsympathetic', 'sympathetic')",1.2776872,1.2914368,0.0137496
11,2.2498946,2.2551186,"('unhelpful', 'helpful')",2.2498946,2.2551186,0.005224
12,-0.9167522,-0.9058663,"('unsupportive', 'supportive')",-0.9167522,-0.9058663,0.0108859
13,0.1828251,0.09989205,"('impolite', 'polite')",0.1828251,0.0998921,-0.082933
14,0.012272475,-0.12775025,"('antisocial', 'social')",0.0122725,-0.1277502,-0.1400227
15,0.45898935,0.50989866,"('boring', 'funny')",0.4589894,0.5098987,0.0509093
16,-0.5689353,-0.5259678,"('unpopular', 'popular')",-0.5689353,-0.5259678,0.0429675
17,-0.3551576,-0.34790972,"('nasty', 'nice')",-0.3551576,-0.3479097,0.0072479
18,-0.3564834,-0.39188427,"('disagreeable', 'welcoming')",-0.3564834,-0.3918843,-0.0354009
19,-0.20343256,-0.13598572,"('inhospitable', 'hospitable')",-0.2034326,-0.1359857,0.0674469
20,1.1398534,1.0986307,"('rough', 'thoughtful')",1.1398534,1.0986307,-0.0412227
21,0.32418343,0.35327685,"('immoral', 'moral')",0.3241834,0.3532768,0.0290934
22,-0.09150085,-0.15383254,"('untrustworthy', 'trustworthy')",-0.0915008,-0.1538325,-0.0623317
23,6.920968,6.9765406,"('insincere', 'sincere')",6.9209681,6.9765406,0.0555725
24,2.267245,2.2699661,"('dishonest', 'honest')",2.2672451,2.2699661,0.002721
25,0.5006269,0.46793833,"('egoistic', 'altruistic')",0.5006269,0.4679383,-0.0326886
26,0.33623227,0.36979765,"('hardhearted', 'benevolent')",0.3362323,0.3697976,0.0335653
27,1.5542169,1.4712951,"('hardhearted', 'softhearted')",1.5542169,1.4712951,-0.0829218
28,1.3394413,1.3492423,"('disloyal', 'loyal')",1.3394413,1.3492423,0.009801
29,-0.07620573,-0.19030213,"('unfair', 'fair')",-0.0762057,-0.1903021,-0.1140964
30,1.0982919,1.0079652,"('intolerant', 'tolerant')",1.0982919,1.0079652,-0.0903267
31,-0.8717389,-0.8295986,"('evil', 'good')",-0.8717389,-0.8295986,0.0421403
32,1.2312874,1.1774713,"('unkind', 'kind')",1.2312874,1.1774713,-0.0538161
33,-0.36307374,-0.35885957,"('wrong', 'right')",-0.3630737,-0.3588596,0.0042141
34,4.454378,4.578928,"('mean', 'honorable')",4.4543781,4.578928,0.1245499
35,-0.71478325,-0.8175306,"('corrupt', 'incorrupt')",-0.7147833,-0.8175306,-0.1027473
36,-0.7150669,-0.71103585,"('hostile', 'amicable')",-0.7150669,-0.7110358,0.0040311
37,1.2196938,1.2176343,"('fake', 'genuine')",1.2196938,1.2176343,-0.0020595
38,0.16318938,0.11979245,"('untruthful', 'truthful')",0.1631894,0.1197924,-0.043397
39,0.05925073,0.03106469,"('exploitative', 'cooperative')",0.0592507,0.0310647,-0.028186
40,-1.2102091,-1.2221539,"('stingy', 'generous')",-1.2102091,-1.2221539,-0.0119448
41,0.08359506,0.05452491,"('unforgiving', 'forgiving')",0.0835951,0.0545249,-0.0290702
42,-1.7178214,-1.6444331,"('unreliable', 'reliable')",-1.7178214,-1.6444331,0.0733883
43,1.3798313,1.3017659,"('irresponsible', 'responsible')",1.3798313,1.3017659,-0.0780654
44,-1.201888,-1.3375349,"('prejudiced', 'unprejudiced')",-1.201888,-1.3375349,-0.1356469
45,0.5022736,0.5343968,"('incompetent', 'competent')",0.5022736,0.5343968,0.0321232
46,-0.5573545,-0.5295422,"('uncompetitive', 'competitive')",-0.5573545,-0.5295422,0.0278123
47,5.4130473,5.555988,"('stupid', 'smart')",5.4130473,5.5559878,0.1429405
48,1.2268825,1.2083865,"('unintelligent', 'intelligent')",1.2268825,1.2083865,-0.018496
49,0.44384843,0.5889553,"('unable', 'able')",0.4438484,0.5889553,0.1451069
50,0.1386364,0.2906486,"('clumsy', 'skillful')",0.1386364,0.2906486,0.1520122
51,0.7133348,0.7893219,"('uneducated', 'educated')",0.7133348,0.7893219,0.0759871
52,-0.4253921,-0.3816017,"('irrational', 'rational')",-0.4253921,-0.3816017,0.0437904
53,0.63222593,0.6415252,"('uncreative', 'creative')",0.6322259,0.6415252,0.0092993
54,1.5742935,1.7528139,"('incapable', 'capable')",1.5742935,1.7528139,0.1785204
55,1.2087306,1.187927,"('incompetent', 'clever')",1.2087306,1.187927,-0.0208036
56,0.75484324,0.72926366,"('impractical', 'practical')",0.7548432,0.7292637,-0.0255795
57,-2.5408983,-2.4410343,"('unimaginative', 'imaginative')",-2.5408983,-2.4410343,0.099864
58,0.05285313,0.06588477,"('undiscriminating', 'discriminating')",0.0528531,0.0658848,0.0130317
59,0.069832936,0.24942967,"('foolish', 'wise')",0.0698329,0.2494297,0.1795968
60,0.6808466,0.601167,"('inefficient', 'efficient')",0.6808466,0.601167,-0.0796796
61,0.6240361,0.4917849,"('illogical', 'logical')",0.6240361,0.4917849,-0.1322512
62,1.7587395,1.7875024,"('incompetent', 'brilliant')",1.7587395,1.7875024,0.0287629
63,0.96091247,1.0181435,"('unperceptive', 'insightful')",0.9609125,1.0181435,0.057231
64,-5.6002264,-5.6321707,"('shy', 'confident')",-5.6002264,-5.6321707,-0.0319443
65,0.8961171,0.8678941,"('insecure', 'secure')",0.8961171,0.8678941,-0.028223
66,0.049356453,0.073029816,"('inactive', 'active')",0.0493565,0.0730298,0.0236733
67,-1.0200282,-1.0209383,"('doubtful', 'determined')",-1.0200282,-1.0209383,-0.0009101
68,-0.3885893,-0.36351576,"('dependent', 'independent')",-0.3885893,-0.3635158,0.0250735
69,-1.3687788,-1.3794332,"('lazy', 'industrious')",-1.3687788,-1.3794332,-0.0106544
70,1.3175304,1.3282233,"('lethargic', 'energetic')",1.3175304,1.3282233,0.0106929
71,0.46615675,0.5591761,"('diffident', 'self-confident')",0.4661568,0.5591761,0.0930193
72,0.91946656,0.9412452,"('unambitious', 'ambitious')",0.9194666,0.9412452,0.0217786
73,-2.665559,-2.5635293,"('helpless', 'self-reliant')",-2.6655591,-2.5635293,0.1020298
74,0.27853662,0.23482908,"('undedicated', 'dedicated')",0.2785366,0.2348291,-0.0437075
75,-0.8913977,-0.77076036,"('meek', 'impulsive')",-0.8913977,-0.7707604,0.1206373
76,1.0733688,1.040006,"('anxious', 'daring')",1.0733688,1.040006,-0.0333628
77,-0.75078183,-0.7756282,"('unmotivated', 'motivated')",-0.7507818,-0.7756282,-0.0248464
78,-0.21772233,-0.21297522,"('nonresilient', 'resilient')",-0.2177223,-0.2129752,0.0047471
79,-0.017947013,0.08670961,"('wavering', 'unwavering')",-0.017947,0.0867096,0.1046566
80,0.158979,0.110929556,"('dominated', 'dominating')",0.158979,0.1109296,-0.0480494
81,0.14248969,0.23724177,"('submissive', 'aggressive')",0.1424897,0.2372418,0.0947521
82,6.388932,6.6567097,"('poor', 'rich')",6.3889322,6.6567097,0.2677775
83,-0.6167819,-0.6717307,"('powerless', 'powerful')",-0.6167819,-0.6717307,-0.0549488
84,0.24420287,0.31540933,"('inferior', 'superior')",0.2442029,0.3154093,0.0712064
85,-1.1017302,-1.0721289,"('insignificant', 'prestigious')",-1.1017302,-1.0721289,0.0296013
86,0.47743362,0.50668144,"('uninfluential', 'influential')",0.4774336,0.5066814,0.0292478
87,0.4293946,0.62344366,"('unsuccessful', 'successful')",0.4293946,0.6234437,0.1940491
88,-0.07454601,0.070224814,"('low', 'eminent')",-0.074546,0.0702248,0.1447708
