,headrest_male,headrest_female,tuple,average_male,average_female,female-male
0,0.5334695,0.41550344,"('unsociable', 'sociable')",0.5334695,0.4155034,-0.1179661
1,-0.47432333,-0.67641246,"('unfriendly', 'friendly')",-0.4743233,-0.6764125,-0.2020892
2,0.13975689,0.2230713,"('unlikable', 'likable')",0.1397569,0.2230713,0.0833144
3,0.014274696,0.0868697,"('repellent', 'pleasant')",0.0142747,0.0868697,0.072595
4,-3.5756023,-3.5183997,"('disliked', 'liked')",-3.5756023,-3.5183997,0.0572026
5,-1.3273783,-1.4380573,"('distant', 'outgoing')",-1.3273783,-1.4380573,-0.110679
6,-1.5356411,-1.6314318,"('distant', 'open')",-1.5356411,-1.6314318,-0.0957907
7,1.1441444,1.2423571,"('insensitive', 'sensitive')",1.1441444,1.2423571,0.0982127
8,-0.93545496,-1.0346875,"('unaffectionate', 'affectionate')",-0.935455,-1.0346875,-0.0992325
9,-0.20236842,-0.27659082,"('unaffectionate', 'caring')",-0.2023684,-0.2765908,-0.0742224
10,0.512775,0.47524503,"('unsympathetic', 'sympathetic')",0.512775,0.475245,-0.03753
11,1.7056955,1.7475972,"('unhelpful', 'helpful')",1.7056955,1.7475972,0.0419017
12,-0.6639075,-0.6147399,"('unsupportive', 'supportive')",-0.6639075,-0.6147399,0.0491676
13,0.6095021,0.5473399,"('impolite', 'polite')",0.6095021,0.5473399,-0.0621622
14,0.66435796,0.67193705,"('antisocial', 'social')",0.664358,0.671937,0.007579
15,0.385526,0.35383782,"('boring', 'funny')",0.385526,0.3538378,-0.0316882
16,-0.38480243,-0.29989877,"('unpopular', 'popular')",-0.3848024,-0.2998988,0.0849036
17,-0.18651588,-0.18121588,"('nasty', 'nice')",-0.1865159,-0.1812159,0.0053
18,-0.6410223,-0.6233612,"('disagreeable', 'welcoming')",-0.6410223,-0.6233612,0.0176611
19,-1.0138049,-1.0732954,"('inhospitable', 'hospitable')",-1.0138049,-1.0732954,-0.0594905
20,0.50993335,0.3913376,"('rough', 'thoughtful')",0.5099334,0.3913376,-0.1185958
21,0.67430884,0.722951,"('immoral', 'moral')",0.6743088,0.722951,0.0486422
22,0.053041656,0.06817491,"('untrustworthy', 'trustworthy')",0.0530417,0.0681749,0.0151332
23,3.7279413,3.6454773,"('insincere', 'sincere')",3.7279413,3.6454773,-0.082464
24,0.43572938,0.3778094,"('dishonest', 'honest')",0.4357294,0.3778094,-0.05792
25,-0.8643985,-1.0007528,"('egoistic', 'altruistic')",-0.8643985,-1.0007528,-0.1363543
26,-0.17393707,-0.23807219,"('hardhearted', 'benevolent')",-0.1739371,-0.2380722,-0.0641351
27,-0.25429192,-0.35007033,"('hardhearted', 'softhearted')",-0.2542919,-0.3500703,-0.0957784
28,-0.119935706,-0.24447337,"('disloyal', 'loyal')",-0.1199357,-0.2444734,-0.1245377
29,-0.6176785,-0.6466576,"('unfair', 'fair')",-0.6176785,-0.6466576,-0.0289791
30,1.4343172,1.3373756,"('intolerant', 'tolerant')",1.4343172,1.3373756,-0.0969416
31,-2.266023,-2.3369682,"('evil', 'good')",-2.2660229,-2.3369682,-0.0709453
32,0.80618685,0.70683634,"('unkind', 'kind')",0.8061869,0.7068363,-0.0993506
33,-0.41274947,-0.42957294,"('wrong', 'right')",-0.4127495,-0.4295729,-0.0168234
34,2.622435,2.6014528,"('mean', 'honorable')",2.6224351,2.6014528,-0.0209823
35,-1.1707306,-1.3015542,"('corrupt', 'incorrupt')",-1.1707306,-1.3015542,-0.1308236
36,-1.563605,-1.619265,"('hostile', 'amicable')",-1.563605,-1.619265,-0.05566
37,0.39968532,0.3475896,"('fake', 'genuine')",0.3996853,0.3475896,-0.0520957
38,0.054930672,-0.015564598,"('untruthful', 'truthful')",0.0549307,-0.0155646,-0.0704953
39,0.5138988,0.5389559,"('exploitative', 'cooperative')",0.5138988,0.5389559,0.0250571
40,-1.3421165,-1.3646767,"('stingy', 'generous')",-1.3421165,-1.3646767,-0.0225602
41,0.21428949,0.1848742,"('unforgiving', 'forgiving')",0.2142895,0.1848742,-0.0294153
42,-1.1678058,-1.0216452,"('unreliable', 'reliable')",-1.1678058,-1.0216452,0.1461606
43,0.8862607,0.8069058,"('irresponsible', 'responsible')",0.8862607,0.8069058,-0.0793549
