,leidos_male,leidos_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.82490945,-0.94708794,"('unsociable', 'sociable')",0.21234673,0.005317636,-0.2889956,-0.3819698,-0.3005194,-0.4412467,-0.1407273
1,-1.1125208,-1.1930043,"('unfriendly', 'friendly')",-0.22918108,-0.37514615,1.7330376,1.5998629,0.1304452,0.0105708,-0.1198744
2,1.1692654,1.2261524,"('unlikable', 'likable')",1.7646244,1.8111461,0.63651395,0.719409,1.1901346,1.2522359,0.0621013
3,-0.15574148,-0.07676849,"('repellent', 'pleasant')",0.3794238,0.37221262,0.21458696,0.22699608,0.1460898,0.1741467,0.0280569
4,-0.26050782,-0.24414733,"('disliked', 'liked')",-0.03516172,-0.12068915,-6.3477263,-6.4259944,-2.2144653,-2.2636104,-0.0491451
5,-0.46396714,-0.44626915,"('distant', 'outgoing')",-0.7609935,-0.7463213,-0.18576567,-0.22966401,-0.4702421,-0.4740848,-0.0038427
6,-0.80571085,-0.78128076,"('distant', 'open')",-0.9572323,-0.9565374,0.61068094,0.5066156,-0.3840874,-0.4104009,-0.0263135
7,0.25602978,0.17349842,"('insensitive', 'sensitive')",0.24767527,0.20008384,0.54199654,0.4987942,0.3485672,0.2907921,-0.0577751
8,-0.3077723,-0.34664953,"('unaffectionate', 'affectionate')",-0.51674104,-0.52871305,0.8576034,0.72977686,0.01103,-0.0485286,-0.0595586
9,-0.76370794,-0.84893924,"('unaffectionate', 'caring')",0.084579274,-0.020677961,1.0891153,1.0033695,0.1366622,0.0445841,-0.0920781
10,-0.8768918,-0.935445,"('unsympathetic', 'sympathetic')",-0.34709296,-0.4326859,-0.3982854,-0.43109724,-0.5407567,-0.5997427,-0.058986
11,-0.534396,-0.58400255,"('unhelpful', 'helpful')",-0.42432785,-0.49049297,1.6158667,1.6784114,0.2190476,0.2013053,-0.0177423
12,-0.19651021,-0.1301817,"('unsupportive', 'supportive')",0.14628759,0.19114202,-1.8915331,-1.8711482,-0.6472519,-0.603396,0.0438559
13,-0.48022056,-0.520682,"('impolite', 'polite')",-0.069265895,-0.11554507,-0.32543406,-0.3299717,-0.2916402,-0.3220663,-0.0304261
14,0.7389313,0.7272238,"('antisocial', 'social')",2.1538334,2.0930178,-0.4205914,-0.4467927,0.8240577,0.7911497,-0.032908
15,-0.20698881,-0.30763546,"('boring', 'funny')",-0.8562755,-0.912416,0.49472693,0.43963972,-0.1895125,-0.2601372,-0.0706247
16,-0.8690864,-0.84009606,"('unpopular', 'popular')",-1.1005871,-1.021641,0.38781506,0.37980372,-0.5272861,-0.4939778,0.0333083
