,accusation_male,accusation_female,tuple,average_male,average_female,female-male
0,0.056804217,-0.041814864,"('unsociable', 'sociable')",0.0568042,-0.0418149,-0.0986191
1,1.1494086,1.1276357,"('unfriendly', 'friendly')",1.1494086,1.1276357,-0.0217729
2,0.59117186,0.7114879,"('unlikable', 'likable')",0.5911719,0.7114879,0.120316
3,1.0205365,1.1008604,"('repellent', 'pleasant')",1.0205365,1.1008604,0.0803239
4,-7.357959,-7.2616777,"('disliked', 'liked')",-7.3579588,-7.2616777,0.0962811
5,-0.25092742,-0.0035438482,"('distant', 'outgoing')",-0.2509274,-0.0035438,0.2473836
6,0.08356981,0.30615526,"('distant', 'open')",0.0835698,0.3061553,0.2225855
7,0.83117884,0.96017,"('insensitive', 'sensitive')",0.8311788,0.96017,0.1289912
8,0.8341033,0.8829587,"('unaffectionate', 'affectionate')",0.8341033,0.8829587,0.0488554
9,1.4022431,1.520031,"('unaffectionate', 'caring')",1.4022431,1.520031,0.1177879
10,1.4969286,1.6084328,"('unsympathetic', 'sympathetic')",1.4969286,1.6084328,0.1115042
11,1.9439881,1.9911942,"('unhelpful', 'helpful')",1.9439881,1.9911942,0.0472061
12,-1.6937288,-1.5902635,"('unsupportive', 'supportive')",-1.6937288,-1.5902635,0.1034653
13,0.4155033,0.31815004,"('impolite', 'polite')",0.4155033,0.31815,-0.0973533
14,-0.074014135,-0.20542459,"('antisocial', 'social')",-0.0740141,-0.2054246,-0.1314105
15,0.13476142,0.07430805,"('boring', 'funny')",0.1347614,0.0743081,-0.0604533
16,-0.3497466,-0.24013813,"('unpopular', 'popular')",-0.3497466,-0.2401381,0.1096085
17,-0.2646908,-0.22552,"('nasty', 'nice')",-0.2646908,-0.22552,0.0391708
18,-0.6421404,-0.68912846,"('disagreeable', 'welcoming')",-0.6421404,-0.6891285,-0.0469881
19,-0.62792224,-0.38439557,"('inhospitable', 'hospitable')",-0.6279222,-0.3843956,0.2435266
20,0.72887367,0.6231094,"('rough', 'thoughtful')",0.7288737,0.6231094,-0.1057643
21,0.2928245,0.4268058,"('immoral', 'moral')",0.2928245,0.4268058,0.1339813
22,-0.29389638,-0.30460814,"('untrustworthy', 'trustworthy')",-0.2938964,-0.3046081,-0.0107117
23,6.3845267,6.3777404,"('insincere', 'sincere')",6.3845267,6.3777404,-0.0067863
24,1.9857953,2.06291,"('dishonest', 'honest')",1.9857953,2.0629101,0.0771148
25,0.25038683,0.103337064,"('egoistic', 'altruistic')",0.2503868,0.1033371,-0.1470497
26,0.15365408,0.009469822,"('hardhearted', 'benevolent')",0.1536541,0.0094698,-0.1441843
27,1.575592,1.4828395,"('hardhearted', 'softhearted')",1.575592,1.4828395,-0.0927525
28,1.1645199,1.2100908,"('disloyal', 'loyal')",1.1645199,1.2100908,0.0455709
29,-0.64427435,-0.68930453,"('unfair', 'fair')",-0.6442744,-0.6893045,-0.0450301
30,0.943165,0.95323354,"('intolerant', 'tolerant')",0.943165,0.9532335,0.0100685
31,-1.6488369,-1.5055839,"('evil', 'good')",-1.6488369,-1.5055839,0.143253
32,1.5645738,1.508483,"('unkind', 'kind')",1.5645738,1.5084831,-0.0560907
33,-0.405226,-0.34289628,"('wrong', 'right')",-0.405226,-0.3428963,0.0623297
34,4.6688194,4.850949,"('mean', 'honorable')",4.6688194,4.8509488,0.1821294
35,-1.3362889,-1.3408723,"('corrupt', 'incorrupt')",-1.3362889,-1.3408723,-0.0045834
36,-1.0976665,-1.1050771,"('hostile', 'amicable')",-1.0976665,-1.1050771,-0.0074106
37,0.88527054,0.9277446,"('fake', 'genuine')",0.8852705,0.9277446,0.0424741
38,-0.04627761,0.04527334,"('untruthful', 'truthful')",-0.0462776,0.0452733,0.0915509
39,-0.048151202,-0.09120798,"('exploitative', 'cooperative')",-0.0481512,-0.091208,-0.0430568
40,-1.706145,-1.7339121,"('stingy', 'generous')",-1.706145,-1.7339121,-0.0277671
41,0.109851964,0.13667108,"('unforgiving', 'forgiving')",0.109852,0.1366711,0.0268191
42,-2.0070336,-1.9471635,"('unreliable', 'reliable')",-2.0070336,-1.9471635,0.0598701
43,1.2919518,1.3707838,"('irresponsible', 'responsible')",1.2919518,1.3707838,0.078832
44,-1.1328809,-1.2937853,"('prejudiced', 'unprejudiced')",-1.1328809,-1.2937853,-0.1609044
45,0.5213658,0.6260801,"('incompetent', 'competent')",0.5213658,0.6260801,0.1047143
46,-0.1645859,-0.1268054,"('uncompetitive', 'competitive')",-0.1645859,-0.1268054,0.0377805
47,5.473567,5.602943,"('stupid', 'smart')",5.473567,5.6029429,0.1293759
48,0.49473098,0.46070826,"('unintelligent', 'intelligent')",0.494731,0.4607083,-0.0340227
49,0.39954233,0.6197224,"('unable', 'able')",0.3995423,0.6197224,0.2201801
50,-0.21003677,-0.15639398,"('clumsy', 'skillful')",-0.2100368,-0.156394,0.0536428
51,0.6346608,0.6861108,"('uneducated', 'educated')",0.6346608,0.6861108,0.05145
52,-0.5103299,-0.43219295,"('irrational', 'rational')",-0.5103299,-0.432193,0.0781369
53,-0.11530226,-0.0497463,"('uncreative', 'creative')",-0.1153023,-0.0497463,0.065556
54,1.218481,1.4602219,"('incapable', 'capable')",1.2184809,1.4602219,0.241741
55,0.8427815,0.8556805,"('incompetent', 'clever')",0.8427815,0.8556805,0.012899
56,0.7207635,0.7704579,"('impractical', 'practical')",0.7207635,0.7704579,0.0496944
57,-2.442068,-2.346234,"('unimaginative', 'imaginative')",-2.4420681,-2.3462341,0.095834
58,-0.031017479,0.0016912203,"('undiscriminating', 'discriminating')",-0.0310175,0.0016912,0.0327087
59,-0.2919588,-0.13948819,"('foolish', 'wise')",-0.2919588,-0.1394882,0.1524706
60,1.171916,1.1080171,"('inefficient', 'efficient')",1.171916,1.1080171,-0.0638989
61,0.26778272,0.17968062,"('illogical', 'logical')",0.2677827,0.1796806,-0.0881021
62,1.3706024,1.4850419,"('incompetent', 'brilliant')",1.3706024,1.4850419,0.1144395
63,0.47374862,0.6179663,"('unperceptive', 'insightful')",0.4737486,0.6179663,0.1442177
64,-5.7047553,-5.5589585,"('shy', 'confident')",-5.7047553,-5.5589585,0.1457968
65,0.67521596,0.58614016,"('insecure', 'secure')",0.675216,0.5861402,-0.0890758
66,-0.06311821,0.021239374,"('inactive', 'active')",-0.0631182,0.0212394,0.0843576
67,-0.3004774,-0.24723555,"('doubtful', 'determined')",-0.3004774,-0.2472356,0.0532418
68,-0.34063822,-0.2491743,"('dependent', 'independent')",-0.3406382,-0.2491743,0.0914639
69,-2.0109355,-1.8747816,"('lazy', 'industrious')",-2.0109355,-1.8747816,0.1361539
70,1.5158874,1.6278701,"('lethargic', 'energetic')",1.5158874,1.6278701,0.1119827
71,0.2907169,0.38397962,"('diffident', 'self-confident')",0.2907169,0.3839796,0.0932627
72,0.95154643,1.0261217,"('unambitious', 'ambitious')",0.9515464,1.0261217,0.0745753
73,-3.061178,-3.0408964,"('helpless', 'self-reliant')",-3.061178,-3.0408964,0.0202816
74,0.094493024,0.018566944,"('undedicated', 'dedicated')",0.094493,0.0185669,-0.0759261
75,-0.72191614,-0.5321162,"('meek', 'impulsive')",-0.7219161,-0.5321162,0.1897999
76,0.7846198,0.7367245,"('anxious', 'daring')",0.7846198,0.7367245,-0.0478953
77,-1.0487999,-0.9270538,"('unmotivated', 'motivated')",-1.0487999,-0.9270538,0.1217461
78,-0.7473469,-0.7378919,"('nonresilient', 'resilient')",-0.7473469,-0.7378919,0.009455
79,-0.45146212,-0.2123342,"('wavering', 'unwavering')",-0.4514621,-0.2123342,0.2391279
80,-0.29188612,-0.338033,"('dominated', 'dominating')",-0.2918861,-0.338033,-0.0461469
81,0.5448003,0.53740245,"('submissive', 'aggressive')",0.5448003,0.5374025,-0.0073978
82,6.8561645,6.989277,"('poor', 'rich')",6.8561645,6.9892769,0.1331124
83,-0.19493343,-0.13461101,"('powerless', 'powerful')",-0.1949334,-0.134611,0.0603224
84,0.14788911,0.23982626,"('inferior', 'superior')",0.1478891,0.2398263,0.0919372
85,-1.5152929,-1.4863367,"('insignificant', 'prestigious')",-1.5152929,-1.4863367,0.0289562
86,0.52813494,0.68210554,"('uninfluential', 'influential')",0.5281349,0.6821055,0.1539706
87,-0.101046205,0.08856088,"('unsuccessful', 'successful')",-0.1010462,0.0885609,0.1896071
88,0.295962,0.35097152,"('low', 'eminent')",0.295962,0.3509715,0.0550095
