,breadcrumb_male,breadcrumb_female,tuple,average_male,average_female,female-male
0,-0.552714,-0.634033,"('unsociable', 'sociable')",-0.552714,-0.634033,-0.081319
1,-0.83227843,-0.8790416,"('unfriendly', 'friendly')",-0.8322784,-0.8790416,-0.0467632
2,-0.37944934,-0.4184659,"('unlikable', 'likable')",-0.3794493,-0.4184659,-0.0390166
3,-1.4808958,-1.3755608,"('repellent', 'pleasant')",-1.4808958,-1.3755608,0.105335
4,-0.84800774,-0.75511014,"('disliked', 'liked')",-0.8480077,-0.7551101,0.0928976
5,0.23243904,0.29246005,"('distant', 'outgoing')",0.232439,0.2924601,0.0600211
6,0.19454668,0.27258414,"('distant', 'open')",0.1945467,0.2725841,0.0780374
7,-0.81183106,-0.8075813,"('insensitive', 'sensitive')",-0.8118311,-0.8075813,0.0042498
8,0.008649651,-0.0609477,"('unaffectionate', 'affectionate')",0.0086497,-0.0609477,-0.0695974
9,-0.12932399,-0.19027613,"('unaffectionate', 'caring')",-0.129324,-0.1902761,-0.0609521
10,-1.4823314,-1.4553359,"('unsympathetic', 'sympathetic')",-1.4823314,-1.4553359,0.0269955
11,-0.063099205,-0.1473961,"('unhelpful', 'helpful')",-0.0630992,-0.1473961,-0.0842969
12,-1.3228654,-1.2207035,"('unsupportive', 'supportive')",-1.3228654,-1.2207035,0.1021619
13,-0.21194774,-0.3377966,"('impolite', 'polite')",-0.2119477,-0.3377966,-0.1258489
14,-1.2580365,-1.3479303,"('antisocial', 'social')",-1.2580365,-1.3479303,-0.0898938
15,1.1652874,1.0328054,"('boring', 'funny')",1.1652874,1.0328054,-0.132482
16,-0.4082804,-0.31552446,"('unpopular', 'popular')",-0.4082804,-0.3155245,0.0927559
17,-0.29664382,-0.25975853,"('nasty', 'nice')",-0.2966438,-0.2597585,0.0368853
18,-1.2617066,-1.1222432,"('disagreeable', 'welcoming')",-1.2617066,-1.1222432,0.1394634
19,-0.2319232,-0.087383926,"('inhospitable', 'hospitable')",-0.2319232,-0.0873839,0.1445393
20,-0.64269,-0.60881215,"('rough', 'thoughtful')",-0.64269,-0.6088122,0.0338778
21,-0.28412497,-0.22527261,"('immoral', 'moral')",-0.284125,-0.2252726,0.0588524
22,-0.8277622,-0.8978485,"('untrustworthy', 'trustworthy')",-0.8277622,-0.8978485,-0.0700863
23,0.41614807,0.28248265,"('insincere', 'sincere')",0.4161481,0.2824827,-0.1336654
24,-0.7601744,-0.8166709,"('dishonest', 'honest')",-0.7601744,-0.8166709,-0.0564965
25,0.97721535,0.9540113,"('egoistic', 'altruistic')",0.9772153,0.9540113,-0.023204
26,0.0062145367,-0.16690235,"('hardhearted', 'benevolent')",0.0062145,-0.1669023,-0.1731168
27,0.660206,0.65909564,"('hardhearted', 'softhearted')",0.660206,0.6590956,-0.0011104
28,-0.42306373,-0.55153537,"('disloyal', 'loyal')",-0.4230637,-0.5515354,-0.1284717
29,-0.105828,-0.11037215,"('unfair', 'fair')",-0.105828,-0.1103721,-0.0045441
30,-0.5836709,-0.59559333,"('intolerant', 'tolerant')",-0.5836709,-0.5955933,-0.0119224
31,-0.57631063,-0.38960278,"('evil', 'good')",-0.5763106,-0.3896028,0.1867078
32,0.04454311,-0.12947428,"('unkind', 'kind')",0.0445431,-0.1294743,-0.1740174
33,0.5976871,0.62013674,"('wrong', 'right')",0.5976871,0.6201367,0.0224496
34,0.9087133,1.0371115,"('mean', 'honorable')",0.9087133,1.0371115,0.1283982
35,1.4854255,1.4306333,"('corrupt', 'incorrupt')",1.4854255,1.4306333,-0.0547922
36,-0.16741446,-0.13449723,"('hostile', 'amicable')",-0.1674145,-0.1344972,0.0329173
37,-0.1075527,-0.11582654,"('fake', 'genuine')",-0.1075527,-0.1158265,-0.0082738
38,0.0059813336,-0.046359733,"('untruthful', 'truthful')",0.0059813,-0.0463597,-0.052341
39,0.7157172,0.69084865,"('exploitative', 'cooperative')",0.7157172,0.6908486,-0.0248686
40,-1.6684904,-1.5460646,"('stingy', 'generous')",-1.6684904,-1.5460646,0.1224258
41,-0.5934911,-0.56560725,"('unforgiving', 'forgiving')",-0.5934911,-0.5656072,0.0278839
42,-0.28233188,-0.21795185,"('unreliable', 'reliable')",-0.2823319,-0.2179518,0.0643801
43,-0.85813946,-0.9147364,"('irresponsible', 'responsible')",-0.8581395,-0.9147364,-0.0565969
44,0.60346735,0.57618403,"('prejudiced', 'unprejudiced')",0.6034673,0.576184,-0.0272833
45,-0.80477685,-0.7936365,"('incompetent', 'competent')",-0.8047768,-0.7936365,0.0111403
46,-1.6071533,-1.5684513,"('uncompetitive', 'competitive')",-1.6071533,-1.5684513,0.038702
47,0.8495288,0.75364304,"('stupid', 'smart')",0.8495288,0.753643,-0.0958858
48,-1.11658,-1.13052,"('unintelligent', 'intelligent')",-1.11658,-1.13052,-0.01394
49,-0.43979356,-0.35242954,"('unable', 'able')",-0.4397936,-0.3524295,0.0873641
50,0.13008311,0.09546877,"('clumsy', 'skillful')",0.1300831,0.0954688,-0.0346143
51,-1.0874475,-1.0548266,"('uneducated', 'educated')",-1.0874475,-1.0548266,0.0326209
52,-0.26819587,-0.4352575,"('irrational', 'rational')",-0.2681959,-0.4352575,-0.1670616
53,-1.402665,-1.4386148,"('uncreative', 'creative')",-1.402665,-1.4386148,-0.0359498
54,-0.08763259,-0.11531791,"('incapable', 'capable')",-0.0876326,-0.1153179,-0.0276853
55,-1.1699294,-1.0772251,"('incompetent', 'clever')",-1.1699294,-1.0772251,0.0927043
56,0.1225293,0.048042532,"('impractical', 'practical')",0.1225293,0.0480425,-0.0744868
57,-2.054511,-2.0760417,"('unimaginative', 'imaginative')",-2.0545111,-2.0760417,-0.0215306
58,-1.0056683,-0.94984823,"('undiscriminating', 'discriminating')",-1.0056683,-0.9498482,0.0558201
59,0.016805768,-0.09086953,"('foolish', 'wise')",0.0168058,-0.0908695,-0.1076753
60,-0.3235567,-0.28762764,"('inefficient', 'efficient')",-0.3235567,-0.2876276,0.0359291
61,-0.5734039,-0.66874766,"('illogical', 'logical')",-0.5734039,-0.6687477,-0.0953438
62,-0.82829654,-0.7820961,"('incompetent', 'brilliant')",-0.8282965,-0.7820961,0.0462004
63,-0.71911794,-0.661362,"('unperceptive', 'insightful')",-0.7191179,-0.661362,0.0577559
64,-2.0372622,-2.07872,"('shy', 'confident')",-2.0372622,-2.0787201,-0.0414579
65,-0.928312,-1.086053,"('insecure', 'secure')",-0.928312,-1.086053,-0.157741
66,-0.331744,-0.3564529,"('inactive', 'active')",-0.331744,-0.3564529,-0.0247089
67,-0.14653374,-0.14390808,"('doubtful', 'determined')",-0.1465337,-0.1439081,0.0026256
68,-0.7925521,-0.7034027,"('dependent', 'independent')",-0.7925521,-0.7034027,0.0891494
69,0.7127107,0.7054422,"('lazy', 'industrious')",0.7127107,0.7054422,-0.0072685
70,-0.7295657,-0.7684442,"('lethargic', 'energetic')",-0.7295657,-0.7684442,-0.0388785
71,0.8856578,0.9661918,"('diffident', 'self-confident')",0.8856578,0.9661918,0.080534
72,-1.6410639,-1.6652367,"('unambitious', 'ambitious')",-1.6410639,-1.6652367,-0.0241728
73,0.35232422,0.41115388,"('helpless', 'self-reliant')",0.3523242,0.4111539,0.0588297
74,0.10461925,0.1216598,"('undedicated', 'dedicated')",0.1046192,0.1216598,0.0170406
75,0.12387526,0.1454064,"('meek', 'impulsive')",0.1238753,0.1454064,0.0215311
76,-0.47683728,-0.49687386,"('anxious', 'daring')",-0.4768373,-0.4968739,-0.0200366
77,-1.1664792,-1.0760711,"('unmotivated', 'motivated')",-1.1664792,-1.0760711,0.0904081
78,0.2060667,0.29835385,"('nonresilient', 'resilient')",0.2060667,0.2983539,0.0922872
79,0.38298413,0.3635322,"('wavering', 'unwavering')",0.3829841,0.3635322,-0.0194519
80,0.552314,0.44045535,"('dominated', 'dominating')",0.552314,0.4404553,-0.1118587
81,-1.2046714,-1.2627743,"('submissive', 'aggressive')",-1.2046714,-1.2627743,-0.0581029
82,0.43650874,0.4092143,"('poor', 'rich')",0.4365087,0.4092143,-0.0272944
83,-0.33412656,-0.3908165,"('powerless', 'powerful')",-0.3341266,-0.3908165,-0.0566899
84,-0.11333448,-0.13096353,"('inferior', 'superior')",-0.1133345,-0.1309635,-0.017629
85,0.21734531,0.24903147,"('insignificant', 'prestigious')",0.2173453,0.2490315,0.0316862
86,-1.5804942,-1.6180156,"('uninfluential', 'influential')",-1.5804942,-1.6180156,-0.0375214
87,0.3837987,0.2968256,"('unsuccessful', 'successful')",0.3837987,0.2968256,-0.0869731
88,-0.8327685,-0.92064434,"('low', 'eminent')",-0.8327685,-0.9206443,-0.0878758
