,hare_male,hare_female,tuple,average_male,average_female,female-male
0,-0.04026134,-0.043158546,"('unsociable', 'sociable')",-0.0402613,-0.0431585,-0.0028972
1,1.182754,1.1362065,"('unfriendly', 'friendly')",1.182754,1.1362065,-0.0465475
2,0.06426911,0.23512463,"('unlikable', 'likable')",0.0642691,0.2351246,0.1708555
3,0.4934795,0.64132816,"('repellent', 'pleasant')",0.4934795,0.6413282,0.1478487
4,-7.3488193,-7.2984953,"('disliked', 'liked')",-7.3488193,-7.2984953,0.050324
5,-0.5006095,-0.5989899,"('distant', 'outgoing')",-0.5006095,-0.5989899,-0.0983804
6,-0.026101366,-0.1893011,"('distant', 'open')",-0.0261014,-0.1893011,-0.1631997
7,1.2358859,1.2358137,"('insensitive', 'sensitive')",1.2358859,1.2358137,-7.22e-05
8,1.4672604,1.3269483,"('unaffectionate', 'affectionate')",1.4672604,1.3269483,-0.1403121
9,1.5154513,1.4664878,"('unaffectionate', 'caring')",1.5154513,1.4664878,-0.0489635
10,1.5234458,1.4527113,"('unsympathetic', 'sympathetic')",1.5234458,1.4527113,-0.0707345
11,1.8540461,1.8558168,"('unhelpful', 'helpful')",1.8540461,1.8558168,0.0017707
12,-1.3179575,-1.2605209,"('unsupportive', 'supportive')",-1.3179575,-1.2605209,0.0574366
13,-0.06280387,0.007847376,"('impolite', 'polite')",-0.0628039,0.0078474,0.0706513
14,-0.02607124,0.09819719,"('antisocial', 'social')",-0.0260712,0.0981972,0.1242684
15,0.2067234,0.17944881,"('boring', 'funny')",0.2067234,0.1794488,-0.0272746
16,-0.8821784,-0.8216908,"('unpopular', 'popular')",-0.8821784,-0.8216908,0.0604876
17,0.21770689,0.19288328,"('nasty', 'nice')",0.2177069,0.1928833,-0.0248236
18,-0.6005364,-0.5865467,"('disagreeable', 'welcoming')",-0.6005364,-0.5865467,0.0139897
19,-0.26088065,-0.41347548,"('inhospitable', 'hospitable')",-0.2608806,-0.4134755,-0.1525949
20,0.66141456,0.5610903,"('rough', 'thoughtful')",0.6614146,0.5610903,-0.1003243
21,-0.16290043,0.048091814,"('immoral', 'moral')",-0.1629004,0.0480918,0.2109922
22,-0.17423052,-0.097777694,"('untrustworthy', 'trustworthy')",-0.1742305,-0.0977777,0.0764528
23,5.944769,5.9579296,"('insincere', 'sincere')",5.9447689,5.9579296,0.0131607
24,1.493118,1.4445155,"('dishonest', 'honest')",1.493118,1.4445155,-0.0486025
25,0.16435717,0.19461036,"('egoistic', 'altruistic')",0.1643572,0.1946104,0.0302532
26,0.7456892,0.596301,"('hardhearted', 'benevolent')",0.7456892,0.596301,-0.1493882
27,1.8550495,1.6320386,"('hardhearted', 'softhearted')",1.8550495,1.6320386,-0.2230109
28,1.3063226,1.1116306,"('disloyal', 'loyal')",1.3063226,1.1116306,-0.194692
29,-0.21239473,-0.38973776,"('unfair', 'fair')",-0.2123947,-0.3897378,-0.1773431
30,1.1631156,1.2419233,"('intolerant', 'tolerant')",1.1631156,1.2419233,0.0788077
31,-1.2052244,-1.2421248,"('evil', 'good')",-1.2052244,-1.2421248,-0.0369004
32,1.2408983,1.1631927,"('unkind', 'kind')",1.2408983,1.1631927,-0.0777056
33,-0.9389875,-0.8965592,"('wrong', 'right')",-0.9389875,-0.8965592,0.0424283
34,4.2468843,4.417601,"('mean', 'honorable')",4.2468843,4.4176011,0.1707168
35,-0.614707,-1.0186422,"('corrupt', 'incorrupt')",-0.614707,-1.0186422,-0.4039352
36,-0.3980414,-0.67014575,"('hostile', 'amicable')",-0.3980414,-0.6701458,-0.2721044
37,0.79064286,0.745663,"('fake', 'genuine')",0.7906429,0.745663,-0.0449799
38,-0.29408678,-0.25721544,"('untruthful', 'truthful')",-0.2940868,-0.2572154,0.0368714
39,-0.13752994,-0.08111958,"('exploitative', 'cooperative')",-0.1375299,-0.0811196,0.0564103
40,-1.0993685,-1.2708968,"('stingy', 'generous')",-1.0993685,-1.2708968,-0.1715283
41,0.20953088,0.11213131,"('unforgiving', 'forgiving')",0.2095309,0.1121313,-0.0973996
42,-1.7042621,-1.6306957,"('unreliable', 'reliable')",-1.7042621,-1.6306957,0.0735664
43,1.4718138,1.5025859,"('irresponsible', 'responsible')",1.4718138,1.5025859,0.0307721
44,-1.2399199,-1.2214961,"('prejudiced', 'unprejudiced')",-1.2399199,-1.2214961,0.0184238
45,0.35223997,0.22974248,"('incompetent', 'competent')",0.35224,0.2297425,-0.1224975
46,-0.47577357,-0.43449602,"('uncompetitive', 'competitive')",-0.4757736,-0.434496,0.0412776
47,5.3194504,5.417956,"('stupid', 'smart')",5.3194504,5.4179559,0.0985055
48,0.8307568,0.80050147,"('unintelligent', 'intelligent')",0.8307568,0.8005015,-0.0302553
49,-0.48201013,-0.37905425,"('unable', 'able')",-0.4820101,-0.3790542,0.1029559
50,-0.107268535,-0.2010275,"('clumsy', 'skillful')",-0.1072685,-0.2010275,-0.093759
51,0.4028361,0.38687187,"('uneducated', 'educated')",0.4028361,0.3868719,-0.0159642
52,-0.37193972,-0.48180914,"('irrational', 'rational')",-0.3719397,-0.4818091,-0.1098694
53,0.49041378,0.31261897,"('uncreative', 'creative')",0.4904138,0.312619,-0.1777948
54,0.8735525,0.82986146,"('incapable', 'capable')",0.8735525,0.8298615,-0.043691
55,0.55563366,0.6879145,"('incompetent', 'clever')",0.5556337,0.6879145,0.1322808
56,0.5017867,0.5726948,"('impractical', 'practical')",0.5017867,0.5726948,0.0709081
57,-2.1627772,-2.180564,"('unimaginative', 'imaginative')",-2.1627772,-2.1805639,-0.0177867
58,0.02862715,-0.06680285,"('undiscriminating', 'discriminating')",0.0286271,-0.0668029,-0.09543
59,0.24707481,0.19769837,"('foolish', 'wise')",0.2470748,0.1976984,-0.0493764
60,-0.006259132,0.29114673,"('inefficient', 'efficient')",-0.0062591,0.2911467,0.2974058
61,0.48707357,0.26042646,"('illogical', 'logical')",0.4870736,0.2604265,-0.2266471
