,glockenspiel_male,glockenspiel_female,tuple,average_male,average_female,female-male
0,-0.86190736,-0.84326386,"('unsociable', 'sociable')",-0.8619074,-0.8432639,0.0186435
1,-0.28760815,-0.37182587,"('unfriendly', 'friendly')",-0.2876081,-0.3718259,-0.0842178
2,-0.17711096,-0.07414474,"('unlikable', 'likable')",-0.177111,-0.0741447,0.1029663
3,-1.0889827,-0.79726607,"('repellent', 'pleasant')",-1.0889827,-0.7972661,0.2917166
4,-0.22611277,-0.37016815,"('disliked', 'liked')",-0.2261128,-0.3701681,-0.1440553
5,0.79118043,0.7263172,"('distant', 'outgoing')",0.7911804,0.7263172,-0.0648632
6,1.0217209,0.9686813,"('distant', 'open')",1.0217209,0.9686813,-0.0530396
7,-0.9004874,-0.78348434,"('insensitive', 'sensitive')",-0.9004874,-0.7834843,0.1170031
8,0.0739953,0.012269557,"('unaffectionate', 'affectionate')",0.0739953,0.0122696,-0.0617257
9,-0.34275362,-0.40012977,"('unaffectionate', 'caring')",-0.3427536,-0.4001298,-0.0573762
10,-2.7871501,-2.5982497,"('unsympathetic', 'sympathetic')",-2.7871501,-2.5982497,0.1889004
11,-1.2788748,-1.1940622,"('unhelpful', 'helpful')",-1.2788748,-1.1940622,0.0848126
12,-1.5556058,-1.4893067,"('unsupportive', 'supportive')",-1.5556058,-1.4893067,0.0662991
13,-1.2611068,-1.2042013,"('impolite', 'polite')",-1.2611068,-1.2042013,0.0569055
14,-0.86019987,-0.7735947,"('antisocial', 'social')",-0.8601999,-0.7735947,0.0866052
15,1.131705,1.033751,"('boring', 'funny')",1.131705,1.033751,-0.097954
16,1.0529482,1.014677,"('unpopular', 'popular')",1.0529482,1.014677,-0.0382712
17,-0.94306713,-0.8930911,"('nasty', 'nice')",-0.9430671,-0.8930911,0.049976
18,-1.0480874,-0.9417671,"('disagreeable', 'welcoming')",-1.0480874,-0.9417671,0.1063203
19,0.20802356,0.27372062,"('inhospitable', 'hospitable')",0.2080236,0.2737206,0.065697
20,-0.6654233,-0.56560403,"('rough', 'thoughtful')",-0.6654233,-0.565604,0.0998193
21,-1.9737328,-1.7286744,"('immoral', 'moral')",-1.9737328,-1.7286744,0.2450584
22,-0.9606263,-0.948216,"('untrustworthy', 'trustworthy')",-0.9606263,-0.948216,0.0124103
23,-0.45705837,-0.34086984,"('insincere', 'sincere')",-0.4570584,-0.3408698,0.1161886
24,-1.2333666,-1.2554313,"('dishonest', 'honest')",-1.2333666,-1.2554313,-0.0220647
25,0.0389098,0.07737635,"('egoistic', 'altruistic')",0.0389098,0.0773764,0.0384666
26,0.43004876,0.22487766,"('hardhearted', 'benevolent')",0.4300488,0.2248777,-0.2051711
27,-0.7925884,-0.80938774,"('hardhearted', 'softhearted')",-0.7925884,-0.8093877,-0.0167993
28,-1.1444286,-1.155586,"('disloyal', 'loyal')",-1.1444286,-1.155586,-0.0111574
29,0.04546133,-0.07272897,"('unfair', 'fair')",0.0454613,-0.072729,-0.1181903
30,-1.494063,-1.3247582,"('intolerant', 'tolerant')",-1.494063,-1.3247582,0.1693048
31,0.77240473,0.6110941,"('evil', 'good')",0.7724047,0.6110941,-0.1613106
32,-0.56820023,-0.6230435,"('unkind', 'kind')",-0.5682002,-0.6230435,-0.0548433
33,0.64708257,0.4949031,"('wrong', 'right')",0.6470826,0.4949031,-0.1521795
34,0.22235936,0.45084614,"('mean', 'honorable')",0.2223594,0.4508461,0.2284867
35,2.1175032,1.8778324,"('corrupt', 'incorrupt')",2.1175032,1.8778324,-0.2396708
36,0.81198704,0.6645989,"('hostile', 'amicable')",0.811987,0.6645989,-0.1473881
37,-0.14132585,-0.09350723,"('fake', 'genuine')",-0.1413258,-0.0935072,0.0478186
38,-0.15724218,-0.2401877,"('untruthful', 'truthful')",-0.1572422,-0.2401877,-0.0829455
39,0.08247539,0.20880172,"('exploitative', 'cooperative')",0.0824754,0.2088017,0.1263263
40,-1.3040131,-1.317271,"('stingy', 'generous')",-1.3040131,-1.317271,-0.0132579
41,-0.69072634,-0.6529143,"('unforgiving', 'forgiving')",-0.6907263,-0.6529143,0.037812
42,-0.3872315,-0.20602135,"('unreliable', 'reliable')",-0.3872315,-0.2060214,0.1812101
43,-1.2782466,-1.1521432,"('irresponsible', 'responsible')",-1.2782466,-1.1521432,0.1261034
44,-0.5863826,-0.5512372,"('prejudiced', 'unprejudiced')",-0.5863826,-0.5512372,0.0351454
45,-0.7258434,-0.67583436,"('incompetent', 'competent')",-0.7258434,-0.6758344,0.050009
46,-1.3639774,-1.2417169,"('uncompetitive', 'competitive')",-1.3639774,-1.2417169,0.1222605
47,0.9432429,1.0304273,"('stupid', 'smart')",0.9432429,1.0304273,0.0871844
48,-1.7616881,-1.7099314,"('unintelligent', 'intelligent')",-1.7616881,-1.7099314,0.0517567
49,-0.5021646,-0.35346663,"('unable', 'able')",-0.5021646,-0.3534666,0.148698
50,0.69215393,0.66671324,"('clumsy', 'skillful')",0.6921539,0.6667132,-0.0254407
