,mallinckrodt_male,mallinckrodt_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.3782037,-1.4936125,"('unsociable', 'sociable')",-0.37232268,-0.4497696,-0.8752632,-0.9716911,-0.0964279
1,-0.15879518,-0.30008787,"('unfriendly', 'friendly')",2.3115532,2.1294463,1.0763791,0.9146792,-0.1616999
2,0.4494618,0.47790796,"('unlikable', 'likable')",0.10867175,0.1143744,0.2790668,0.2961412,0.0170744
3,-1.1798055,-1.0864245,"('repellent', 'pleasant')",-0.1990163,-0.10438933,-0.6894109,-0.5954069,0.094004
4,0.08673613,0.010345556,"('disliked', 'liked')",-5.916639,-5.934922,-2.9149513,-2.9622884,-0.0473371
5,1.091862,1.0030079,"('distant', 'outgoing')",0.40299383,0.27537942,0.7474279,0.6391937,-0.1082342
6,1.0245355,0.9314272,"('distant', 'open')",0.3822015,0.21395287,0.7033685,0.57269,-0.1306785
7,-0.6174065,-0.6441391,"('insensitive', 'sensitive')",0.35968184,0.41413867,-0.1288623,-0.1150002,0.0138621
8,0.023310302,-0.02847249,"('unaffectionate', 'affectionate')",1.2322905,0.99964297,0.6278004,0.4855852,-0.1422152
9,-0.20181969,-0.27864808,"('unaffectionate', 'caring')",1.4533417,1.3148342,0.625761,0.5180931,-0.1076679
10,-1.6784995,-1.6945655,"('unsympathetic', 'sympathetic')",-0.8472304,-0.7961086,-1.2628649,-1.245337,0.0175279
11,-1.2691784,-1.2501999,"('unhelpful', 'helpful')",0.923786,0.97005033,-0.1726962,-0.1400748,0.0326214
12,-0.9871111,-0.99425477,"('unsupportive', 'supportive')",-1.5989982,-1.6057733,-1.2930546,-1.300014,-0.0069594
13,-1.0371639,-1.0699217,"('impolite', 'polite')",-0.6428194,-0.6224079,-0.8399916,-0.8461648,-0.0061732
14,-0.9561032,-0.92621225,"('antisocial', 'social')",0.3976278,0.50732464,-0.2792377,-0.2094438,0.0697939
15,1.1062936,1.0427806,"('boring', 'funny')",0.08161499,0.052023463,0.5939543,0.547402,-0.0465523
16,-0.10808826,-0.14037041,"('unpopular', 'popular')",-0.0006603226,-0.06338857,-0.0543743,-0.1018795,-0.0475052
17,-0.29736963,-0.2359075,"('nasty', 'nice')",-0.74868524,-0.8125472,-0.5230274,-0.5242274,-0.0012
18,-0.085127324,-0.14376333,"('disagreeable', 'welcoming')",-0.7181244,-0.85561436,-0.4016259,-0.4996889,-0.098063
19,0.19624436,0.18707176,"('inhospitable', 'hospitable')",-0.43721202,-0.54791534,-0.1204838,-0.1804218,-0.059938
20,-0.16859326,-0.116479285,"('rough', 'thoughtful')",1.2350692,1.2391278,0.5332379,0.5613242,0.0280863
21,-1.4175749,-1.4294775,"('immoral', 'moral')",-1.3959371,-1.2492915,-1.4067559,-1.3393846,0.0673713
22,-0.47206217,-0.4946145,"('untrustworthy', 'trustworthy')",-1.0749484,-1.1530424,-0.7735053,-0.8238285,-0.0503232
23,-1.13408,-1.1962768,"('insincere', 'sincere')",4.980038,4.8338957,1.9229791,1.8188095,-0.1041696
24,-0.96973133,-1.0101384,"('dishonest', 'honest')",0.4205393,0.2991782,-0.274596,-0.3554801,-0.0808841
25,0.00554983,-0.05987804,"('egoistic', 'altruistic')",1.6268831,1.515156,0.8162165,0.727639,-0.0885775
26,-0.1568282,-0.17879069,"('hardhearted', 'benevolent')",2.5395503,2.4271722,1.1913611,1.1241908,-0.0671703
27,0.33778906,0.2718574,"('hardhearted', 'softhearted')",0.7736635,0.54545045,0.5557263,0.4086539,-0.1470724
28,-0.98996145,-1.0892639,"('disloyal', 'loyal')",1.0322485,0.89215446,0.0211435,-0.0985547,-0.1196982
29,0.16089956,0.07648433,"('unfair', 'fair')",-0.49715084,-0.683686,-0.1681256,-0.3036008,-0.1354752
30,-0.6454414,-0.70110387,"('intolerant', 'tolerant')",0.6353726,0.6689666,-0.0050344,-0.0160686,-0.0110342
