,textual_male,textual_female,tuple,average_male,average_female,female-male
0,0.3169582,0.19951272,"('unsociable', 'sociable')",0.3169582,0.1995127,-0.1174455
1,1.0337446,1.0022755,"('unfriendly', 'friendly')",1.0337446,1.0022755,-0.0314691
2,0.5391567,0.7209898,"('unlikable', 'likable')",0.5391567,0.7209898,0.1818331
3,1.1246675,1.1278399,"('repellent', 'pleasant')",1.1246675,1.1278399,0.0031724
4,-7.018104,-7.037862,"('disliked', 'liked')",-7.0181041,-7.0378618,-0.0197577
5,-0.38542923,-0.22446007,"('distant', 'outgoing')",-0.3854292,-0.2244601,0.1609691
6,-0.27409163,-0.14036863,"('distant', 'open')",-0.2740916,-0.1403686,0.133723
7,0.8983309,0.8880409,"('insensitive', 'sensitive')",0.8983309,0.8880409,-0.01029
8,0.54119307,0.5927326,"('unaffectionate', 'affectionate')",0.5411931,0.5927326,0.0515395
9,1.2076637,1.3480177,"('unaffectionate', 'caring')",1.2076637,1.3480177,0.140354
10,1.4083495,1.4750391,"('unsympathetic', 'sympathetic')",1.4083495,1.4750391,0.0666896
11,2.215714,2.2656431,"('unhelpful', 'helpful')",2.215714,2.2656431,0.0499291
12,-1.41645,-1.347742,"('unsupportive', 'supportive')",-1.41645,-1.347742,0.068708
13,0.682673,0.65554625,"('impolite', 'polite')",0.682673,0.6555462,-0.0271268
14,0.20491897,0.017001193,"('antisocial', 'social')",0.204919,0.0170012,-0.1879178
15,0.46892223,0.40273908,"('boring', 'funny')",0.4689222,0.4027391,-0.0661831
16,-0.31641242,-0.28981352,"('unpopular', 'popular')",-0.3164124,-0.2898135,0.0265989
17,-0.20527568,-0.14761408,"('nasty', 'nice')",-0.2052757,-0.1476141,0.0576616
18,-0.49964148,-0.6011868,"('disagreeable', 'welcoming')",-0.4996415,-0.6011868,-0.1015453
19,-0.8070354,-0.59207004,"('inhospitable', 'hospitable')",-0.8070354,-0.59207,0.2149654
20,0.82061434,0.6371917,"('rough', 'thoughtful')",0.8206143,0.6371917,-0.1834226
21,0.35985214,0.45532107,"('immoral', 'moral')",0.3598521,0.4553211,0.095469
22,-0.08914745,-0.09064747,"('untrustworthy', 'trustworthy')",-0.0891474,-0.0906475,-0.0015001
23,6.277814,6.2903876,"('insincere', 'sincere')",6.2778139,6.2903876,0.0125737
24,1.7470851,1.79595,"('dishonest', 'honest')",1.7470851,1.7959501,0.048865
25,0.353618,0.27058548,"('egoistic', 'altruistic')",0.353618,0.2705855,-0.0830325
26,0.18239927,0.01021643,"('hardhearted', 'benevolent')",0.1823993,0.0102164,-0.1721829
27,1.2686603,1.1336148,"('hardhearted', 'softhearted')",1.2686603,1.1336148,-0.1350455
28,0.973477,0.92922014,"('disloyal', 'loyal')",0.973477,0.9292201,-0.0442569
29,-0.72182316,-0.7594228,"('unfair', 'fair')",-0.7218232,-0.7594228,-0.0375996
30,0.87991756,0.8496799,"('intolerant', 'tolerant')",0.8799176,0.8496799,-0.0302377
31,-1.8099961,-1.7758368,"('evil', 'good')",-1.8099961,-1.7758368,0.0341593
32,1.1748259,1.2073115,"('unkind', 'kind')",1.1748259,1.2073115,0.0324856
33,-0.45443493,-0.35263377,"('wrong', 'right')",-0.4544349,-0.3526338,0.1018011
34,4.3120337,4.4883704,"('mean', 'honorable')",4.3120337,4.4883704,0.1763367
35,-1.5569866,-1.6477088,"('corrupt', 'incorrupt')",-1.5569866,-1.6477088,-0.0907222
36,-1.266154,-1.291039,"('hostile', 'amicable')",-1.2661541,-1.291039,-0.0248849
37,0.63793045,0.68982744,"('fake', 'genuine')",0.6379305,0.6898274,0.0518969
38,-0.20070162,-0.10575876,"('untruthful', 'truthful')",-0.2007016,-0.1057588,0.0949428
39,0.2195435,0.16928245,"('exploitative', 'cooperative')",0.2195435,0.1692825,-0.050261
40,-1.347944,-1.523297,"('stingy', 'generous')",-1.347944,-1.523297,-0.175353
41,-0.041030496,-0.043093257,"('unforgiving', 'forgiving')",-0.0410305,-0.0430933,-0.0020628
42,-1.5982772,-1.6034768,"('unreliable', 'reliable')",-1.5982772,-1.6034768,-0.0051996
43,1.4583219,1.4811045,"('irresponsible', 'responsible')",1.4583219,1.4811045,0.0227826
44,-1.0855265,-1.1505778,"('prejudiced', 'unprejudiced')",-1.0855265,-1.1505778,-0.0650513
45,0.4705446,0.45407656,"('incompetent', 'competent')",0.4705446,0.4540766,-0.016468
46,0.0034931973,0.03248889,"('uncompetitive', 'competitive')",0.0034932,0.0324889,0.0289957
47,5.0470963,5.2494607,"('stupid', 'smart')",5.0470963,5.2494607,0.2023644
48,0.920095,0.7642987,"('unintelligent', 'intelligent')",0.920095,0.7642987,-0.1557963
49,0.07637795,0.22706428,"('unable', 'able')",0.076378,0.2270643,0.1506863
50,0.10018687,0.12771447,"('clumsy', 'skillful')",0.1001869,0.1277145,0.0275276
51,0.40846908,0.3673635,"('uneducated', 'educated')",0.4084691,0.3673635,-0.0411056
52,-0.8412377,-0.87770736,"('irrational', 'rational')",-0.8412377,-0.8777074,-0.0364697
53,0.15482701,0.1424497,"('uncreative', 'creative')",0.154827,0.1424497,-0.0123773
54,0.7067874,0.9884823,"('incapable', 'capable')",0.7067874,0.9884823,0.2816949
55,1.172923,1.0548683,"('incompetent', 'clever')",1.172923,1.0548683,-0.1180547
56,1.1939034,1.168763,"('impractical', 'practical')",1.1939034,1.168763,-0.0251404
57,-2.0440233,-2.04022,"('unimaginative', 'imaginative')",-2.0440233,-2.04022,0.0038033
58,-0.032720484,-0.049172588,"('undiscriminating', 'discriminating')",-0.0327205,-0.0491726,-0.0164521
59,-0.2791079,-0.1909368,"('foolish', 'wise')",-0.2791079,-0.1909368,0.0881711
60,1.320594,1.3321415,"('inefficient', 'efficient')",1.320594,1.3321415,0.0115475
61,0.19843422,0.043482885,"('illogical', 'logical')",0.1984342,0.0434829,-0.1549513
62,1.530529,1.6351643,"('incompetent', 'brilliant')",1.530529,1.6351643,0.1046353
63,0.71808404,0.8232701,"('unperceptive', 'insightful')",0.718084,0.8232701,0.1051861
64,-5.4884768,-5.4669356,"('shy', 'confident')",-5.4884768,-5.4669356,0.0215412
65,1.1752622,1.1309562,"('insecure', 'secure')",1.1752622,1.1309562,-0.044306
66,-0.32024145,-0.29182774,"('inactive', 'active')",-0.3202415,-0.2918277,0.0284138
67,-0.59906256,-0.5204966,"('doubtful', 'determined')",-0.5990626,-0.5204966,0.078566
68,-0.38771433,-0.3712747,"('dependent', 'independent')",-0.3877143,-0.3712747,0.0164396
69,-1.8294412,-1.8241618,"('lazy', 'industrious')",-1.8294412,-1.8241618,0.0052794
70,1.7197397,1.7101299,"('lethargic', 'energetic')",1.7197397,1.7101299,-0.0096098
71,0.4525186,0.53024036,"('diffident', 'self-confident')",0.4525186,0.5302404,0.0777218
72,0.9266927,1.0634499,"('unambitious', 'ambitious')",0.9266927,1.0634499,0.1367572
73,-2.827142,-2.7924302,"('helpless', 'self-reliant')",-2.827142,-2.7924302,0.0347118
74,0.050049458,-0.05700019,"('undedicated', 'dedicated')",0.0500495,-0.0570002,-0.1070497
75,-0.7928566,-0.6187503,"('meek', 'impulsive')",-0.7928566,-0.6187503,0.1741063
76,1.0749562,0.9565719,"('anxious', 'daring')",1.0749562,0.9565719,-0.1183843
77,-0.97186255,-0.90619105,"('unmotivated', 'motivated')",-0.9718626,-0.9061911,0.0656715
78,-0.53767395,-0.54012066,"('nonresilient', 'resilient')",-0.537674,-0.5401207,-0.0024467
79,-0.54071236,-0.42838094,"('wavering', 'unwavering')",-0.5407124,-0.4283809,0.1123315
80,0.06638475,-0.02398903,"('dominated', 'dominating')",0.0663847,-0.023989,-0.0903737
81,0.6109801,0.6379891,"('submissive', 'aggressive')",0.6109801,0.6379891,0.027009
82,6.6400256,6.827585,"('poor', 'rich')",6.6400256,6.8275852,0.1875596
83,-0.3664009,-0.3543499,"('powerless', 'powerful')",-0.3664009,-0.3543499,0.012051
84,0.09123348,0.14091738,"('inferior', 'superior')",0.0912335,0.1409174,0.0496839
85,-1.4982086,-1.6018637,"('insignificant', 'prestigious')",-1.4982086,-1.6018637,-0.1036551
86,0.5719775,0.59719074,"('uninfluential', 'influential')",0.5719775,0.5971907,0.0252132
87,-0.02822861,0.06684503,"('unsuccessful', 'successful')",-0.0282286,0.066845,0.0950736
88,0.11930906,0.10207409,"('low', 'eminent')",0.1193091,0.1020741,-0.017235
