,jelly_male,jelly_female,tuple,average_male,average_female,female-male
0,0.5866771,0.5002772,"('unsociable', 'sociable')",0.5866771,0.5002772,-0.0863999
1,0.8919943,0.8634576,"('unfriendly', 'friendly')",0.8919943,0.8634576,-0.0285367
2,0.052633937,0.2000236,"('unlikable', 'likable')",0.0526339,0.2000236,0.1473897
3,0.8674357,1.042446,"('repellent', 'pleasant')",0.8674357,1.042446,0.1750103
4,-7.004788,-7.2495236,"('disliked', 'liked')",-7.0047879,-7.2495236,-0.2447357
5,-0.61289895,-0.68141925,"('distant', 'outgoing')",-0.6128989,-0.6814193,-0.0685204
6,-0.099161856,-0.26313862,"('distant', 'open')",-0.0991619,-0.2631386,-0.1639767
7,1.471067,1.5356541,"('insensitive', 'sensitive')",1.471067,1.5356541,0.0645871
8,0.876577,0.74660414,"('unaffectionate', 'affectionate')",0.876577,0.7466041,-0.1299729
9,1.1374812,1.1181427,"('unaffectionate', 'caring')",1.1374812,1.1181427,-0.0193385
10,1.3734338,1.4709902,"('unsympathetic', 'sympathetic')",1.3734338,1.4709902,0.0975564
11,1.6607565,1.764595,"('unhelpful', 'helpful')",1.6607565,1.764595,0.1038385
12,-1.3967654,-1.3645782,"('unsupportive', 'supportive')",-1.3967654,-1.3645782,0.0321872
13,0.23581314,0.43293208,"('impolite', 'polite')",0.2358131,0.4329321,0.197119
14,0.60004425,0.6182116,"('antisocial', 'social')",0.6000443,0.6182116,0.0181673
15,0.57707244,0.48781765,"('boring', 'funny')",0.5770724,0.4878176,-0.0892548
16,-0.8309823,-0.8834419,"('unpopular', 'popular')",-0.8309823,-0.8834419,-0.0524596
17,-1.1559576e-05,-0.017432723,"('nasty', 'nice')",-1.16e-05,-0.0174327,-0.0174211
18,-0.50443065,-0.38900197,"('disagreeable', 'welcoming')",-0.5044307,-0.389002,0.1154287
19,-0.7742979,-0.7883098,"('inhospitable', 'hospitable')",-0.7742979,-0.7883098,-0.0140119
20,0.6950929,0.6062849,"('rough', 'thoughtful')",0.6950929,0.6062849,-0.088808
21,0.25396398,0.54179436,"('immoral', 'moral')",0.253964,0.5417944,0.2878304
22,0.17660782,0.16638014,"('untrustworthy', 'trustworthy')",0.1766078,0.1663801,-0.0102277
23,5.8488803,6.1432824,"('insincere', 'sincere')",5.8488803,6.1432824,0.2944021
