,vanity_male,vanity_female,tuple,average_male,average_female,female-male
0,0.16202787,-0.079763755,"('unsociable', 'sociable')",0.1620279,-0.0797638,-0.2417917
1,1.063133,1.2549057,"('unfriendly', 'friendly')",1.063133,1.2549057,0.1917727
2,-0.14960209,-0.028633326,"('unlikable', 'likable')",-0.1496021,-0.0286333,0.1209688
3,0.5065991,0.53996545,"('repellent', 'pleasant')",0.5065991,0.5399655,0.0333664
4,-7.1040745,-7.2292895,"('disliked', 'liked')",-7.1040745,-7.2292895,-0.125215
5,-0.5296895,-0.41605288,"('distant', 'outgoing')",-0.5296895,-0.4160529,0.1136366
6,0.030929752,0.072043315,"('distant', 'open')",0.0309298,0.0720433,0.0411135
7,1.2659574,1.2051224,"('insensitive', 'sensitive')",1.2659574,1.2051224,-0.060835
8,1.2891176,1.3954682,"('unaffectionate', 'affectionate')",1.2891176,1.3954682,0.1063506
9,1.2792431,1.4307603,"('unaffectionate', 'caring')",1.2792431,1.4307603,0.1515172
10,0.88906395,0.792768,"('unsympathetic', 'sympathetic')",0.889064,0.792768,-0.096296
11,1.3759601,1.4243883,"('unhelpful', 'helpful')",1.3759601,1.4243883,0.0484282
12,-1.5464782,-1.5290095,"('unsupportive', 'supportive')",-1.5464782,-1.5290095,0.0174687
13,-0.31224248,-0.25749582,"('impolite', 'polite')",-0.3122425,-0.2574958,0.0547467
14,0.18280405,0.006420343,"('antisocial', 'social')",0.182804,0.0064203,-0.1763837
15,0.60042244,0.60259634,"('boring', 'funny')",0.6004224,0.6025963,0.0021739
16,-0.6478838,-0.60101223,"('unpopular', 'popular')",-0.6478838,-0.6010122,0.0468716
17,0.007057853,0.0013296828,"('nasty', 'nice')",0.0070579,0.0013297,-0.0057282
18,-0.7508567,-0.60319865,"('disagreeable', 'welcoming')",-0.7508567,-0.6031986,0.1476581
19,-0.44613382,-0.2974403,"('inhospitable', 'hospitable')",-0.4461338,-0.2974403,0.1486935
20,0.69621587,0.54834497,"('rough', 'thoughtful')",0.6962159,0.548345,-0.1478709
21,-0.54793197,-0.4962622,"('immoral', 'moral')",-0.547932,-0.4962622,0.0516698
22,-0.26697996,-0.35289648,"('untrustworthy', 'trustworthy')",-0.26698,-0.3528965,-0.0859165
23,5.8061643,6.0021815,"('insincere', 'sincere')",5.8061643,6.0021815,0.1960172
24,1.2184702,1.2681129,"('dishonest', 'honest')",1.2184702,1.2681129,0.0496427
25,0.7223679,0.8284606,"('egoistic', 'altruistic')",0.7223679,0.8284606,0.1060927
26,1.3086543,1.1391963,"('hardhearted', 'benevolent')",1.3086543,1.1391963,-0.169458
27,1.7625926,1.6297511,"('hardhearted', 'softhearted')",1.7625926,1.6297511,-0.1328415
28,1.2429272,1.1223174,"('disloyal', 'loyal')",1.2429272,1.1223174,-0.1206098
29,-0.27592465,-0.44634447,"('unfair', 'fair')",-0.2759247,-0.4463445,-0.1704198
30,0.73481077,0.7250117,"('intolerant', 'tolerant')",0.7348108,0.7250117,-0.0097991
31,-0.92886996,-0.8619814,"('evil', 'good')",-0.92887,-0.8619814,0.0668886
32,1.1179545,1.0062051,"('unkind', 'kind')",1.1179545,1.0062051,-0.1117494
33,-0.17929162,-0.14614716,"('wrong', 'right')",-0.1792916,-0.1461472,0.0331444
34,4.098672,4.3956294,"('mean', 'honorable')",4.0986719,4.3956294,0.2969575
35,-0.6206091,-0.8202107,"('corrupt', 'incorrupt')",-0.6206091,-0.8202107,-0.1996016
36,-0.49919808,-0.53127235,"('hostile', 'amicable')",-0.4991981,-0.5312724,-0.0320743
37,1.0506717,1.0200063,"('fake', 'genuine')",1.0506717,1.0200063,-0.0306654
38,-0.70001,-0.5229336,"('untruthful', 'truthful')",-0.70001,-0.5229336,0.1770764
39,0.22061104,0.19575152,"('exploitative', 'cooperative')",0.220611,0.1957515,-0.0248595
40,-1.1641845,-1.2464472,"('stingy', 'generous')",-1.1641845,-1.2464472,-0.0822627
41,0.5574619,0.4313988,"('unforgiving', 'forgiving')",0.5574619,0.4313988,-0.1260631
42,-2.0290027,-2.1287954,"('unreliable', 'reliable')",-2.0290027,-2.1287954,-0.0997927
43,0.8552795,0.92585564,"('irresponsible', 'responsible')",0.8552795,0.9258556,0.0705761
44,-1.2602767,-1.3639728,"('prejudiced', 'unprejudiced')",-1.2602767,-1.3639728,-0.1036961
45,0.48853138,0.18932271,"('incompetent', 'competent')",0.4885314,0.1893227,-0.2992087
46,-0.623359,-0.8065506,"('uncompetitive', 'competitive')",-0.623359,-0.8065506,-0.1831916
47,4.6915054,4.8002687,"('stupid', 'smart')",4.6915054,4.8002687,0.1087633
48,0.2953522,0.34421438,"('unintelligent', 'intelligent')",0.2953522,0.3442144,0.0488622
49,-0.22516602,-0.10471964,"('unable', 'able')",-0.225166,-0.1047196,0.1204464
50,-0.3357897,-0.24922177,"('clumsy', 'skillful')",-0.3357897,-0.2492218,0.0865679
51,0.42891204,0.35087326,"('uneducated', 'educated')",0.428912,0.3508733,-0.0780387
52,-0.0127400905,-0.07785091,"('irrational', 'rational')",-0.0127401,-0.0778509,-0.0651108
53,-0.06450959,-0.09473808,"('uncreative', 'creative')",-0.0645096,-0.0947381,-0.0302285
54,0.9559798,1.061581,"('incapable', 'capable')",0.9559798,1.061581,0.1056012
55,0.8184935,0.7587786,"('incompetent', 'clever')",0.8184935,0.7587786,-0.0597149
56,0.063366905,0.002018053,"('impractical', 'practical')",0.0633669,0.0020181,-0.0613488
57,-1.7193439,-2.0569592,"('unimaginative', 'imaginative')",-1.7193439,-2.0569592,-0.3376153
58,0.5779636,0.56398547,"('undiscriminating', 'discriminating')",0.5779636,0.5639855,-0.0139781
59,-0.07727617,0.06506208,"('foolish', 'wise')",-0.0772762,0.0650621,0.1423383
60,-0.25114056,-0.15104038,"('inefficient', 'efficient')",-0.2511406,-0.1510404,0.1001002
61,0.38900188,0.24564853,"('illogical', 'logical')",0.3890019,0.2456485,-0.1433534
62,0.35939336,0.4385277,"('incompetent', 'brilliant')",0.3593934,0.4385277,0.0791343
63,0.07206094,0.15292473,"('unperceptive', 'insightful')",0.0720609,0.1529247,0.0808638
64,-6.331695,-6.396662,"('shy', 'confident')",-6.3316951,-6.3966622,-0.0649671
65,0.19765757,0.2275547,"('insecure', 'secure')",0.1976576,0.2275547,0.0298971
66,0.088627696,-0.08416645,"('inactive', 'active')",0.0886277,-0.0841665,-0.1727942
67,-0.7418075,-0.67818713,"('doubtful', 'determined')",-0.7418075,-0.6781871,0.0636204
68,-1.1308064,-1.0027807,"('dependent', 'independent')",-1.1308064,-1.0027807,0.1280257
69,-1.7863035,-1.8339838,"('lazy', 'industrious')",-1.7863035,-1.8339838,-0.0476803
70,1.5452148,1.3447732,"('lethargic', 'energetic')",1.5452148,1.3447732,-0.2004416
71,0.20763195,0.24086247,"('diffident', 'self-confident')",0.2076319,0.2408625,0.0332306
72,0.6940076,0.93010825,"('unambitious', 'ambitious')",0.6940076,0.9301082,0.2361006
73,-2.6943097,-2.5823503,"('helpless', 'self-reliant')",-2.6943097,-2.5823503,0.1119594
74,0.2528603,0.05562406,"('undedicated', 'dedicated')",0.2528603,0.0556241,-0.1972362
75,-0.5700073,-0.5423825,"('meek', 'impulsive')",-0.5700073,-0.5423825,0.0276248
76,0.4914092,0.54459834,"('anxious', 'daring')",0.4914092,0.5445983,0.0531891
77,-1.5465984,-1.4665213,"('unmotivated', 'motivated')",-1.5465984,-1.4665213,0.0800771
78,-0.9683081,-1.0808623,"('nonresilient', 'resilient')",-0.9683081,-1.0808623,-0.1125542
79,0.034350947,0.10428774,"('wavering', 'unwavering')",0.0343509,0.1042877,0.0699368
