,assembly_male,assembly_female,tuple,average_male,average_female,female-male
0,0.64287245,0.45906118,"('unsociable', 'sociable')",0.6428725,0.4590612,-0.1838113
1,1.6832391,1.4795958,"('unfriendly', 'friendly')",1.6832391,1.4795958,-0.2036433
2,0.3024712,0.44217148,"('unlikable', 'likable')",0.3024712,0.4421715,0.1397003
3,0.22630507,0.37960204,"('repellent', 'pleasant')",0.2263051,0.379602,0.1532969
4,-6.4830637,-6.729932,"('disliked', 'liked')",-6.4830637,-6.7299318,-0.2468681
5,-0.25277895,-0.1978884,"('distant', 'outgoing')",-0.2527789,-0.1978884,0.0548905
6,0.11026037,0.108910866,"('distant', 'open')",0.1102604,0.1089109,-0.0013495
7,0.84532315,0.83982354,"('insensitive', 'sensitive')",0.8453231,0.8398235,-0.0054996
8,1.076996,0.9519255,"('unaffectionate', 'affectionate')",1.076996,0.9519255,-0.1250705
9,1.7522988,1.6855955,"('unaffectionate', 'caring')",1.7522988,1.6855955,-0.0667033
10,0.7517908,0.892989,"('unsympathetic', 'sympathetic')",0.7517908,0.892989,0.1411982
11,2.3378353,2.3301673,"('unhelpful', 'helpful')",2.3378353,2.3301673,-0.007668
12,-1.3692894,-1.4494423,"('unsupportive', 'supportive')",-1.3692894,-1.4494423,-0.0801529
13,0.1928989,0.17278895,"('impolite', 'polite')",0.1928989,0.1727889,-0.02011
14,0.1689128,0.18210587,"('antisocial', 'social')",0.1689128,0.1821059,0.0131931
15,1.1339481,1.0357059,"('boring', 'funny')",1.1339481,1.0357059,-0.0982422
16,0.46626112,0.359169,"('unpopular', 'popular')",0.4662611,0.359169,-0.1070921
17,-0.05096287,-0.013589559,"('nasty', 'nice')",-0.0509629,-0.0135896,0.0373733
18,-0.5236142,-0.6131679,"('disagreeable', 'welcoming')",-0.5236142,-0.6131679,-0.0895537
19,-0.2225332,-0.23024073,"('inhospitable', 'hospitable')",-0.2225332,-0.2302407,-0.0077075
20,0.76158524,0.7249265,"('rough', 'thoughtful')",0.7615852,0.7249265,-0.0366587
21,-0.039452136,0.09206356,"('immoral', 'moral')",-0.0394521,0.0920636,0.1315157
