,wisdom_male,wisdom_female,tuple,average_male,average_female,female-male
0,0.2853586,0.1701289,"('unsociable', 'sociable')",0.2853586,0.1701289,-0.1152297
1,1.0162368,0.99487203,"('unfriendly', 'friendly')",1.0162368,0.994872,-0.0213648
2,0.22661331,0.37616807,"('unlikable', 'likable')",0.2266133,0.3761681,0.1495548
3,0.86544174,0.89543355,"('repellent', 'pleasant')",0.8654417,0.8954335,0.0299918
4,-7.1583424,-7.289747,"('disliked', 'liked')",-7.1583424,-7.2897472,-0.1314048
5,-0.6244526,-0.6633025,"('distant', 'outgoing')",-0.6244526,-0.6633025,-0.0388499
6,-0.14629541,-0.22831671,"('distant', 'open')",-0.1462954,-0.2283167,-0.0820213
7,1.316862,1.2714128,"('insensitive', 'sensitive')",1.316862,1.2714128,-0.0454492
8,1.0261921,0.99992025,"('unaffectionate', 'affectionate')",1.0261921,0.9999202,-0.0262719
9,1.6216645,1.7304406,"('unaffectionate', 'caring')",1.6216645,1.7304406,0.1087761
10,1.5538472,1.5358794,"('unsympathetic', 'sympathetic')",1.5538472,1.5358794,-0.0179678
11,1.9827139,2.0720375,"('unhelpful', 'helpful')",1.9827139,2.0720375,0.0893236
12,-1.2838255,-1.2775055,"('unsupportive', 'supportive')",-1.2838255,-1.2775055,0.00632
13,0.35865432,0.32597804,"('impolite', 'polite')",0.3586543,0.325978,-0.0326763
14,0.48018762,0.3482922,"('antisocial', 'social')",0.4801876,0.3482922,-0.1318954
15,0.3386132,0.24717548,"('boring', 'funny')",0.3386132,0.2471755,-0.0914377
16,-0.53967726,-0.46914566,"('unpopular', 'popular')",-0.5396773,-0.4691457,0.0705316
17,-0.30513903,-0.2537485,"('nasty', 'nice')",-0.305139,-0.2537485,0.0513905
18,-0.2592968,-0.28663957,"('disagreeable', 'welcoming')",-0.2592968,-0.2866396,-0.0273428
19,-0.8422965,-0.75170463,"('inhospitable', 'hospitable')",-0.8422965,-0.7517046,0.0905919
20,1.0759526,0.99600846,"('rough', 'thoughtful')",1.0759526,0.9960085,-0.0799441
21,0.35266638,0.45622364,"('immoral', 'moral')",0.3526664,0.4562236,0.1035572
22,-0.0050274394,-0.088332236,"('untrustworthy', 'trustworthy')",-0.0050274,-0.0883322,-0.0833048
23,6.1636343,6.2422667,"('insincere', 'sincere')",6.1636343,6.2422667,0.0786324
24,1.793551,1.6980556,"('dishonest', 'honest')",1.793551,1.6980556,-0.0954954
25,0.20704992,0.22464438,"('egoistic', 'altruistic')",0.2070499,0.2246444,0.0175945
26,0.42345122,0.24802817,"('hardhearted', 'benevolent')",0.4234512,0.2480282,-0.175423
27,1.7348577,1.547081,"('hardhearted', 'softhearted')",1.7348577,1.547081,-0.1877767
28,1.3032808,1.2669863,"('disloyal', 'loyal')",1.3032808,1.2669863,-0.0362945
29,-0.3226155,-0.4360392,"('unfair', 'fair')",-0.3226155,-0.4360392,-0.1134237
30,1.0530287,1.08399,"('intolerant', 'tolerant')",1.0530287,1.08399,0.0309613
31,-1.7078704,-1.7135421,"('evil', 'good')",-1.7078704,-1.7135421,-0.0056717
32,1.3485065,1.3022058,"('unkind', 'kind')",1.3485065,1.3022058,-0.0463007
33,-0.5583045,-0.5345989,"('wrong', 'right')",-0.5583045,-0.5345989,0.0237056
34,4.282994,4.479136,"('mean', 'honorable')",4.2829938,4.479136,0.1961422
35,-1.3480538,-1.5405556,"('corrupt', 'incorrupt')",-1.3480538,-1.5405556,-0.1925018
36,-1.0005032,-1.0268492,"('hostile', 'amicable')",-1.0005032,-1.0268492,-0.026346
37,1.1492188,1.169968,"('fake', 'genuine')",1.1492188,1.169968,0.0207492
38,-0.4180292,-0.2926826,"('untruthful', 'truthful')",-0.4180292,-0.2926826,0.1253466
39,0.41611454,0.41267318,"('exploitative', 'cooperative')",0.4161145,0.4126732,-0.0034413
40,-1.1435316,-1.4124237,"('stingy', 'generous')",-1.1435316,-1.4124237,-0.2688921
41,0.49840787,0.4733441,"('unforgiving', 'forgiving')",0.4984079,0.4733441,-0.0250638
42,-1.5957631,-1.6959863,"('unreliable', 'reliable')",-1.5957631,-1.6959863,-0.1002232
43,1.4656076,1.4674077,"('irresponsible', 'responsible')",1.4656076,1.4674077,0.0018001
44,-0.8936623,-0.9194367,"('prejudiced', 'unprejudiced')",-0.8936623,-0.9194367,-0.0257744
45,0.6114467,0.47332886,"('incompetent', 'competent')",0.6114467,0.4733289,-0.1381178
46,-0.08820701,-0.1474569,"('uncompetitive', 'competitive')",-0.088207,-0.1474569,-0.0592499
47,5.0144787,5.1905713,"('stupid', 'smart')",5.0144787,5.1905713,0.1760926
48,0.7805108,0.7688178,"('unintelligent', 'intelligent')",0.7805108,0.7688178,-0.011693
