,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4755402,-1.6123497,"('unsociable', 'sociable')",-0.23877367,-0.40573817,-0.8571569,-1.0090439,-0.151887
1,0.04101174,-0.028721036,"('unfriendly', 'friendly')",1.2347685,1.1870391,0.6378901,0.579159,-0.0587311
2,0.7177614,0.8200944,"('unlikable', 'likable')",0.9305947,0.9427365,0.824178,0.8814155,0.0572375
3,-1.095885,-0.97822005,"('repellent', 'pleasant')",0.75566685,0.7707781,-0.1701091,-0.103721,0.0663881
4,-0.0011101253,-0.095042355,"('disliked', 'liked')",-5.942826,-6.0681157,-2.9719679,-3.081579,-0.1096111
5,0.65626407,0.59676677,"('distant', 'outgoing')",-0.50081366,-0.44390222,0.0777252,0.0764323,-0.0012929
6,0.424583,0.3587477,"('distant', 'open')",-0.66705,-0.6409418,-0.1212335,-0.1410971,-0.0198636
7,-1.0030274,-0.9954032,"('insensitive', 'sensitive')",-0.10750839,-0.12400698,-0.5552679,-0.5597051,-0.0044372
8,-0.2722808,-0.31296813,"('unaffectionate', 'affectionate')",0.17721748,0.2117847,-0.0475317,-0.0505917,-0.00306
9,0.018627241,-0.10902517,"('unaffectionate', 'caring')",0.59309775,0.63743323,0.3058625,0.264204,-0.0416585
10,-2.2469187,-2.305599,"('unsympathetic', 'sympathetic')",-0.9750226,-1.0434295,-1.6109706,-1.6745143,-0.0635437
11,-1.0187199,-1.04074,"('unhelpful', 'helpful')",0.95283276,0.99866503,-0.0329436,-0.0210375,0.0119061
12,-0.454886,-0.44623893,"('unsupportive', 'supportive')",-2.0994384,-2.1055017,-1.2771622,-1.2758703,0.0012919
13,-0.88332593,-0.9958499,"('impolite', 'polite')",-1.1441239,-1.2228519,-1.0137249,-1.1093509,-0.095626
14,-0.6039478,-0.57380134,"('antisocial', 'social')",0.025412407,-0.07652862,-0.2892677,-0.325165,-0.0358973
15,0.4742616,0.36518148,"('boring', 'funny')",-0.22277477,-0.24343863,0.1257434,0.0608714,-0.064872
16,0.2764398,0.33037773,"('unpopular', 'popular')",0.46465915,0.489246,0.3705495,0.4098119,0.0392624
17,-0.14664246,-0.12930708,"('nasty', 'nice')",-0.29412198,-0.24519707,-0.2203822,-0.1872521,0.0331301
18,0.27638915,0.3305449,"('disagreeable', 'welcoming')",-0.4492213,-0.4675809,-0.0864161,-0.068518,0.0178981
19,-0.3405727,-0.40464818,"('inhospitable', 'hospitable')",-0.50259763,-0.43594134,-0.4215852,-0.4202948,0.0012904
20,-0.62229496,-0.5119582,"('rough', 'thoughtful')",1.1469986,1.172169,0.2623518,0.3301054,0.0677536
21,-1.0759823,-1.1289107,"('immoral', 'moral')",-0.5543764,-0.5664944,-0.8151793,-0.8477025,-0.0325232
22,-0.88300633,-0.8680528,"('untrustworthy', 'trustworthy')",-1.0257931,-1.1440098,-0.9543997,-1.0060313,-0.0516316
23,-0.9439586,-0.9587242,"('insincere', 'sincere')",4.924092,4.882061,1.9900666,1.9616684,-0.0283982
24,0.06738883,0.016464833,"('dishonest', 'honest')",0.41233343,0.397117,0.2398611,0.2067909,-0.0330702
25,1.0527232,1.1062758,"('egoistic', 'altruistic')",1.6496373,1.7358686,1.3511803,1.4210722,0.0698919
26,0.4218735,0.37749887,"('hardhearted', 'benevolent')",1.7605069,1.6900355,1.0911902,1.0337672,-0.057423
27,-0.5948199,-0.5420562,"('hardhearted', 'softhearted')",0.93425536,0.9303928,0.1697177,0.1941683,0.0244506
28,-0.7203512,-0.8561328,"('disloyal', 'loyal')",0.68052524,0.6092306,-0.019913,-0.1234511,-0.1035381
