,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.07585579,0.02724553,"('unsociable', 'sociable')",-0.045219965,-0.17156896,0.0153179,-0.0721617,-0.0874796
1,0.5521472,0.435785,"('unfriendly', 'friendly')",1.4088366,1.3352387,0.9804919,0.8855119,-0.09498
2,1.3116957,1.349584,"('unlikable', 'likable')",0.31683543,0.34540254,0.8142655,0.8474933,0.0332278
3,-0.41052845,-0.2787306,"('repellent', 'pleasant')",0.70891714,0.75788385,0.1491943,0.2395766,0.0903823
4,-0.20073754,-0.2550592,"('disliked', 'liked')",-7.0929346,-7.1359515,-3.646836,-3.6955054,-0.0486694
5,0.2130373,0.10728559,"('distant', 'outgoing')",-0.915201,-0.9551472,-0.3510818,-0.4239308,-0.072849
6,-0.018315705,-0.12686121,"('distant', 'open')",-0.4133016,-0.5213042,-0.2158086,-0.3240827,-0.1082741
7,0.29060653,0.3116995,"('insensitive', 'sensitive')",0.6594257,0.623664,0.4750161,0.4676818,-0.0073343
8,0.15048909,0.025929404,"('unaffectionate', 'affectionate')",0.47167787,0.39291915,0.3110835,0.2094243,-0.1016592
9,0.7010234,0.61728835,"('unaffectionate', 'caring')",1.11356,1.0897195,0.9072917,0.8535039,-0.0537878
10,-0.5058092,-0.49635613,"('unsympathetic', 'sympathetic')",-0.22379667,-0.2317678,-0.3648029,-0.364062,0.0007409
11,-0.55473137,-0.5429678,"('unhelpful', 'helpful')",1.7069151,1.7859253,0.5760919,0.6214787,0.0453868
12,0.88783234,0.9133929,"('unsupportive', 'supportive')",-2.402293,-2.3753195,-0.7572303,-0.7309633,0.026267
13,-0.24405608,-0.23436315,"('impolite', 'polite')",-0.7990649,-0.76124185,-0.5215605,-0.4978025,0.023758
14,1.0797275,1.1117312,"('antisocial', 'social')",0.15837108,0.13053595,0.6190493,0.6211336,0.0020843
15,-0.08057119,-0.19017166,"('boring', 'funny')",0.04020437,0.019408435,-0.0201834,-0.0853816,-0.0651982
16,-1.2082657,-1.2099601,"('unpopular', 'popular')",0.18578036,0.13962558,-0.5112426,-0.5351673,-0.0239247
17,0.03142046,0.09031144,"('nasty', 'nice')",-0.30940756,-0.2243571,-0.1389935,-0.0670228,0.0719707
18,-0.29917133,-0.28759465,"('disagreeable', 'welcoming')",-0.7663319,-0.8220906,-0.5327516,-0.5548427,-0.0220911
19,-0.17778236,-0.19996825,"('inhospitable', 'hospitable')",-0.5840657,-0.5884252,-0.380924,-0.3941967,-0.0132727
20,0.5158749,0.5275871,"('rough', 'thoughtful')",0.96564245,0.9477381,0.7407587,0.7376626,-0.0030961
21,-0.10447253,-0.0060388353,"('immoral', 'moral')",-0.811332,-0.7667907,-0.4579023,-0.3864148,0.0714875
22,-0.16299535,-0.16520727,"('untrustworthy', 'trustworthy')",-0.94786286,-1.0356358,-0.5554291,-0.6004215,-0.0449924
