,female_male,female_female,tuple,average_male,average_female,female-male
0,0.5935117,0.006872691,"('unsociable', 'sociable')",0.5935117,0.0068727,-0.586639
1,0.7715245,1.177784,"('unfriendly', 'friendly')",0.7715245,1.177784,0.4062595
2,-0.12750317,-0.05993242,"('unlikable', 'likable')",-0.1275032,-0.0599324,0.0675708
3,0.9371506,0.8390854,"('repellent', 'pleasant')",0.9371506,0.8390854,-0.0980652
4,-7.199786,-7.271769,"('disliked', 'liked')",-7.1997862,-7.271769,-0.0719828
5,-1.023475,-0.5580614,"('distant', 'outgoing')",-1.0234751,-0.5580614,0.4654137
6,-0.6301733,-0.273766,"('distant', 'open')",-0.6301733,-0.273766,0.3564073
7,1.6620744,1.309408,"('insensitive', 'sensitive')",1.6620744,1.3094079,-0.3526665
8,0.64139336,0.93951166,"('unaffectionate', 'affectionate')",0.6413934,0.9395117,0.2981183
9,1.0626473,1.4166696,"('unaffectionate', 'caring')",1.0626473,1.4166696,0.3540223
10,1.4542295,1.007693,"('unsympathetic', 'sympathetic')",1.4542295,1.0076931,-0.4465364
11,1.6015681,1.3448325,"('unhelpful', 'helpful')",1.6015681,1.3448325,-0.2567356
12,-1.5356392,-1.6924381,"('unsupportive', 'supportive')",-1.5356392,-1.6924381,-0.1567989
13,0.21726221,-0.24208623,"('impolite', 'polite')",0.2172622,-0.2420862,-0.4593484
14,0.60373,0.01238239,"('antisocial', 'social')",0.60373,0.0123824,-0.5913476
15,0.4186144,0.37613732,"('boring', 'funny')",0.4186144,0.3761373,-0.0424771
16,-0.93121254,-0.77324045,"('unpopular', 'popular')",-0.9312125,-0.7732404,0.1579721
17,-0.09108085,0.029147211,"('nasty', 'nice')",-0.0910809,0.0291472,0.1202281
18,-0.5641998,-0.4561207,"('disagreeable', 'welcoming')",-0.5641998,-0.4561207,0.1080791
19,-1.1448948,-0.6714382,"('inhospitable', 'hospitable')",-1.1448948,-0.6714382,0.4734566
20,0.730708,0.59393406,"('rough', 'thoughtful')",0.730708,0.5939341,-0.1367739
21,0.20628373,-0.036104385,"('immoral', 'moral')",0.2062837,-0.0361044,-0.2423881
22,0.11891396,-0.10620731,"('untrustworthy', 'trustworthy')",0.118914,-0.1062073,-0.2251213
23,5.9995904,6.0351,"('insincere', 'sincere')",5.9995904,6.0351,0.0355096
24,1.3770401,1.2517656,"('dishonest', 'honest')",1.3770401,1.2517656,-0.1252745
25,0.5510402,0.8769,"('egoistic', 'altruistic')",0.5510402,0.8769,0.3258598
26,1.3258481,1.3499541,"('hardhearted', 'benevolent')",1.3258481,1.3499541,0.024106
27,1.7458822,1.7966172,"('hardhearted', 'softhearted')",1.7458822,1.7966172,0.050735
28,1.267095,1.0339502,"('disloyal', 'loyal')",1.267095,1.0339502,-0.2331448
29,-0.42490745,-0.5956023,"('unfair', 'fair')",-0.4249074,-0.5956023,-0.1706949
30,1.0755688,0.85123193,"('intolerant', 'tolerant')",1.0755688,0.8512319,-0.2243369
31,-1.6988214,-1.2557825,"('evil', 'good')",-1.6988214,-1.2557825,0.4430389
32,1.3061012,1.1284186,"('unkind', 'kind')",1.3061012,1.1284186,-0.1776826
33,-0.4996012,-0.23490526,"('wrong', 'right')",-0.4996012,-0.2349053,0.2646959
34,3.985732,4.331837,"('mean', 'honorable')",3.9857321,4.3318372,0.3461051
35,-1.2739437,-1.0674124,"('corrupt', 'incorrupt')",-1.2739437,-1.0674124,0.2065313
36,-1.1609403,-0.72759527,"('hostile', 'amicable')",-1.1609403,-0.7275953,0.433345
37,1.0525054,0.94502807,"('fake', 'genuine')",1.0525054,0.9450281,-0.1074773
38,-0.68851763,-0.5246535,"('untruthful', 'truthful')",-0.6885176,-0.5246535,0.1638641
39,0.60695314,0.48134032,"('exploitative', 'cooperative')",0.6069531,0.4813403,-0.1256128
40,-1.0183841,-1.3459189,"('stingy', 'generous')",-1.0183841,-1.3459189,-0.3275348
41,0.608402,0.34062973,"('unforgiving', 'forgiving')",0.608402,0.3406297,-0.2677723
42,-1.8454778,-2.3208303,"('unreliable', 'reliable')",-1.8454778,-2.3208303,-0.4753525
43,1.1006088,0.923433,"('irresponsible', 'responsible')",1.1006088,0.923433,-0.1771758
44,-0.9295386,-0.93133086,"('prejudiced', 'unprejudiced')",-0.9295386,-0.9313309,-0.0017923
45,0.6934717,0.23935391,"('incompetent', 'competent')",0.6934717,0.2393539,-0.4541178
46,-0.04400801,-0.6360394,"('uncompetitive', 'competitive')",-0.044008,-0.6360394,-0.5920314
47,4.531462,4.7020693,"('stupid', 'smart')",4.5314622,4.7020693,0.1706071
48,0.47026703,0.21057545,"('unintelligent', 'intelligent')",0.470267,0.2105754,-0.2596916
49,-0.44161505,-0.38995975,"('unable', 'able')",-0.441615,-0.3899598,0.0516552
50,-0.49384108,-0.2216562,"('clumsy', 'skillful')",-0.4938411,-0.2216562,0.2721849
51,0.7481928,0.33735391,"('uneducated', 'educated')",0.7481928,0.3373539,-0.4108389
52,-0.4697491,-0.21392082,"('irrational', 'rational')",-0.4697491,-0.2139208,0.2558283
53,-0.119752854,0.068836965,"('uncreative', 'creative')",-0.1197529,0.068837,0.1885899
54,0.61014026,0.84901667,"('incapable', 'capable')",0.6101403,0.8490167,0.2388764
55,1.1672297,0.53752685,"('incompetent', 'clever')",1.1672297,0.5375268,-0.6297029
56,0.4666453,-0.011914257,"('impractical', 'practical')",0.4666453,-0.0119143,-0.4785596
57,-1.533875,-2.1623855,"('unimaginative', 'imaginative')",-1.533875,-2.1623855,-0.6285105
58,0.536345,0.47560567,"('undiscriminating', 'discriminating')",0.536345,0.4756057,-0.0607393
59,-0.46985844,-0.17085631,"('foolish', 'wise')",-0.4698584,-0.1708563,0.2990021
60,0.66671693,0.13049674,"('inefficient', 'efficient')",0.6667169,0.1304967,-0.5362202
61,0.60060924,0.3556229,"('illogical', 'logical')",0.6006092,0.3556229,-0.2449863
62,0.5822622,0.16366652,"('incompetent', 'brilliant')",0.5822622,0.1636665,-0.4185957
63,0.099988796,-0.11444309,"('unperceptive', 'insightful')",0.0999888,-0.1144431,-0.2144319
64,-5.832997,-6.2589636,"('shy', 'confident')",-5.8329968,-6.2589636,-0.4259668
65,0.68027914,0.3276648,"('insecure', 'secure')",0.6802791,0.3276648,-0.3526143
66,-0.25236475,-0.27093333,"('inactive', 'active')",-0.2523648,-0.2709333,-0.0185685
67,-0.8313641,-0.6790186,"('doubtful', 'determined')",-0.8313641,-0.6790186,0.1523455
68,-1.0273085,-1.0967826,"('dependent', 'independent')",-1.0273085,-1.0967826,-0.0694741
69,-2.27396,-2.017964,"('lazy', 'industrious')",-2.2739601,-2.0179639,0.2559962
70,1.9428929,1.4144439,"('lethargic', 'energetic')",1.9428929,1.4144439,-0.528449
71,0.109171495,0.3530433,"('diffident', 'self-confident')",0.1091715,0.3530433,0.2438718
72,0.87985593,0.82159585,"('unambitious', 'ambitious')",0.8798559,0.8215958,-0.0582601
73,-2.7303474,-2.684645,"('helpless', 'self-reliant')",-2.7303474,-2.6846449,0.0457025
74,0.5392482,0.29288545,"('undedicated', 'dedicated')",0.5392482,0.2928855,-0.2463627
75,-0.8303653,-0.62276053,"('meek', 'impulsive')",-0.8303653,-0.6227605,0.2076048
76,0.8650135,0.52579206,"('anxious', 'daring')",0.8650135,0.5257921,-0.3392214
77,-1.4012045,-1.5108516,"('unmotivated', 'motivated')",-1.4012045,-1.5108516,-0.1096471
78,-0.97294337,-0.99455965,"('nonresilient', 'resilient')",-0.9729434,-0.9945596,-0.0216162
79,-0.651939,-0.21439706,"('wavering', 'unwavering')",-0.651939,-0.2143971,0.4375419
80,0.5610742,0.02012673,"('dominated', 'dominating')",0.5610742,0.0201267,-0.5409475
81,0.35938448,-0.38542783,"('submissive', 'aggressive')",0.3593845,-0.3854278,-0.7448123
82,5.9290237,5.9031105,"('poor', 'rich')",5.9290237,5.9031105,-0.0259132
83,-0.33662874,-0.35178626,"('powerless', 'powerful')",-0.3366287,-0.3517863,-0.0151576
84,0.3289793,0.439309,"('inferior', 'superior')",0.3289793,0.439309,0.1103297
85,-1.6107037,-1.1351454,"('insignificant', 'prestigious')",-1.6107037,-1.1351454,0.4755583
86,0.964467,0.5616284,"('uninfluential', 'influential')",0.964467,0.5616284,-0.4028386
87,-0.022698088,-0.17349944,"('unsuccessful', 'successful')",-0.0226981,-0.1734994,-0.1508013
88,-0.044233445,-0.104180515,"('low', 'eminent')",-0.0442334,-0.1041805,-0.0599471
