,plagiarism_male,plagiarism_female,tuple,average_male,average_female,female-male
0,-0.9131807,-1.0363199,"('unsociable', 'sociable')",-0.9131807,-1.0363199,-0.1231392
1,-0.4602598,-0.493451,"('unfriendly', 'friendly')",-0.4602598,-0.493451,-0.0331912
2,-0.80635595,-0.768387,"('unlikable', 'likable')",-0.806356,-0.768387,0.037969
3,-0.82596976,-0.80678535,"('repellent', 'pleasant')",-0.8259698,-0.8067853,0.0191845
4,-1.560756,-1.4898764,"('disliked', 'liked')",-1.560756,-1.4898764,0.0708796
5,0.010798968,0.051031694,"('distant', 'outgoing')",0.010799,0.0510317,0.0402327
6,0.27589533,0.32150596,"('distant', 'open')",0.2758953,0.321506,0.0456107
7,-1.5875573,-1.6310221,"('insensitive', 'sensitive')",-1.5875573,-1.6310221,-0.0434648
8,-1.1088728,-1.1867315,"('unaffectionate', 'affectionate')",-1.1088728,-1.1867315,-0.0778587
9,-1.3015723,-1.3928518,"('unaffectionate', 'caring')",-1.3015723,-1.3928518,-0.0912795
10,-1.2127706,-1.3422059,"('unsympathetic', 'sympathetic')",-1.2127706,-1.3422059,-0.1294353
11,-0.82503515,-0.8853135,"('unhelpful', 'helpful')",-0.8250352,-0.8853135,-0.0602783
12,-1.9194797,-1.9253868,"('unsupportive', 'supportive')",-1.9194797,-1.9253868,-0.0059071
13,-0.9184452,-1.0259318,"('impolite', 'polite')",-0.9184452,-1.0259318,-0.1074866
14,-1.5360296,-1.6143581,"('antisocial', 'social')",-1.5360296,-1.6143581,-0.0783285
15,0.27138498,0.26505548,"('boring', 'funny')",0.271385,0.2650555,-0.0063295
16,-1.2528901,-1.2045746,"('unpopular', 'popular')",-1.2528901,-1.2045746,0.0483155
17,-0.40012017,-0.34079942,"('nasty', 'nice')",-0.4001202,-0.3407994,0.0593208
18,-1.497779,-1.4855088,"('disagreeable', 'welcoming')",-1.497779,-1.4855088,0.0122702
19,-0.665261,-0.6008323,"('inhospitable', 'hospitable')",-0.665261,-0.6008323,0.0644287
20,0.18343173,0.12845309,"('rough', 'thoughtful')",0.1834317,0.1284531,-0.0549786
21,-1.5728115,-1.5962679,"('immoral', 'moral')",-1.5728115,-1.5962679,-0.0234564
