,tail_male,tail_female,tuple,average_male,average_female,female-male
0,0.16846022,0.05091177,"('unsociable', 'sociable')",0.1684602,0.0509118,-0.1175484
1,1.0496901,1.0157504,"('unfriendly', 'friendly')",1.0496901,1.0157504,-0.0339397
2,-0.02127015,0.08885995,"('unlikable', 'likable')",-0.0212702,0.08886,0.1101302
3,0.5834596,0.5909987,"('repellent', 'pleasant')",0.5834596,0.5909987,0.0075391
4,-7.3182964,-7.433472,"('disliked', 'liked')",-7.3182964,-7.4334722,-0.1151758
5,-0.88394904,-0.80172676,"('distant', 'outgoing')",-0.883949,-0.8017268,0.0822222
6,-0.32739544,-0.32411426,"('distant', 'open')",-0.3273954,-0.3241143,0.0032811
7,1.0968019,1.0701959,"('insensitive', 'sensitive')",1.0968019,1.0701959,-0.026606
8,1.0044451,0.93652165,"('unaffectionate', 'affectionate')",1.0044451,0.9365216,-0.0679235
9,1.2308596,1.2228202,"('unaffectionate', 'caring')",1.2308596,1.2228202,-0.0080394
10,1.6802168,1.5724249,"('unsympathetic', 'sympathetic')",1.6802168,1.5724249,-0.1077919
11,1.7430229,1.7374927,"('unhelpful', 'helpful')",1.7430229,1.7374927,-0.0055302
12,-1.5570244,-1.6293886,"('unsupportive', 'supportive')",-1.5570244,-1.6293886,-0.0723642
13,0.0916502,0.05118043,"('impolite', 'polite')",0.0916502,0.0511804,-0.0404698
14,0.49999115,0.4198813,"('antisocial', 'social')",0.4999911,0.4198813,-0.0801098
15,0.23269139,0.15358993,"('boring', 'funny')",0.2326914,0.1535899,-0.0791015
16,-0.9059293,-0.7694312,"('unpopular', 'popular')",-0.9059293,-0.7694312,0.1364981
17,-0.82983965,-0.70504045,"('nasty', 'nice')",-0.8298396,-0.7050405,0.1247991
18,-0.18682045,-0.2960601,"('disagreeable', 'welcoming')",-0.1868204,-0.2960601,-0.1092397
19,-0.6698629,-0.6880706,"('inhospitable', 'hospitable')",-0.6698629,-0.6880706,-0.0182077
20,1.1039687,1.0199537,"('rough', 'thoughtful')",1.1039687,1.0199537,-0.084015
21,-0.0109210275,0.0026081726,"('immoral', 'moral')",-0.010921,0.0026082,0.0135292
22,-0.31710213,-0.38983738,"('untrustworthy', 'trustworthy')",-0.3171021,-0.3898374,-0.0727353
23,6.29378,6.311259,"('insincere', 'sincere')",6.2937799,6.3112588,0.0174789
24,1.6703063,1.5210211,"('dishonest', 'honest')",1.6703063,1.5210211,-0.1492852
25,0.6189981,0.6105293,"('egoistic', 'altruistic')",0.6189981,0.6105293,-0.0084688
26,0.8925053,0.8298597,"('hardhearted', 'benevolent')",0.8925053,0.8298597,-0.0626456
27,1.704262,1.5358876,"('hardhearted', 'softhearted')",1.704262,1.5358876,-0.1683744
28,1.1991978,1.1230016,"('disloyal', 'loyal')",1.1991978,1.1230016,-0.0761962
29,-0.84516925,-0.91604185,"('unfair', 'fair')",-0.8451692,-0.9160419,-0.0708727
30,1.0937744,1.0132958,"('intolerant', 'tolerant')",1.0937744,1.0132958,-0.0804786
31,-2.1375072,-2.004053,"('evil', 'good')",-2.1375072,-2.0040531,0.1334541
32,1.0023727,0.93275076,"('unkind', 'kind')",1.0023727,0.9327508,-0.0696219
33,-0.5515882,-0.5570911,"('wrong', 'right')",-0.5515882,-0.5570911,-0.0055029
34,4.2695036,4.4409466,"('mean', 'honorable')",4.2695036,4.4409466,0.171443
35,-1.1839973,-1.337947,"('corrupt', 'incorrupt')",-1.1839973,-1.337947,-0.1539497
36,-1.2815361,-1.2767688,"('hostile', 'amicable')",-1.2815361,-1.2767688,0.0047673
37,0.8850981,0.849764,"('fake', 'genuine')",0.8850981,0.849764,-0.0353341
38,-0.35271963,-0.30906293,"('untruthful', 'truthful')",-0.3527196,-0.3090629,0.0436567
39,0.5780825,0.5423634,"('exploitative', 'cooperative')",0.5780825,0.5423634,-0.0357191
40,-1.02535,-1.2552524,"('stingy', 'generous')",-1.02535,-1.2552524,-0.2299024
41,0.18567897,0.10726385,"('unforgiving', 'forgiving')",0.185679,0.1072638,-0.0784152
42,-1.8082771,-1.9561656,"('unreliable', 'reliable')",-1.8082771,-1.9561656,-0.1478885
43,1.2324705,1.1810101,"('irresponsible', 'responsible')",1.2324705,1.1810101,-0.0514604
44,-0.8910096,-0.8613484,"('prejudiced', 'unprejudiced')",-0.8910096,-0.8613484,0.0296612
45,0.1637354,0.1143806,"('incompetent', 'competent')",0.1637354,0.1143806,-0.0493548
46,0.08251606,-0.06238291,"('uncompetitive', 'competitive')",0.0825161,-0.0623829,-0.144899
47,4.7835975,5.004484,"('stupid', 'smart')",4.7835975,5.0044842,0.2208867
48,0.8201028,0.6918473,"('unintelligent', 'intelligent')",0.8201028,0.6918473,-0.1282555
49,0.26592028,0.26884153,"('unable', 'able')",0.2659203,0.2688415,0.0029212
50,-0.61147463,-0.6401099,"('clumsy', 'skillful')",-0.6114746,-0.6401099,-0.0286353
51,1.140618,0.9822899,"('uneducated', 'educated')",1.140618,0.9822899,-0.1583281
52,-0.96513855,-0.9550673,"('irrational', 'rational')",-0.9651386,-0.9550673,0.0100713
53,-0.26558605,-0.3462513,"('uncreative', 'creative')",-0.265586,-0.3462513,-0.0806653
54,0.9063898,0.97244835,"('incapable', 'capable')",0.9063898,0.9724483,0.0660585
55,1.3283768,1.2230744,"('incompetent', 'clever')",1.3283768,1.2230744,-0.1053024
56,0.94546986,0.8425026,"('impractical', 'practical')",0.9454699,0.8425026,-0.1029673
57,-2.3092935,-2.3707452,"('unimaginative', 'imaginative')",-2.3092935,-2.3707452,-0.0614517
58,0.39863542,0.35471436,"('undiscriminating', 'discriminating')",0.3986354,0.3547144,-0.043921
59,-0.6299996,-0.5658131,"('foolish', 'wise')",-0.6299996,-0.5658131,0.0641865
60,0.9958147,0.986531,"('inefficient', 'efficient')",0.9958147,0.986531,-0.0092837
61,0.31435627,0.1371929,"('illogical', 'logical')",0.3143563,0.1371929,-0.1771634
62,0.7688723,0.80435896,"('incompetent', 'brilliant')",0.7688723,0.804359,0.0354867
63,0.14905827,0.11741801,"('unperceptive', 'insightful')",0.1490583,0.117418,-0.0316403
64,-5.772921,-5.815782,"('shy', 'confident')",-5.7729211,-5.8157821,-0.042861
65,0.53897357,0.5208809,"('insecure', 'secure')",0.5389736,0.5208809,-0.0180927
66,-0.011419639,-0.03406981,"('inactive', 'active')",-0.0114196,-0.0340698,-0.0226502
67,-0.55188084,-0.4693959,"('doubtful', 'determined')",-0.5518808,-0.4693959,0.0824849
68,-0.56529254,-0.66221946,"('dependent', 'independent')",-0.5652925,-0.6622195,-0.096927
69,-2.679302,-2.5629733,"('lazy', 'industrious')",-2.679302,-2.5629733,0.1163287
70,1.6874461,1.5963871,"('lethargic', 'energetic')",1.6874461,1.5963871,-0.091059
71,0.37601435,0.45913708,"('diffident', 'self-confident')",0.3760144,0.4591371,0.0831227
72,0.9025994,1.0015134,"('unambitious', 'ambitious')",0.9025994,1.0015134,0.098914
73,-2.992994,-2.9846041,"('helpless', 'self-reliant')",-2.9929941,-2.9846041,0.00839
74,0.6751462,0.46047497,"('undedicated', 'dedicated')",0.6751462,0.460475,-0.2146712
75,-1.0585393,-0.8893554,"('meek', 'impulsive')",-1.0585393,-0.8893554,0.1691839
76,1.2969239,1.21907,"('anxious', 'daring')",1.2969239,1.21907,-0.0778539
77,-1.1482837,-1.0455537,"('unmotivated', 'motivated')",-1.1482837,-1.0455537,0.10273
78,-0.5392456,-0.5798187,"('nonresilient', 'resilient')",-0.5392456,-0.5798187,-0.0405731
79,-0.4692333,-0.4393709,"('wavering', 'unwavering')",-0.4692333,-0.4393709,0.0298624
80,0.4400674,0.25753677,"('dominated', 'dominating')",0.4400674,0.2575368,-0.1825306
81,0.8281346,0.7751549,"('submissive', 'aggressive')",0.8281346,0.7751549,-0.0529797
82,6.22026,6.3522754,"('poor', 'rich')",6.2202601,6.3522754,0.1320153
83,0.10972801,0.08855352,"('powerless', 'powerful')",0.109728,0.0885535,-0.0211745
84,0.5377203,0.4951737,"('inferior', 'superior')",0.5377203,0.4951737,-0.0425466
85,-0.56778526,-0.5735459,"('insignificant', 'prestigious')",-0.5677853,-0.5735459,-0.0057606
86,0.7210059,0.61790866,"('uninfluential', 'influential')",0.7210059,0.6179087,-0.1030972
87,-0.36760762,-0.2541604,"('unsuccessful', 'successful')",-0.3676076,-0.2541604,0.1134472
88,0.31048566,0.2604509,"('low', 'eminent')",0.3104857,0.2604509,-0.0500348
