,plier_male,plier_female,tuple,average_male,average_female,female-male
0,0.45974463,0.44403744,"('unsociable', 'sociable')",0.4597446,0.4440374,-0.0157072
1,-0.7152115,-0.8270968,"('unfriendly', 'friendly')",-0.7152115,-0.8270968,-0.1118853
2,0.21158044,0.18517269,"('unlikable', 'likable')",0.2115804,0.1851727,-0.0264077
3,0.075893514,0.20729852,"('repellent', 'pleasant')",0.0758935,0.2072985,0.131405
4,-3.6629136,-3.6909873,"('disliked', 'liked')",-3.6629136,-3.6909873,-0.0280737
5,-1.5874646,-1.5708808,"('distant', 'outgoing')",-1.5874646,-1.5708808,0.0165838
6,-1.6175125,-1.5762222,"('distant', 'open')",-1.6175125,-1.5762222,0.0412903
7,0.5207723,0.60912436,"('insensitive', 'sensitive')",0.5207723,0.6091244,0.0883521
8,-0.117459886,-0.1630522,"('unaffectionate', 'affectionate')",-0.1174599,-0.1630522,-0.0455923
9,-0.12569532,-0.10444076,"('unaffectionate', 'caring')",-0.1256953,-0.1044408,0.0212545
10,0.4023664,0.5283717,"('unsympathetic', 'sympathetic')",0.4023664,0.5283717,0.1260053
11,1.2610756,1.3064867,"('unhelpful', 'helpful')",1.2610756,1.3064867,0.0454111
12,-1.0109906,-0.9066281,"('unsupportive', 'supportive')",-1.0109906,-0.9066281,0.1043625
13,0.31634507,0.34474343,"('impolite', 'polite')",0.3163451,0.3447434,0.0283983
14,0.95671606,0.9581995,"('antisocial', 'social')",0.9567161,0.9581995,0.0014834
15,0.10258542,-0.08084947,"('boring', 'funny')",0.1025854,-0.0808495,-0.1834349
16,-0.20266867,-0.31592637,"('unpopular', 'popular')",-0.2026687,-0.3159264,-0.1132577
17,-0.39325944,-0.34148154,"('nasty', 'nice')",-0.3932594,-0.3414815,0.0517779
18,-1.3814133,-1.2715588,"('disagreeable', 'welcoming')",-1.3814133,-1.2715588,0.1098545
19,-1.5891646,-1.5290992,"('inhospitable', 'hospitable')",-1.5891646,-1.5290992,0.0600654
20,0.47955284,0.51969004,"('rough', 'thoughtful')",0.4795528,0.51969,0.0401372
21,0.6729672,0.7991364,"('immoral', 'moral')",0.6729672,0.7991364,0.1261692
22,-0.32441455,-0.34662932,"('untrustworthy', 'trustworthy')",-0.3244146,-0.3466293,-0.0222147
23,3.2346234,3.2342827,"('insincere', 'sincere')",3.2346234,3.2342827,-0.0003407
24,0.28847328,0.22609092,"('dishonest', 'honest')",0.2884733,0.2260909,-0.0623824
25,-0.05965337,-0.11994347,"('egoistic', 'altruistic')",-0.0596534,-0.1199435,-0.0602901
26,0.41149977,0.070817865,"('hardhearted', 'benevolent')",0.4114998,0.0708179,-0.3406819
27,-0.1098198,-0.11860197,"('hardhearted', 'softhearted')",-0.1098198,-0.118602,-0.0087822
28,0.9159106,0.9415688,"('disloyal', 'loyal')",0.9159106,0.9415688,0.0256582
29,-0.5450767,-0.56919396,"('unfair', 'fair')",-0.5450767,-0.569194,-0.0241173
30,1.0707991,1.1120547,"('intolerant', 'tolerant')",1.0707991,1.1120547,0.0412556
31,-1.9218875,-1.9021115,"('evil', 'good')",-1.9218875,-1.9021115,0.019776
32,0.6773422,0.5554164,"('unkind', 'kind')",0.6773422,0.5554164,-0.1219258
33,-0.25415447,-0.35158342,"('wrong', 'right')",-0.2541545,-0.3515834,-0.0974289
34,2.2904408,2.495016,"('mean', 'honorable')",2.2904408,2.4950161,0.2045753
35,-0.8681758,-0.99422646,"('corrupt', 'incorrupt')",-0.8681758,-0.9942265,-0.1260507
36,-1.5962685,-1.6226972,"('hostile', 'amicable')",-1.5962685,-1.6226972,-0.0264287
37,0.67377096,0.7361296,"('fake', 'genuine')",0.673771,0.7361296,0.0623586
38,0.16994382,0.10862687,"('untruthful', 'truthful')",0.1699438,0.1086269,-0.0613169
39,0.37537327,0.3801152,"('exploitative', 'cooperative')",0.3753733,0.3801152,0.0047419
40,-1.7862681,-1.7758038,"('stingy', 'generous')",-1.7862681,-1.7758038,0.0104643
41,0.45595104,0.600899,"('unforgiving', 'forgiving')",0.455951,0.600899,0.144948
42,-1.1134343,-1.0122933,"('unreliable', 'reliable')",-1.1134343,-1.0122933,0.101141
43,0.395061,0.42954034,"('irresponsible', 'responsible')",0.395061,0.4295403,0.0344793
44,-0.82036173,-0.8767499,"('prejudiced', 'unprejudiced')",-0.8203617,-0.8767499,-0.0563882
45,0.52057034,0.5786596,"('incompetent', 'competent')",0.5205703,0.5786596,0.0580893
46,-0.14900091,-0.033077553,"('uncompetitive', 'competitive')",-0.1490009,-0.0330776,0.1159233
47,2.7649016,2.8109267,"('stupid', 'smart')",2.7649016,2.8109267,0.0460251
48,0.20011055,0.3208862,"('unintelligent', 'intelligent')",0.2001106,0.3208862,0.1207756
49,-0.29214057,-0.004284717,"('unable', 'able')",-0.2921406,-0.0042847,0.2878559
50,0.22095376,0.16540845,"('clumsy', 'skillful')",0.2209538,0.1654084,-0.0555454
51,0.06688018,0.07579029,"('uneducated', 'educated')",0.0668802,0.0757903,0.0089101
52,-0.942599,-1.0841011,"('irrational', 'rational')",-0.942599,-1.0841011,-0.1415021
53,-1.4349319,-1.4338598,"('uncreative', 'creative')",-1.4349319,-1.4338598,0.0010721
54,-0.1722261,-0.20193891,"('incapable', 'capable')",-0.1722261,-0.2019389,-0.0297128
55,0.87842566,1.0168018,"('incompetent', 'clever')",0.8784257,1.0168018,0.1383761
