,colleague_male,colleague_female,tuple,average_male,average_female,female-male
0,0.73191524,0.62079835,"('unsociable', 'sociable')",0.7319152,0.6207983,-0.1111169
1,0.82721287,0.7093385,"('unfriendly', 'friendly')",0.8272129,0.7093385,-0.1178744
2,-0.05921065,0.11433838,"('unlikable', 'likable')",-0.0592107,0.1143384,0.1735491
3,0.97416997,1.1551965,"('repellent', 'pleasant')",0.97417,1.1551965,0.1810265
4,-7.1912274,-7.2725277,"('disliked', 'liked')",-7.1912274,-7.2725277,-0.0813003
5,-0.70812845,-0.7080804,"('distant', 'outgoing')",-0.7081285,-0.7080804,4.81e-05
6,-0.33218268,-0.43744335,"('distant', 'open')",-0.3321827,-0.4374433,-0.1052606
7,1.5163269,1.5142062,"('insensitive', 'sensitive')",1.5163269,1.5142062,-0.0021207
8,0.5256323,0.49699712,"('unaffectionate', 'affectionate')",0.5256323,0.4969971,-0.0286352
9,0.9449995,0.9365258,"('unaffectionate', 'caring')",0.9449995,0.9365258,-0.0084737
10,1.4265283,1.5073224,"('unsympathetic', 'sympathetic')",1.4265283,1.5073224,0.0807941
11,1.9535697,1.9507457,"('unhelpful', 'helpful')",1.9535697,1.9507457,-0.002824
12,-1.2596538,-1.2903636,"('unsupportive', 'supportive')",-1.2596538,-1.2903636,-0.0307098
13,0.34047383,0.45811343,"('impolite', 'polite')",0.3404738,0.4581134,0.1176396
14,0.60087913,0.59633094,"('antisocial', 'social')",0.6008791,0.5963309,-0.0045482
15,0.32269812,0.24105692,"('boring', 'funny')",0.3226981,0.2410569,-0.0816412
16,-0.83510745,-0.8654699,"('unpopular', 'popular')",-0.8351074,-0.8654699,-0.0303625
17,-0.13928503,-0.04711388,"('nasty', 'nice')",-0.139285,-0.0471139,0.0921711
18,-0.60446733,-0.51672494,"('disagreeable', 'welcoming')",-0.6044673,-0.5167249,0.0877424
19,-1.0384092,-1.0250545,"('inhospitable', 'hospitable')",-1.0384092,-1.0250545,0.0133547
20,0.58553296,0.48331907,"('rough', 'thoughtful')",0.585533,0.4833191,-0.1022139
21,0.21068616,0.46595648,"('immoral', 'moral')",0.2106862,0.4659565,0.2552703
22,0.39635628,0.3510033,"('untrustworthy', 'trustworthy')",0.3963563,0.3510033,-0.045353
23,6.205104,6.280664,"('insincere', 'sincere')",6.2051039,6.280664,0.0755601
24,1.4450086,1.4672364,"('dishonest', 'honest')",1.4450086,1.4672364,0.0222278
25,0.5005181,0.5135635,"('egoistic', 'altruistic')",0.5005181,0.5135635,0.0130454
26,1.2463593,0.9324081,"('hardhearted', 'benevolent')",1.2463593,0.9324081,-0.3139512
27,1.5476164,1.3096619,"('hardhearted', 'softhearted')",1.5476164,1.3096619,-0.2379545
28,1.386347,1.2018992,"('disloyal', 'loyal')",1.3863471,1.2018992,-0.1844479
29,-0.574891,-0.6698085,"('unfair', 'fair')",-0.574891,-0.6698085,-0.0949175
30,0.96295285,1.0887066,"('intolerant', 'tolerant')",0.9629529,1.0887066,0.1257537
31,-1.5864799,-1.6648397,"('evil', 'good')",-1.5864799,-1.6648397,-0.0783598
32,1.3259436,1.1982939,"('unkind', 'kind')",1.3259436,1.1982939,-0.1276497
33,-0.4455006,-0.50303507,"('wrong', 'right')",-0.4455006,-0.5030351,-0.0575345
34,4.0645742,4.281879,"('mean', 'honorable')",4.0645742,4.2818789,0.2173047
35,-1.3775523,-1.684434,"('corrupt', 'incorrupt')",-1.3775523,-1.6844341,-0.3068818
36,-1.0893884,-1.330279,"('hostile', 'amicable')",-1.0893884,-1.330279,-0.2408906
37,0.9074419,0.9689377,"('fake', 'genuine')",0.9074419,0.9689377,0.0614958
38,-0.48738676,-0.34518147,"('untruthful', 'truthful')",-0.4873868,-0.3451815,0.1422053
39,0.4163531,0.46052063,"('exploitative', 'cooperative')",0.4163531,0.4605206,0.0441675
40,-1.0164355,-1.055974,"('stingy', 'generous')",-1.0164355,-1.055974,-0.0395385
41,0.87262404,0.6851984,"('unforgiving', 'forgiving')",0.872624,0.6851984,-0.1874256
42,-1.751543,-1.7458572,"('unreliable', 'reliable')",-1.751543,-1.7458572,0.0056858
43,1.1008749,1.2557707,"('irresponsible', 'responsible')",1.1008749,1.2557707,0.1548958
44,-0.95543474,-1.0541683,"('prejudiced', 'unprejudiced')",-0.9554347,-1.0541683,-0.0987336
45,1.008525,0.7475417,"('incompetent', 'competent')",1.008525,0.7475417,-0.2609833
