,type_male,type_female,tuple,average_male,average_female,female-male
0,0.1750267,0.11504185,"('unsociable', 'sociable')",0.1750267,0.1150419,-0.0599848
1,1.265007,1.3225397,"('unfriendly', 'friendly')",1.265007,1.3225397,0.0575327
2,0.4076714,0.71409184,"('unlikable', 'likable')",0.4076714,0.7140918,0.3064204
3,0.83958393,0.90194225,"('repellent', 'pleasant')",0.8395839,0.9019423,0.0623584
4,-7.2176876,-7.140959,"('disliked', 'liked')",-7.2176876,-7.1409588,0.0767288
5,-0.38426226,-0.028293801,"('distant', 'outgoing')",-0.3842623,-0.0282938,0.3559685
6,-0.117014125,0.22569576,"('distant', 'open')",-0.1170141,0.2256958,0.3427099
7,0.81826526,0.76606643,"('insensitive', 'sensitive')",0.8182653,0.7660664,-0.0521989
8,0.7440536,0.7980251,"('unaffectionate', 'affectionate')",0.7440536,0.7980251,0.0539715
9,1.5937943,1.6441528,"('unaffectionate', 'caring')",1.5937943,1.6441528,0.0503585
10,1.07242,1.1538478,"('unsympathetic', 'sympathetic')",1.07242,1.1538478,0.0814278
11,2.281704,2.2922492,"('unhelpful', 'helpful')",2.2817039,2.2922492,0.0105453
12,-1.5799435,-1.4984856,"('unsupportive', 'supportive')",-1.5799435,-1.4984856,0.0814579
13,0.54571015,0.53335613,"('impolite', 'polite')",0.5457101,0.5333561,-0.012354
14,-0.14704254,-0.36310282,"('antisocial', 'social')",-0.1470425,-0.3631028,-0.2160603
15,0.49941137,0.43479657,"('boring', 'funny')",0.4994114,0.4347966,-0.0646148
16,-0.014342867,-0.03522045,"('unpopular', 'popular')",-0.0143429,-0.0352205,-0.0208776
17,-0.21328245,-0.13977903,"('nasty', 'nice')",-0.2132825,-0.139779,0.0735035
18,-0.7354614,-0.8047268,"('disagreeable', 'welcoming')",-0.7354614,-0.8047268,-0.0692654
19,-0.7150044,-0.43943658,"('inhospitable', 'hospitable')",-0.7150044,-0.4394366,0.2755678
20,0.87206596,0.6388144,"('rough', 'thoughtful')",0.872066,0.6388144,-0.2332516
21,0.23652703,0.3251009,"('immoral', 'moral')",0.236527,0.3251009,0.0885739
22,-0.23277986,-0.116929814,"('untrustworthy', 'trustworthy')",-0.2327799,-0.1169298,0.1158501
23,6.647215,6.5921226,"('insincere', 'sincere')",6.6472149,6.5921226,-0.0550923
24,1.7981694,1.8609548,"('dishonest', 'honest')",1.7981694,1.8609548,0.0627854
25,0.5437851,0.41953087,"('egoistic', 'altruistic')",0.5437851,0.4195309,-0.1242542
26,0.5640957,0.33972645,"('hardhearted', 'benevolent')",0.5640957,0.3397264,-0.2243693
27,1.2263684,1.2089225,"('hardhearted', 'softhearted')",1.2263684,1.2089225,-0.0174459
28,1.2733037,1.1886656,"('disloyal', 'loyal')",1.2733037,1.1886656,-0.0846381
29,-0.82387245,-0.7491642,"('unfair', 'fair')",-0.8238724,-0.7491642,0.0747082
30,1.0349381,0.916433,"('intolerant', 'tolerant')",1.0349381,0.916433,-0.1185051
31,-1.9359539,-1.758302,"('evil', 'good')",-1.9359539,-1.758302,0.1776519
