,call_male,call_female,tuple,average_male,average_female,female-male
0,0.24855398,0.19904347,"('unsociable', 'sociable')",0.248554,0.1990435,-0.0495105
1,1.5327966,1.466526,"('unfriendly', 'friendly')",1.5327966,1.466526,-0.0662706
2,-0.16244239,-0.030500036,"('unlikable', 'likable')",-0.1624424,-0.0305,0.1319424
3,0.9334284,1.1870345,"('repellent', 'pleasant')",0.9334284,1.1870345,0.2536061
4,-7.2652164,-7.20285,"('disliked', 'liked')",-7.2652164,-7.2028499,0.0623665
5,-0.3766399,-0.1690282,"('distant', 'outgoing')",-0.3766399,-0.1690282,0.2076117
6,-0.1845471,-0.011150647,"('distant', 'open')",-0.1845471,-0.0111506,0.1733965
7,1.2302743,1.2383554,"('insensitive', 'sensitive')",1.2302743,1.2383554,0.0080811
8,1.2542704,1.1617028,"('unaffectionate', 'affectionate')",1.2542704,1.1617028,-0.0925676
9,2.0547028,2.1500669,"('unaffectionate', 'caring')",2.0547028,2.1500669,0.0953641
10,1.1030331,0.9786057,"('unsympathetic', 'sympathetic')",1.1030331,0.9786057,-0.1244274
11,2.2984827,2.3322802,"('unhelpful', 'helpful')",2.2984827,2.3322802,0.0337975
12,-1.2584684,-1.176098,"('unsupportive', 'supportive')",-1.2584684,-1.176098,0.0823704
13,0.46555516,0.3914635,"('impolite', 'polite')",0.4655552,0.3914635,-0.0740917
14,0.41994277,0.34770194,"('antisocial', 'social')",0.4199428,0.3477019,-0.0722409
15,0.34094733,0.23876807,"('boring', 'funny')",0.3409473,0.2387681,-0.1021792
16,-0.7638098,-0.68700886,"('unpopular', 'popular')",-0.7638098,-0.6870089,0.0768009
17,-0.4153405,-0.36013064,"('nasty', 'nice')",-0.4153405,-0.3601306,0.0552099
18,-0.34911782,-0.38418052,"('disagreeable', 'welcoming')",-0.3491178,-0.3841805,-0.0350627
19,-0.6978567,-0.4856486,"('inhospitable', 'hospitable')",-0.6978567,-0.4856486,0.2122081
20,0.35302016,0.09184421,"('rough', 'thoughtful')",0.3530202,0.0918442,-0.261176
21,0.28958142,0.42868415,"('immoral', 'moral')",0.2895814,0.4286841,0.1391027
22,-0.39381212,-0.18857063,"('untrustworthy', 'trustworthy')",-0.3938121,-0.1885706,0.2052415
