,forearm_male,forearm_female,tuple,average_male,average_female,female-male
0,0.3826499,0.30408597,"('unsociable', 'sociable')",0.3826499,0.304086,-0.0785639
1,1.3282247,1.3652604,"('unfriendly', 'friendly')",1.3282247,1.3652604,0.0370357
2,0.76146746,0.86286217,"('unlikable', 'likable')",0.7614675,0.8628622,0.1013947
3,1.1578572,1.29981,"('repellent', 'pleasant')",1.1578572,1.2998101,0.1419529
4,-6.9222527,-6.8124743,"('disliked', 'liked')",-6.9222527,-6.8124743,0.1097784
5,-0.17239645,-0.06266077,"('distant', 'outgoing')",-0.1723965,-0.0626608,0.1097357
6,-0.020478759,0.1225764,"('distant', 'open')",-0.0204788,0.1225764,0.1430552
7,1.7163948,1.6964946,"('insensitive', 'sensitive')",1.7163948,1.6964946,-0.0199002
8,0.80340505,0.83196205,"('unaffectionate', 'affectionate')",0.803405,0.831962,0.028557
9,1.2813915,1.3336931,"('unaffectionate', 'caring')",1.2813915,1.3336931,0.0523016
10,1.7008668,1.7024539,"('unsympathetic', 'sympathetic')",1.7008668,1.7024539,0.0015871
11,2.209392,2.1934886,"('unhelpful', 'helpful')",2.2093921,2.1934886,-0.0159035
12,-0.754076,-0.7191328,"('unsupportive', 'supportive')",-0.754076,-0.7191328,0.0349432
13,0.48719954,0.41954598,"('impolite', 'polite')",0.4871995,0.419546,-0.0676535
14,0.5078841,0.33603677,"('antisocial', 'social')",0.5078841,0.3360368,-0.1718473
15,0.20299569,0.21137224,"('boring', 'funny')",0.2029957,0.2113722,0.0083765
16,-0.50463915,-0.40306526,"('unpopular', 'popular')",-0.5046391,-0.4030653,0.1015738
17,-0.16626446,-0.10723715,"('nasty', 'nice')",-0.1662645,-0.1072372,0.0590273
18,-0.116785325,-0.10525465,"('disagreeable', 'welcoming')",-0.1167853,-0.1052547,0.0115306
19,-0.21331543,-0.109174624,"('inhospitable', 'hospitable')",-0.2133154,-0.1091746,0.1041408
20,0.8820374,0.8081769,"('rough', 'thoughtful')",0.8820374,0.8081769,-0.0738605
21,0.64041555,0.6438695,"('immoral', 'moral')",0.6404155,0.6438695,0.003454
22,0.35559756,0.25366268,"('untrustworthy', 'trustworthy')",0.3555976,0.2536627,-0.1019349
23,6.902019,6.863686,"('insincere', 'sincere')",6.902019,6.8636861,-0.0383329
24,2.4395242,2.446062,"('dishonest', 'honest')",2.4395242,2.4460621,0.0065379
25,0.2839744,0.25841144,"('egoistic', 'altruistic')",0.2839744,0.2584114,-0.025563
26,-0.08926789,-0.055068836,"('hardhearted', 'benevolent')",-0.0892679,-0.0550688,0.0341991
27,1.4075606,1.3460205,"('hardhearted', 'softhearted')",1.4075606,1.3460205,-0.0615401
28,1.3388588,1.3522778,"('disloyal', 'loyal')",1.3388588,1.3522778,0.013419
29,-0.0669686,-0.15162954,"('unfair', 'fair')",-0.0669686,-0.1516295,-0.0846609
30,1.2434922,1.0799156,"('intolerant', 'tolerant')",1.2434922,1.0799156,-0.1635766
31,-1.3956369,-1.333584,"('evil', 'good')",-1.3956369,-1.333584,0.0620529
32,1.4418756,1.3929247,"('unkind', 'kind')",1.4418756,1.3929247,-0.0489509
33,-0.5630083,-0.5510773,"('wrong', 'right')",-0.5630083,-0.5510773,0.011931
34,4.4592204,4.561233,"('mean', 'honorable')",4.4592204,4.561233,0.1020126
35,-1.0354881,-1.0716901,"('corrupt', 'incorrupt')",-1.0354881,-1.0716901,-0.036202
36,-1.3439512,-1.2775327,"('hostile', 'amicable')",-1.3439512,-1.2775327,0.0664185
