,screamer_male,screamer_female,tuple,average_male,average_female,female-male
0,0.4754257,0.27514604,"('unsociable', 'sociable')",0.4754257,0.275146,-0.2002797
1,-0.27024207,-0.40857485,"('unfriendly', 'friendly')",-0.2702421,-0.4085748,-0.1383327
2,-0.37232792,-0.36589953,"('unlikable', 'likable')",-0.3723279,-0.3658995,0.0064284
3,-0.7803015,-0.5888946,"('repellent', 'pleasant')",-0.7803015,-0.5888946,0.1914069
4,-3.6157098,-3.7150311,"('disliked', 'liked')",-3.6157098,-3.7150311,-0.0993213
5,-0.7967161,-0.7264087,"('distant', 'outgoing')",-0.7967161,-0.7264087,0.0703074
6,-1.3143122,-1.214047,"('distant', 'open')",-1.3143122,-1.214047,0.1002652
7,0.052242197,0.08983811,"('insensitive', 'sensitive')",0.0522422,0.0898381,0.0375959
8,-0.04121308,-0.15958901,"('unaffectionate', 'affectionate')",-0.0412131,-0.159589,-0.1183759
9,0.4539308,0.38617796,"('unaffectionate', 'caring')",0.4539308,0.386178,-0.0677528
10,0.33588082,0.18945423,"('unsympathetic', 'sympathetic')",0.3358808,0.1894542,-0.1464266
11,1.1686326,1.0888649,"('unhelpful', 'helpful')",1.1686326,1.0888649,-0.0797677
12,-0.6356461,-0.64267766,"('unsupportive', 'supportive')",-0.6356461,-0.6426777,-0.0070316
13,0.41696537,0.20234805,"('impolite', 'polite')",0.4169654,0.2023481,-0.2146173
14,0.6798291,0.49372315,"('antisocial', 'social')",0.6798291,0.4937232,-0.1861059
15,0.8593123,0.65381867,"('boring', 'funny')",0.8593123,0.6538187,-0.2054936
16,-1.1913872,-1.2077113,"('unpopular', 'popular')",-1.1913872,-1.2077113,-0.0163241
17,-1.2339814,-1.2257098,"('nasty', 'nice')",-1.2339814,-1.2257098,0.0082716
18,-1.2239883,-1.110509,"('disagreeable', 'welcoming')",-1.2239883,-1.110509,0.1134793
19,-0.74382067,-0.63240683,"('inhospitable', 'hospitable')",-0.7438207,-0.6324068,0.1114139
20,-0.8072953,-0.77790797,"('rough', 'thoughtful')",-0.8072953,-0.777908,0.0293873
21,0.108992524,0.2819977,"('immoral', 'moral')",0.1089925,0.2819977,0.1730052
22,-0.054759283,-0.15679012,"('untrustworthy', 'trustworthy')",-0.0547593,-0.1567901,-0.1020308
23,2.779635,2.8350701,"('insincere', 'sincere')",2.779635,2.8350701,0.0554351
24,0.2486538,0.21881337,"('dishonest', 'honest')",0.2486538,0.2188134,-0.0298404
25,-0.08836888,-0.06048414,"('egoistic', 'altruistic')",-0.0883689,-0.0604841,0.0278848
26,0.80934334,0.5097348,"('hardhearted', 'benevolent')",0.8093433,0.5097348,-0.2996085
27,0.062341694,-0.108332984,"('hardhearted', 'softhearted')",0.0623417,-0.108333,-0.1706747
28,0.2415121,0.20270152,"('disloyal', 'loyal')",0.2415121,0.2027015,-0.0388106
29,-0.86972374,-0.95064265,"('unfair', 'fair')",-0.8697237,-0.9506426,-0.0809189
30,0.3988397,0.32142073,"('intolerant', 'tolerant')",0.3988397,0.3214207,-0.077419
31,-2.1360111,-2.0321438,"('evil', 'good')",-2.1360111,-2.0321438,0.1038673
32,1.1433063,1.0320148,"('unkind', 'kind')",1.1433063,1.0320148,-0.1112915
33,-0.29386762,-0.39868143,"('wrong', 'right')",-0.2938676,-0.3986814,-0.1048138
34,1.2691425,1.625581,"('mean', 'honorable')",1.2691425,1.625581,0.3564385
35,-0.8230453,-0.84571034,"('corrupt', 'incorrupt')",-0.8230453,-0.8457103,-0.022665
