,wyeth_male,wyeth_female,tuple,average_male,average_female,female-male
0,-1.2962791,-1.3222675,"('unsociable', 'sociable')",-1.2962791,-1.3222675,-0.0259884
1,0.09395674,-0.109067775,"('unfriendly', 'friendly')",0.0939567,-0.1090678,-0.2030245
2,0.15078667,0.26348138,"('unlikable', 'likable')",0.1507867,0.2634814,0.1126947
3,-1.5721864,-1.4361202,"('repellent', 'pleasant')",-1.5721864,-1.4361202,0.1360662
4,-0.19776486,-0.3421804,"('disliked', 'liked')",-0.1977649,-0.3421804,-0.1444155
5,0.6113259,0.64066553,"('distant', 'outgoing')",0.6113259,0.6406655,0.0293396
6,1.0563425,1.0731132,"('distant', 'open')",1.0563425,1.0731132,0.0167707
7,-0.61202395,-0.6001576,"('insensitive', 'sensitive')",-0.6120239,-0.6001576,0.0118663
8,0.5586068,0.4529506,"('unaffectionate', 'affectionate')",0.5586068,0.4529506,-0.1056562
9,0.14125268,0.024852498,"('unaffectionate', 'caring')",0.1412527,0.0248525,-0.1164002
10,-1.6802177,-1.6935314,"('unsympathetic', 'sympathetic')",-1.6802177,-1.6935314,-0.0133137
11,-1.1051605,-1.1370558,"('unhelpful', 'helpful')",-1.1051605,-1.1370558,-0.0318953
12,-1.1631895,-1.1839916,"('unsupportive', 'supportive')",-1.1631895,-1.1839916,-0.0208021
13,-1.577075,-1.6096064,"('impolite', 'polite')",-1.577075,-1.6096064,-0.0325314
14,-0.93067735,-0.8560207,"('antisocial', 'social')",-0.9306774,-0.8560207,0.0746567
15,1.3691458,1.3326081,"('boring', 'funny')",1.3691458,1.3326081,-0.0365377
16,-0.4544199,-0.5012178,"('unpopular', 'popular')",-0.4544199,-0.5012178,-0.0467979
17,0.062434793,0.13320595,"('nasty', 'nice')",0.0624348,0.133206,0.0707712
18,-1.0180953,-0.97982717,"('disagreeable', 'welcoming')",-1.0180953,-0.9798272,0.0382681
19,0.11831094,0.14169045,"('inhospitable', 'hospitable')",0.1183109,0.1416904,0.0233795
20,-0.17255065,-0.17445083,"('rough', 'thoughtful')",-0.1725506,-0.1744508,-0.0019002
21,-2.0115945,-1.8817722,"('immoral', 'moral')",-2.0115945,-1.8817722,0.1298223
22,-0.5921421,-0.7024242,"('untrustworthy', 'trustworthy')",-0.5921421,-0.7024242,-0.1102821
23,0.03415453,-0.022295916,"('insincere', 'sincere')",0.0341545,-0.0222959,-0.0564504
24,-0.32718897,-0.42008412,"('dishonest', 'honest')",-0.327189,-0.4200841,-0.0928951
