,maid_male,maid_female,tuple,average_male,average_female,female-male
0,0.5100256,0.25591737,"('unsociable', 'sociable')",0.5100256,0.2559174,-0.2541082
1,0.8825223,1.0630225,"('unfriendly', 'friendly')",0.8825223,1.0630225,0.1805002
2,-0.083141826,0.04880011,"('unlikable', 'likable')",-0.0831418,0.0488001,0.1319419
3,0.6334012,0.6704741,"('repellent', 'pleasant')",0.6334012,0.6704741,0.0370729
4,-6.783882,-7.0419693,"('disliked', 'liked')",-6.7838821,-7.0419693,-0.2580872
5,-0.6538389,-0.56008965,"('distant', 'outgoing')",-0.6538389,-0.5600896,0.0937493
6,-0.06089806,0.06426418,"('distant', 'open')",-0.0608981,0.0642642,0.1251623
7,1.4580262,1.567782,"('insensitive', 'sensitive')",1.4580262,1.567782,0.1097558
8,0.97973627,1.1299216,"('unaffectionate', 'affectionate')",0.9797363,1.1299216,0.1501853
9,1.2328664,1.4650335,"('unaffectionate', 'caring')",1.2328664,1.4650335,0.2321671
10,1.1036874,1.0936608,"('unsympathetic', 'sympathetic')",1.1036874,1.0936608,-0.0100266
11,1.375021,1.4567814,"('unhelpful', 'helpful')",1.375021,1.4567814,0.0817604
12,-1.3966762,-1.3706387,"('unsupportive', 'supportive')",-1.3966762,-1.3706387,0.0260375
13,-0.04450427,0.00567279,"('impolite', 'polite')",-0.0445043,0.0056728,0.0501771
14,0.2020534,0.011035241,"('antisocial', 'social')",0.2020534,0.0110352,-0.1910182
15,0.45645097,0.42741388,"('boring', 'funny')",0.456451,0.4274139,-0.0290371
16,-0.73187035,-0.6616385,"('unpopular', 'popular')",-0.7318704,-0.6616385,0.0702319
17,0.17321894,0.2012571,"('nasty', 'nice')",0.1732189,0.2012571,0.0280382
18,-0.72453415,-0.7296972,"('disagreeable', 'welcoming')",-0.7245342,-0.7296972,-0.005163
19,-0.76229006,-0.5574077,"('inhospitable', 'hospitable')",-0.7622901,-0.5574077,0.2048824
20,0.5111456,0.39655137,"('rough', 'thoughtful')",0.5111456,0.3965514,-0.1145942
21,-0.3883214,-0.37585047,"('immoral', 'moral')",-0.3883214,-0.3758505,0.0124709
