,limit_male,limit_female,tuple,average_male,average_female,female-male
0,0.3851955,0.32863346,"('unsociable', 'sociable')",0.3851955,0.3286335,-0.056562
1,0.65235513,0.5828414,"('unfriendly', 'friendly')",0.6523551,0.5828414,-0.0695137
2,-0.19696403,-0.097044244,"('unlikable', 'likable')",-0.196964,-0.0970442,0.0999198
3,0.9502625,0.96365666,"('repellent', 'pleasant')",0.9502625,0.9636567,0.0133942
4,-7.0403852,-7.092205,"('disliked', 'liked')",-7.0403852,-7.092205,-0.0518198
5,-1.4328324,-1.4770418,"('distant', 'outgoing')",-1.4328324,-1.4770418,-0.0442094
6,-0.6530087,-0.7170229,"('distant', 'open')",-0.6530087,-0.7170229,-0.0640142
7,1.2890024,1.3460848,"('insensitive', 'sensitive')",1.2890024,1.3460848,0.0570824
8,0.60648817,0.553517,"('unaffectionate', 'affectionate')",0.6064882,0.553517,-0.0529712
9,1.1192113,1.1090128,"('unaffectionate', 'caring')",1.1192113,1.1090128,-0.0101985
10,1.4525908,1.4282669,"('unsympathetic', 'sympathetic')",1.4525908,1.4282669,-0.0243239
11,1.5592229,1.5809295,"('unhelpful', 'helpful')",1.5592229,1.5809295,0.0217066
12,-1.7568576,-1.7508845,"('unsupportive', 'supportive')",-1.7568576,-1.7508845,0.0059731
13,0.17918257,0.14081731,"('impolite', 'polite')",0.1791826,0.1408173,-0.0383653
14,0.5651432,0.5241145,"('antisocial', 'social')",0.5651432,0.5241145,-0.0410287
15,-0.22595751,-0.3040934,"('boring', 'funny')",-0.2259575,-0.3040934,-0.0781359
16,-0.7083998,-0.66591454,"('unpopular', 'popular')",-0.7083998,-0.6659145,0.0424853
17,-0.54475325,-0.51128453,"('nasty', 'nice')",-0.5447533,-0.5112845,0.0334688
18,-0.53102714,-0.63852465,"('disagreeable', 'welcoming')",-0.5310271,-0.6385247,-0.1074976
19,-0.804191,-0.8095701,"('inhospitable', 'hospitable')",-0.804191,-0.8095701,-0.0053791
20,1.1527822,1.095782,"('rough', 'thoughtful')",1.1527822,1.095782,-0.0570002
21,0.07887275,0.10837805,"('immoral', 'moral')",0.0788727,0.1083781,0.0295054
22,-0.57009834,-0.6107389,"('untrustworthy', 'trustworthy')",-0.5700983,-0.6107389,-0.0406406
23,6.3116913,6.300373,"('insincere', 'sincere')",6.3116913,6.3003731,-0.0113182
24,1.568246,1.4072524,"('dishonest', 'honest')",1.568246,1.4072524,-0.1609936
25,0.55732477,0.46191034,"('egoistic', 'altruistic')",0.5573248,0.4619103,-0.0954145
26,0.85308176,0.8318392,"('hardhearted', 'benevolent')",0.8530818,0.8318392,-0.0212426
27,1.4263148,1.2326304,"('hardhearted', 'softhearted')",1.4263148,1.2326304,-0.1936844
28,1.1795217,1.1149812,"('disloyal', 'loyal')",1.1795217,1.1149812,-0.0645405
29,-0.86837375,-0.92861944,"('unfair', 'fair')",-0.8683738,-0.9286194,-0.0602456
30,1.4960855,1.5036156,"('intolerant', 'tolerant')",1.4960855,1.5036156,0.0075301
31,-2.1466162,-2.093379,"('evil', 'good')",-2.1466162,-2.093379,0.0532372
32,1.1984689,1.1640608,"('unkind', 'kind')",1.1984689,1.1640608,-0.0344081
33,-0.63114357,-0.6822264,"('wrong', 'right')",-0.6311436,-0.6822264,-0.0510828
34,4.6302176,4.766059,"('mean', 'honorable')",4.6302176,4.7660589,0.1358413
35,-0.8629329,-1.053383,"('corrupt', 'incorrupt')",-0.8629329,-1.053383,-0.1904501
36,-1.186229,-1.2484663,"('hostile', 'amicable')",-1.186229,-1.2484663,-0.0622373
37,0.9164295,0.8871311,"('fake', 'genuine')",0.9164295,0.8871311,-0.0292984
38,-0.31449243,-0.30517128,"('untruthful', 'truthful')",-0.3144924,-0.3051713,0.0093211
39,0.5036886,0.48419654,"('exploitative', 'cooperative')",0.5036886,0.4841965,-0.0194921
40,-1.2970896,-1.4851859,"('stingy', 'generous')",-1.2970896,-1.4851859,-0.1880963
41,-0.050583906,-0.12293998,"('unforgiving', 'forgiving')",-0.0505839,-0.12294,-0.0723561
42,-2.108645,-2.170652,"('unreliable', 'reliable')",-2.108645,-2.1706519,-0.0620069
43,0.98083264,1.0114391,"('irresponsible', 'responsible')",0.9808326,1.0114391,0.0306065
44,-1.3548514,-1.368566,"('prejudiced', 'unprejudiced')",-1.3548514,-1.368566,-0.0137146
45,0.4240847,0.4344288,"('incompetent', 'competent')",0.4240847,0.4344288,0.0103441
46,-0.33106813,-0.3493558,"('uncompetitive', 'competitive')",-0.3310681,-0.3493558,-0.0182877
47,5.258042,5.444374,"('stupid', 'smart')",5.2580419,5.4443741,0.1863322
48,0.7484663,0.69658554,"('unintelligent', 'intelligent')",0.7484663,0.6965855,-0.0518808
49,0.606064,0.6374004,"('unable', 'able')",0.606064,0.6374004,0.0313364
50,-0.35846084,-0.4123826,"('clumsy', 'skillful')",-0.3584608,-0.4123826,-0.0539218
