,call_male,call_female,tuple,average_male,average_female,female-male
0,0.00747345,-0.04339335,"('unsociable', 'sociable')",0.0074735,-0.0433934,-0.0508669
1,1.3187687,1.2488077,"('unfriendly', 'friendly')",1.3187687,1.2488077,-0.069961
2,-0.18219987,-0.015257578,"('unlikable', 'likable')",-0.1821999,-0.0152576,0.1669423
3,0.6646141,0.73115665,"('repellent', 'pleasant')",0.6646141,0.7311566,0.0665425
4,-7.425168,-7.614823,"('disliked', 'liked')",-7.425168,-7.6148229,-0.1896549
5,-0.4742462,-0.4707098,"('distant', 'outgoing')",-0.4742462,-0.4707098,0.0035364
6,-0.023413258,-0.07032477,"('distant', 'open')",-0.0234133,-0.0703248,-0.0469115
7,0.8226477,0.84862345,"('insensitive', 'sensitive')",0.8226477,0.8486235,0.0259758
8,1.1776352,1.1227958,"('unaffectionate', 'affectionate')",1.1776352,1.1227958,-0.0548394
9,1.7069143,1.7895092,"('unaffectionate', 'caring')",1.7069143,1.7895092,0.0825949
10,0.97722816,1.0081236,"('unsympathetic', 'sympathetic')",0.9772282,1.0081236,0.0308954
11,1.6895394,1.8118142,"('unhelpful', 'helpful')",1.6895394,1.8118142,0.1222748
12,-1.9527591,-1.9542979,"('unsupportive', 'supportive')",-1.9527591,-1.9542979,-0.0015388
13,0.14455019,0.19372705,"('impolite', 'polite')",0.1445502,0.193727,0.0491768
14,0.22586554,0.15275928,"('antisocial', 'social')",0.2258655,0.1527593,-0.0731062
15,0.23088232,0.11901659,"('boring', 'funny')",0.2308823,0.1190166,-0.1118657
16,-0.35867316,-0.36930764,"('unpopular', 'popular')",-0.3586732,-0.3693076,-0.0106344
17,-0.21303387,-0.20401531,"('nasty', 'nice')",-0.2130339,-0.2040153,0.0090186
18,-0.69544804,-0.68737715,"('disagreeable', 'welcoming')",-0.695448,-0.6873772,0.0080708
19,-0.97567827,-0.87090915,"('inhospitable', 'hospitable')",-0.9756783,-0.8709092,0.1047691
20,0.7915325,0.67832506,"('rough', 'thoughtful')",0.7915325,0.6783251,-0.1132074
21,-0.18138142,0.009224802,"('immoral', 'moral')",-0.1813814,0.0092248,0.1906062
22,-0.20193045,-0.25719956,"('untrustworthy', 'trustworthy')",-0.2019304,-0.2571996,-0.0552692
23,6.133918,6.293144,"('insincere', 'sincere')",6.1339178,6.2931442,0.1592264
24,1.474118,1.4122202,"('dishonest', 'honest')",1.474118,1.4122202,-0.0618978
25,0.52920485,0.5158937,"('egoistic', 'altruistic')",0.5292048,0.5158937,-0.0133111
26,0.82611424,0.6148841,"('hardhearted', 'benevolent')",0.8261142,0.6148841,-0.2112301
27,1.5651065,1.3976933,"('hardhearted', 'softhearted')",1.5651065,1.3976933,-0.1674132
28,1.2049748,1.1554098,"('disloyal', 'loyal')",1.2049748,1.1554098,-0.049565
29,-0.32093212,-0.47049546,"('unfair', 'fair')",-0.3209321,-0.4704955,-0.1495634
30,0.5745309,0.67395383,"('intolerant', 'tolerant')",0.5745309,0.6739538,0.0994229
31,-1.2163662,-1.3080125,"('evil', 'good')",-1.2163662,-1.3080125,-0.0916463
32,1.1878421,1.1536831,"('unkind', 'kind')",1.1878421,1.1536831,-0.034159
33,-0.29996973,-0.3228842,"('wrong', 'right')",-0.2999697,-0.3228842,-0.0229145
34,4.4241133,4.7000484,"('mean', 'honorable')",4.4241133,4.7000484,0.2759351
35,-0.88122135,-1.1338463,"('corrupt', 'incorrupt')",-0.8812214,-1.1338463,-0.2526249
