,palm_male,palm_female,tuple,average_male,average_female,female-male
0,-0.44331262,-0.43036515,"('unsociable', 'sociable')",-0.4433126,-0.4303651,0.0129475
1,1.1730158,1.1009823,"('unfriendly', 'friendly')",1.1730158,1.1009823,-0.0720335
2,-0.2784064,-0.23094583,"('unlikable', 'likable')",-0.2784064,-0.2309458,0.0474606
3,0.57832426,0.6487645,"('repellent', 'pleasant')",0.5783243,0.6487645,0.0704402
4,-6.997173,-7.1557937,"('disliked', 'liked')",-6.9971728,-7.1557937,-0.1586209
5,-0.40562046,-0.4239623,"('distant', 'outgoing')",-0.4056205,-0.4239623,-0.0183418
6,0.20412469,0.12029271,"('distant', 'open')",0.2041247,0.1202927,-0.083832
7,0.40734252,0.4601509,"('insensitive', 'sensitive')",0.4073425,0.4601509,0.0528084
8,1.0977185,0.9723501,"('unaffectionate', 'affectionate')",1.0977185,0.9723501,-0.1253684
9,1.2166406,1.2214723,"('unaffectionate', 'caring')",1.2166406,1.2214723,0.0048317
10,0.55990815,0.60305524,"('unsympathetic', 'sympathetic')",0.5599082,0.6030552,0.043147
11,0.91402495,0.96592367,"('unhelpful', 'helpful')",0.9140249,0.9659237,0.0518988
12,-2.142846,-2.1555588,"('unsupportive', 'supportive')",-2.1428461,-2.1555588,-0.0127127
13,-0.67303467,-0.6178857,"('impolite', 'polite')",-0.6730347,-0.6178857,0.055149
14,0.011659532,0.02050326,"('antisocial', 'social')",0.0116595,0.0205033,0.0088438
15,0.26107258,0.17079203,"('boring', 'funny')",0.2610726,0.170792,-0.0902806
16,-0.43641195,-0.44576532,"('unpopular', 'popular')",-0.4364119,-0.4457653,-0.0093534
17,-0.22410654,-0.16007763,"('nasty', 'nice')",-0.2241065,-0.1600776,0.0640289
18,-0.1401193,-0.2171958,"('disagreeable', 'welcoming')",-0.1401193,-0.2171958,-0.0770765
19,-0.7431519,-0.7851092,"('inhospitable', 'hospitable')",-0.7431519,-0.7851092,-0.0419573
20,0.6655505,0.596464,"('rough', 'thoughtful')",0.6655505,0.596464,-0.0690865
21,-0.7459862,-0.6159477,"('immoral', 'moral')",-0.7459862,-0.6159477,0.1300385
22,-0.6457921,-0.64484984,"('untrustworthy', 'trustworthy')",-0.6457921,-0.6448498,0.0009423
23,5.6559463,5.7519135,"('insincere', 'sincere')",5.6559463,5.7519135,0.0959672
24,1.0936689,1.016458,"('dishonest', 'honest')",1.0936689,1.016458,-0.0772109
25,0.97183025,0.8841739,"('egoistic', 'altruistic')",0.9718302,0.8841739,-0.0876563
26,0.8722883,0.75089157,"('hardhearted', 'benevolent')",0.8722883,0.7508916,-0.1213967
27,1.765285,1.5508848,"('hardhearted', 'softhearted')",1.765285,1.5508848,-0.2144002
28,0.863864,0.8532609,"('disloyal', 'loyal')",0.863864,0.8532609,-0.0106031
29,-0.5072254,-0.60330486,"('unfair', 'fair')",-0.5072254,-0.6033049,-0.0960795
30,0.87419236,0.8925918,"('intolerant', 'tolerant')",0.8741924,0.8925918,0.0183994
31,-0.91934055,-0.9747527,"('evil', 'good')",-0.9193406,-0.9747527,-0.0554121
32,0.5692299,0.52063096,"('unkind', 'kind')",0.5692299,0.520631,-0.0485989
33,-0.48908257,-0.51473045,"('wrong', 'right')",-0.4890826,-0.5147305,-0.0256479
34,4.337698,4.498668,"('mean', 'honorable')",4.337698,4.4986682,0.1609702
35,-0.20866273,-0.45523575,"('corrupt', 'incorrupt')",-0.2086627,-0.4552357,-0.246573
36,-0.35616526,-0.46411484,"('hostile', 'amicable')",-0.3561653,-0.4641148,-0.1079495
37,0.74518037,0.73998314,"('fake', 'genuine')",0.7451804,0.7399831,-0.0051973
38,-0.74376863,-0.69907296,"('untruthful', 'truthful')",-0.7437686,-0.699073,0.0446956
39,0.42706415,0.4157373,"('exploitative', 'cooperative')",0.4270642,0.4157373,-0.0113269
40,-1.1940123,-1.3568448,"('stingy', 'generous')",-1.1940123,-1.3568448,-0.1628325
41,-0.20684035,-0.19614793,"('unforgiving', 'forgiving')",-0.2068404,-0.1961479,0.0106925
42,-2.1353066,-2.2067223,"('unreliable', 'reliable')",-2.1353066,-2.2067223,-0.0714157
43,0.2694045,0.3068434,"('irresponsible', 'responsible')",0.2694045,0.3068434,0.0374389
44,-0.6332897,-0.6361524,"('prejudiced', 'unprejudiced')",-0.6332897,-0.6361524,-0.0028627
45,-0.50865996,-0.533092,"('incompetent', 'competent')",-0.50866,-0.533092,-0.024432
46,-1.0664047,-1.0660554,"('uncompetitive', 'competitive')",-1.0664047,-1.0660554,0.0003493
47,4.652078,4.8537145,"('stupid', 'smart')",4.6520782,4.8537145,0.2016363
48,0.0057404824,0.019652683,"('unintelligent', 'intelligent')",0.0057405,0.0196527,0.0139122
49,-0.0572599,-0.015499782,"('unable', 'able')",-0.0572599,-0.0154998,0.0417601
50,-0.49584758,-0.5503675,"('clumsy', 'skillful')",-0.4958476,-0.5503675,-0.0545199
51,0.1183676,0.04182518,"('uneducated', 'educated')",0.1183676,0.0418252,-0.0765424
52,-0.032265946,-0.14384055,"('irrational', 'rational')",-0.0322659,-0.1438406,-0.1115747
53,-0.1778402,-0.24250765,"('uncreative', 'creative')",-0.1778402,-0.2425077,-0.0646675
54,0.95997095,0.98592454,"('incapable', 'capable')",0.959971,0.9859245,0.0259535
55,0.23613103,0.28795344,"('incompetent', 'clever')",0.236131,0.2879534,0.0518224
56,-0.08855536,-0.024755329,"('impractical', 'practical')",-0.0885554,-0.0247553,0.0638001
57,-2.7884438,-2.7805018,"('unimaginative', 'imaginative')",-2.7884438,-2.7805018,0.007942
58,-0.17642066,-0.20863622,"('undiscriminating', 'discriminating')",-0.1764207,-0.2086362,-0.0322155
59,-0.012725662,-0.018576622,"('foolish', 'wise')",-0.0127257,-0.0185766,-0.0058509
60,-0.28461662,-0.10895662,"('inefficient', 'efficient')",-0.2846166,-0.1089566,0.17566
61,0.0054957494,-0.10066244,"('illogical', 'logical')",0.0054957,-0.1006624,-0.1061581
62,-0.09358263,-0.002374187,"('incompetent', 'brilliant')",-0.0935826,-0.0023742,0.0912084
63,-0.6599991,-0.6066026,"('unperceptive', 'insightful')",-0.6599991,-0.6066026,0.0533965
64,-6.173871,-6.153933,"('shy', 'confident')",-6.173871,-6.153933,0.019938
65,0.10117665,0.18768382,"('insecure', 'secure')",0.1011766,0.1876838,0.0865072
66,-0.06909953,-0.19748574,"('inactive', 'active')",-0.0690995,-0.1974857,-0.1283862
67,-0.57326233,-0.49403557,"('doubtful', 'determined')",-0.5732623,-0.4940356,0.0792267
68,-0.8928598,-0.9490582,"('dependent', 'independent')",-0.8928598,-0.9490582,-0.0561984
69,-1.5876766,-1.6138206,"('lazy', 'industrious')",-1.5876766,-1.6138206,-0.026144
70,0.9624836,0.92717534,"('lethargic', 'energetic')",0.9624836,0.9271753,-0.0353083
71,0.5539578,0.56341785,"('diffident', 'self-confident')",0.5539578,0.5634179,0.0094601
72,0.37393063,0.4842159,"('unambitious', 'ambitious')",0.3739306,0.4842159,0.1102853
73,-2.8023784,-2.8032608,"('helpless', 'self-reliant')",-2.8023784,-2.8032608,-0.0008824
74,-0.24292254,-0.36841506,"('undedicated', 'dedicated')",-0.2429225,-0.3684151,-0.1254926
75,-0.48765552,-0.45621654,"('meek', 'impulsive')",-0.4876555,-0.4562165,0.031439
76,0.612392,0.6136224,"('anxious', 'daring')",0.612392,0.6136224,0.0012304
77,-1.7204043,-1.5323555,"('unmotivated', 'motivated')",-1.7204043,-1.5323555,0.1880488
78,-1.0826604,-1.1096741,"('nonresilient', 'resilient')",-1.0826604,-1.1096741,-0.0270137
79,-0.12267894,-0.17509341,"('wavering', 'unwavering')",-0.1226789,-0.1750934,-0.0524145
