,honeydew_male,honeydew_female,tuple,average_male,average_female,female-male
0,-1.3945153,-1.4913735,"('unsociable', 'sociable')",-1.3945153,-1.4913735,-0.0968582
1,0.041837454,-0.07853932,"('unfriendly', 'friendly')",0.0418375,-0.0785393,-0.1203768
2,0.3093669,0.25728095,"('unlikable', 'likable')",0.3093669,0.2572809,-0.052086
3,-1.5918237,-1.5349666,"('repellent', 'pleasant')",-1.5918237,-1.5349666,0.0568571
4,-0.25848117,-0.23179536,"('disliked', 'liked')",-0.2584812,-0.2317954,0.0266858
5,0.57786345,0.6077847,"('distant', 'outgoing')",0.5778635,0.6077847,0.0299212
6,0.48180765,0.51247233,"('distant', 'open')",0.4818076,0.5124723,0.0306647
7,-1.0593636,-1.06394,"('insensitive', 'sensitive')",-1.0593636,-1.06394,-0.0045764
8,0.50310904,0.35883445,"('unaffectionate', 'affectionate')",0.503109,0.3588344,-0.1442746
9,-0.025755676,-0.17040476,"('unaffectionate', 'caring')",-0.0257557,-0.1704048,-0.1446491
10,-2.0515776,-2.110046,"('unsympathetic', 'sympathetic')",-2.0515776,-2.1100459,-0.0584683
11,-0.9892841,-1.0883323,"('unhelpful', 'helpful')",-0.9892841,-1.0883323,-0.0990482
12,-1.5932226,-1.5751699,"('unsupportive', 'supportive')",-1.5932226,-1.5751699,0.0180527
13,-1.2922522,-1.3570025,"('impolite', 'polite')",-1.2922522,-1.3570025,-0.0647503
14,-1.3144383,-1.3995768,"('antisocial', 'social')",-1.3144383,-1.3995768,-0.0851385
15,0.87137485,0.787774,"('boring', 'funny')",0.8713748,0.787774,-0.0836008
16,0.268425,0.2758092,"('unpopular', 'popular')",0.268425,0.2758092,0.0073842
17,0.36399904,0.44837472,"('nasty', 'nice')",0.363999,0.4483747,0.0843757
18,-0.2606059,-0.2726757,"('disagreeable', 'welcoming')",-0.2606059,-0.2726757,-0.0120698
19,0.35402375,0.439677,"('inhospitable', 'hospitable')",0.3540238,0.439677,0.0856532
20,-0.4328186,-0.4416643,"('rough', 'thoughtful')",-0.4328186,-0.4416643,-0.0088457
21,-1.5973445,-1.6229907,"('immoral', 'moral')",-1.5973445,-1.6229907,-0.0256462
22,-1.1071255,-1.131766,"('untrustworthy', 'trustworthy')",-1.1071255,-1.131766,-0.0246405
23,-0.13226834,-0.21220282,"('insincere', 'sincere')",-0.1322683,-0.2122028,-0.0799345
24,-1.0758928,-1.1715935,"('dishonest', 'honest')",-1.0758928,-1.1715935,-0.0957007
25,1.3935128,1.3279659,"('egoistic', 'altruistic')",1.3935128,1.3279659,-0.0655469
26,1.1589375,1.0368664,"('hardhearted', 'benevolent')",1.1589375,1.0368664,-0.1220711
27,0.7335432,0.6360718,"('hardhearted', 'softhearted')",0.7335432,0.6360718,-0.0974714
