,body_male,body_female,tuple,average_male,average_female,female-male
0,0.7762172,0.5904046,"('unsociable', 'sociable')",0.7762172,0.5904046,-0.1858126
1,1.0217061,1.1013805,"('unfriendly', 'friendly')",1.0217061,1.1013805,0.0796744
2,0.1580879,0.32930788,"('unlikable', 'likable')",0.1580879,0.3293079,0.17122
3,0.88449085,1.0349755,"('repellent', 'pleasant')",0.8844908,1.0349755,0.1504847
4,-6.776035,-6.8209615,"('disliked', 'liked')",-6.7760348,-6.8209615,-0.0449267
5,-0.7804863,-0.6550998,"('distant', 'outgoing')",-0.7804863,-0.6550998,0.1253865
6,-0.5306847,-0.5426999,"('distant', 'open')",-0.5306847,-0.5426999,-0.0120152
7,1.9698986,1.8989295,"('insensitive', 'sensitive')",1.9698986,1.8989295,-0.0709691
8,0.7467923,0.7830849,"('unaffectionate', 'affectionate')",0.7467923,0.7830849,0.0362926
9,1.5470775,1.6188107,"('unaffectionate', 'caring')",1.5470775,1.6188107,0.0717332
10,1.0038847,0.95644915,"('unsympathetic', 'sympathetic')",1.0038847,0.9564492,-0.0474355
11,2.0062609,2.2277904,"('unhelpful', 'helpful')",2.0062609,2.2277904,0.2215295
12,-1.1815484,-1.0791916,"('unsupportive', 'supportive')",-1.1815484,-1.0791916,0.1023568
13,-0.11864831,0.03836541,"('impolite', 'polite')",-0.1186483,0.0383654,0.1570137
14,0.9246419,0.9678623,"('antisocial', 'social')",0.9246419,0.9678623,0.0432204
15,0.4094245,0.28954056,"('boring', 'funny')",0.4094245,0.2895406,-0.1198839
16,-0.8212997,-0.6186241,"('unpopular', 'popular')",-0.8212997,-0.6186241,0.2026756
17,0.06424231,0.24771412,"('nasty', 'nice')",0.0642423,0.2477141,0.1834718
18,-0.5601524,-0.46367246,"('disagreeable', 'welcoming')",-0.5601524,-0.4636725,0.0964799
19,-0.31593886,-0.29974523,"('inhospitable', 'hospitable')",-0.3159389,-0.2997452,0.0161937
20,0.64958155,0.53020525,"('rough', 'thoughtful')",0.6495816,0.5302052,-0.1193764
21,0.16402449,0.30870655,"('immoral', 'moral')",0.1640245,0.3087066,0.1446821
22,0.15718201,0.11623223,"('untrustworthy', 'trustworthy')",0.157182,0.1162322,-0.0409498
23,6.391018,6.605618,"('insincere', 'sincere')",6.3910179,6.605618,0.2146001
24,1.670964,1.6388894,"('dishonest', 'honest')",1.670964,1.6388894,-0.0320746
25,0.50489855,0.54633963,"('egoistic', 'altruistic')",0.5048985,0.5463396,0.0414411
26,1.8930658,1.7112443,"('hardhearted', 'benevolent')",1.8930658,1.7112443,-0.1818215
27,1.8124839,1.6310015,"('hardhearted', 'softhearted')",1.8124839,1.6310015,-0.1814824
28,1.4472277,1.2410756,"('disloyal', 'loyal')",1.4472277,1.2410756,-0.2061521
29,-0.18121366,-0.3558998,"('unfair', 'fair')",-0.1812137,-0.3558998,-0.1746861
30,1.0723715,1.1364,"('intolerant', 'tolerant')",1.0723715,1.1364,0.0640285
31,-1.2978164,-1.3295429,"('evil', 'good')",-1.2978164,-1.3295429,-0.0317265
32,1.3930049,1.3222466,"('unkind', 'kind')",1.3930049,1.3222466,-0.0707583
33,-0.24659221,-0.31820846,"('wrong', 'right')",-0.2465922,-0.3182085,-0.0716163
34,4.6961365,5.0617957,"('mean', 'honorable')",4.6961365,5.0617957,0.3656592
35,-1.3150696,-1.6787745,"('corrupt', 'incorrupt')",-1.3150696,-1.6787745,-0.3637049
36,-0.60486007,-0.9273546,"('hostile', 'amicable')",-0.6048601,-0.9273546,-0.3224945
37,0.87480146,0.816116,"('fake', 'genuine')",0.8748015,0.816116,-0.0586855
38,-0.31994662,-0.044317186,"('untruthful', 'truthful')",-0.3199466,-0.0443172,0.2756294
39,0.92497903,0.9451439,"('exploitative', 'cooperative')",0.924979,0.9451439,0.0201649
40,-0.98746985,-1.168505,"('stingy', 'generous')",-0.9874699,-1.168505,-0.1810351
41,0.6560242,0.47392944,"('unforgiving', 'forgiving')",0.6560242,0.4739294,-0.1820948
42,-2.0213678,-2.1215246,"('unreliable', 'reliable')",-2.0213678,-2.1215246,-0.1001568
43,1.4817477,1.5690289,"('irresponsible', 'responsible')",1.4817477,1.5690289,0.0872812
44,-1.5107116,-1.5036535,"('prejudiced', 'unprejudiced')",-1.5107116,-1.5036535,0.0070581
45,1.2891355,1.0935488,"('incompetent', 'competent')",1.2891355,1.0935488,-0.1955867
46,-0.08288817,-0.25441772,"('uncompetitive', 'competitive')",-0.0828882,-0.2544177,-0.1715295
47,4.502524,4.75369,"('stupid', 'smart')",4.5025239,4.7536898,0.2511659
48,0.5812604,0.6304382,"('unintelligent', 'intelligent')",0.5812604,0.6304382,0.0491778
49,-0.1742398,-0.020193785,"('unable', 'able')",-0.1742398,-0.0201938,0.154046
50,-0.3747393,-0.3356182,"('clumsy', 'skillful')",-0.3747393,-0.3356182,0.0391211
51,0.64012873,0.6213667,"('uneducated', 'educated')",0.6401287,0.6213667,-0.018762
52,-0.16161332,-0.31028858,"('irrational', 'rational')",-0.1616133,-0.3102886,-0.1486753
53,-0.121244684,-0.19274358,"('uncreative', 'creative')",-0.1212447,-0.1927436,-0.0714989
54,0.83196914,0.90031815,"('incapable', 'capable')",0.8319691,0.9003181,0.068349
55,0.93079156,0.9876972,"('incompetent', 'clever')",0.9307916,0.9876972,0.0569056
56,0.6989391,0.6885941,"('impractical', 'practical')",0.6989391,0.6885941,-0.010345
57,-1.6747528,-1.9021648,"('unimaginative', 'imaginative')",-1.6747528,-1.9021648,-0.227412
58,1.338621,1.250047,"('undiscriminating', 'discriminating')",1.338621,1.250047,-0.088574
59,-0.3863769,-0.24946961,"('foolish', 'wise')",-0.3863769,-0.2494696,0.1369073
60,0.5367949,0.8438008,"('inefficient', 'efficient')",0.5367949,0.8438008,0.3070059
61,1.1149123,0.77838963,"('illogical', 'logical')",1.1149123,0.7783896,-0.3365227
62,0.8119985,1.1062589,"('incompetent', 'brilliant')",0.8119985,1.1062589,0.2942604
63,0.76317805,0.86641467,"('unperceptive', 'insightful')",0.7631781,0.8664147,0.1032366
64,-6.083925,-6.052927,"('shy', 'confident')",-6.0839248,-6.052927,0.0309978
