,directv_male,directv_female,tuple,average_male,average_female,female-male
0,-0.3290015,-0.53072536,"('unsociable', 'sociable')",-0.3290015,-0.5307254,-0.2017239
1,1.5096135,1.5882801,"('unfriendly', 'friendly')",1.5096135,1.5882801,0.0786666
2,1.2208575,1.298494,"('unlikable', 'likable')",1.2208575,1.298494,0.0776365
3,-0.12961806,-0.20852193,"('repellent', 'pleasant')",-0.1296181,-0.2085219,-0.0789038
4,-2.8448713,-2.7551389,"('disliked', 'liked')",-2.8448713,-2.7551389,0.0897324
5,0.1705875,0.39508438,"('distant', 'outgoing')",0.1705875,0.3950844,0.2244969
6,0.086564966,0.35643077,"('distant', 'open')",0.086565,0.3564308,0.2698658
7,-0.3542369,-0.4534497,"('insensitive', 'sensitive')",-0.3542369,-0.4534497,-0.0992128
8,-0.2056869,-0.11575784,"('unaffectionate', 'affectionate')",-0.2056869,-0.1157578,0.0899291
9,0.26290753,0.25143734,"('unaffectionate', 'caring')",0.2629075,0.2514373,-0.0114702
10,-0.9756673,-1.212818,"('unsympathetic', 'sympathetic')",-0.9756673,-1.212818,-0.2371507
11,0.4954725,0.2608184,"('unhelpful', 'helpful')",0.4954725,0.2608184,-0.2346541
12,-1.3276582,-1.3239434,"('unsupportive', 'supportive')",-1.3276582,-1.3239434,0.0037148
13,-0.6470426,-0.84700686,"('impolite', 'polite')",-0.6470426,-0.8470069,-0.1999643
14,-0.20883803,-0.4120298,"('antisocial', 'social')",-0.208838,-0.4120298,-0.2031918
15,1.3994156,1.4304572,"('boring', 'funny')",1.3994156,1.4304572,0.0310416
16,0.29372048,0.314327,"('unpopular', 'popular')",0.2937205,0.314327,0.0206065
17,-0.90189165,-0.8627371,"('nasty', 'nice')",-0.9018916,-0.8627371,0.0391545
18,-0.16002144,-0.16491309,"('disagreeable', 'welcoming')",-0.1600214,-0.1649131,-0.0048917
19,0.27885106,0.45315963,"('inhospitable', 'hospitable')",0.2788511,0.4531596,0.1743085
20,0.08460831,-0.033019792,"('rough', 'thoughtful')",0.0846083,-0.0330198,-0.1176281
21,-0.22958796,-0.3683639,"('immoral', 'moral')",-0.229588,-0.3683639,-0.1387759
22,-0.8307792,-0.9680212,"('untrustworthy', 'trustworthy')",-0.8307792,-0.9680212,-0.137242
23,2.961806,2.7661738,"('insincere', 'sincere')",2.9618061,2.7661738,-0.1956323
24,0.6392401,0.5698702,"('dishonest', 'honest')",0.6392401,0.5698702,-0.0693699
25,1.1001658,1.1889201,"('egoistic', 'altruistic')",1.1001658,1.1889201,0.0887543
26,1.2108985,1.245868,"('hardhearted', 'benevolent')",1.2108985,1.245868,0.0349695
27,-0.025360707,-0.010492027,"('hardhearted', 'softhearted')",-0.0253607,-0.010492,0.0148687
