,linguistics_male,linguistics_female,tuple,average_male,average_female,female-male
0,-0.59586483,-0.7323344,"('unsociable', 'sociable')",-0.5958648,-0.7323344,-0.1364696
1,1.794125,1.6973119,"('unfriendly', 'friendly')",1.794125,1.6973119,-0.0968131
2,-0.02722041,0.12606542,"('unlikable', 'likable')",-0.0272204,0.1260654,0.1532858
3,-0.19463857,-0.07839458,"('repellent', 'pleasant')",-0.1946386,-0.0783946,0.116244
4,-7.098126,-7.2794323,"('disliked', 'liked')",-7.0981259,-7.2794323,-0.1813064
5,0.11407277,0.21026756,"('distant', 'outgoing')",0.1140728,0.2102676,0.0961948
6,0.39110696,0.5018594,"('distant', 'open')",0.391107,0.5018594,0.1107524
7,-0.19372077,-0.123036616,"('insensitive', 'sensitive')",-0.1937208,-0.1230366,0.0706842
8,1.4616102,1.5412865,"('unaffectionate', 'affectionate')",1.4616102,1.5412865,0.0796763
9,1.8731368,2.0106826,"('unaffectionate', 'caring')",1.8731368,2.0106826,0.1375458
10,0.3330696,0.32610556,"('unsympathetic', 'sympathetic')",0.3330696,0.3261056,-0.006964
11,2.152621,2.2351582,"('unhelpful', 'helpful')",2.152621,2.2351582,0.0825372
12,-1.4741693,-1.4932461,"('unsupportive', 'supportive')",-1.4741693,-1.4932461,-0.0190768
13,-0.4011625,-0.4460516,"('impolite', 'polite')",-0.4011625,-0.4460516,-0.0448891
14,-0.6156305,-0.74673194,"('antisocial', 'social')",-0.6156305,-0.7467319,-0.1311014
15,-0.36520883,-0.3095882,"('boring', 'funny')",-0.3652088,-0.3095882,0.0556206
16,0.17918839,0.19439492,"('unpopular', 'popular')",0.1791884,0.1943949,0.0152065
17,-0.11020395,-0.08718058,"('nasty', 'nice')",-0.110204,-0.0871806,0.0230234
18,-0.17331176,-0.28097698,"('disagreeable', 'welcoming')",-0.1733118,-0.280977,-0.1076652
19,-0.41805983,-0.3290354,"('inhospitable', 'hospitable')",-0.4180598,-0.3290354,0.0890244
20,0.73573935,0.6933195,"('rough', 'thoughtful')",0.7357394,0.6933195,-0.0424199
21,-0.52559084,-0.6321432,"('immoral', 'moral')",-0.5255908,-0.6321432,-0.1065524
22,-0.7450136,-0.8362078,"('untrustworthy', 'trustworthy')",-0.7450136,-0.8362078,-0.0911942
23,6.227187,6.3740797,"('insincere', 'sincere')",6.2271872,6.3740797,0.1468925
24,1.5445772,1.5065439,"('dishonest', 'honest')",1.5445772,1.5065439,-0.0380333
25,1.0025957,0.89363086,"('egoistic', 'altruistic')",1.0025957,0.8936309,-0.1089648
26,1.3714471,1.0942314,"('hardhearted', 'benevolent')",1.3714471,1.0942314,-0.2772157
27,1.2117362,1.1976299,"('hardhearted', 'softhearted')",1.2117362,1.1976299,-0.0141063
28,1.3799188,1.2633301,"('disloyal', 'loyal')",1.3799188,1.2633301,-0.1165887
29,-0.7487939,-0.7663068,"('unfair', 'fair')",-0.7487939,-0.7663068,-0.0175129
30,0.98023945,0.8553037,"('intolerant', 'tolerant')",0.9802395,0.8553037,-0.1249358
31,-0.843421,-0.8299685,"('evil', 'good')",-0.843421,-0.8299685,0.0134525
32,1.149135,1.067304,"('unkind', 'kind')",1.149135,1.067304,-0.081831
