,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,female-male
0,-2.528927,-2.2777753,"('unsociable', 'sociable')",-0.63848513,-0.8036394,-0.4284106,-0.51568085,-1.1986076,-1.1990318,-0.0004242
1,0.1759519,0.2583006,"('unfriendly', 'friendly')",1.4742286,1.2655975,1.5765684,1.4626304,1.075583,0.9955095,-0.0800735
2,0.13774233,0.23716865,"('unlikable', 'likable')",0.6711998,0.65292966,0.509549,0.6856125,0.4394971,0.5252369,0.0857398
3,-1.3779452,-1.1296886,"('repellent', 'pleasant')",-0.35370505,-0.24369216,0.36226365,0.34418386,-0.4564622,-0.3430657,0.1133965
4,0.5822059,0.4673388,"('disliked', 'liked')",1.5877903,1.4862103,-6.400709,-6.2872505,-1.4102376,-1.444567,-0.0343294
5,1.6090244,1.4919854,"('distant', 'outgoing')",1.6457573,1.5961317,-0.23547907,-0.12879725,1.0064342,0.9864399,-0.0199943
6,1.2428312,1.0985383,"('distant', 'open')",1.6723723,1.6312885,0.109525226,0.22953169,1.0082429,0.9864529,-0.02179
7,-1.0990691,-0.8319226,"('insensitive', 'sensitive')",-0.0866064,0.04977838,0.17392458,0.16612768,-0.3372503,-0.2053388,0.1319115
8,0.0031532869,-0.23429969,"('unaffectionate', 'affectionate')",1.0363395,0.9245801,0.88027334,0.8469959,0.6399221,0.5124254,-0.1274967
9,0.15186794,0.14808217,"('unaffectionate', 'caring')",1.7457628,1.7028018,1.6352687,1.6131783,1.1776331,1.1546874,-0.0229457
10,-2.4663072,-2.0508618,"('unsympathetic', 'sympathetic')",-0.67377585,-0.40749082,-0.1377097,-0.15032646,-1.0925976,-0.8695597,0.2230379
11,-1.446015,-1.2984682,"('unhelpful', 'helpful')",-1.0376825,-0.89257944,1.7702436,1.8285667,-0.2378179,-0.120827,0.1169909
12,-0.36237413,-0.16558298,"('unsupportive', 'supportive')",1.5430325,1.7382874,-1.5345383,-1.4205097,-0.11796,0.0507316,0.1686916
13,-1.5589112,-1.5306332,"('impolite', 'polite')",-1.1769328,-1.1531271,-0.44588396,-0.48594004,-1.060576,-1.0565667,0.0040093
14,-2.147769,-2.078638,"('antisocial', 'social')",-0.59486514,-0.4851918,-0.92809635,-0.9575613,-1.2235768,-1.1737971,0.0497797
15,0.95307755,1.0095226,"('boring', 'funny')",0.8201069,0.8334986,0.5785532,0.7084595,0.7839126,0.8504936,0.066581
16,0.7645066,0.7151732,"('unpopular', 'popular')",0.53636414,0.4265732,-0.016262196,-0.09936689,0.4282028,0.3474598,-0.080743
17,0.52541363,0.55299985,"('nasty', 'nice')",0.59270245,0.72439164,-0.20950672,-0.16886926,0.3028698,0.3695074,0.0666376
18,0.75530493,0.8219465,"('disagreeable', 'welcoming')",-0.4193094,-0.34836096,-1.0714425,-1.0198082,-0.245149,-0.1820742,0.0630748
19,1.0888984,1.1459041,"('inhospitable', 'hospitable')",1.0575563,1.018429,0.060826264,0.13841793,0.7357604,0.7675837,0.0318233
20,-0.08578113,0.0140107125,"('rough', 'thoughtful')",0.29236537,0.25530964,0.4118732,0.40343645,0.2061525,0.2242523,0.0180998
21,-1.7983506,-1.5406103,"('immoral', 'moral')",-0.0068655238,0.20017852,-0.7376564,-0.69026655,-0.8476241,-0.6768994,0.1707247
22,-0.8052559,-0.6325708,"('untrustworthy', 'trustworthy')",-0.35671833,-0.3389344,-0.6389444,-0.54963905,-0.6003062,-0.5070481,0.0932581
23,-1.3152081,-1.0656896,"('insincere', 'sincere')",-0.8056284,-0.78876495,5.261483,5.0697126,1.0468822,1.0717527,0.0248705
24,-0.5276539,-0.43414268,"('dishonest', 'honest')",0.072636016,0.10303058,0.96069294,0.9850515,0.1685584,0.2179798,0.0494214
25,0.70729434,0.58203065,"('egoistic', 'altruistic')",1.1183382,0.81767964,1.2006001,1.0682489,1.0087442,0.8226531,-0.1860911
26,1.1154227,1.2095634,"('hardhearted', 'benevolent')",0.9620779,0.8207486,1.5216559,1.3900963,1.1997188,1.1401361,-0.0595827
27,0.89276457,0.8678206,"('hardhearted', 'softhearted')",0.45353112,0.5602749,0.9166372,0.8578565,0.7543109,0.761984,0.0076731
28,-2.2420032,-2.1257918,"('disloyal', 'loyal')",-1.0154383,-1.1646953,0.6948693,0.5766073,-0.8541907,-0.9046266,-0.0504359
29,0.5007891,0.4801019,"('unfair', 'fair')",-0.2474121,-0.1791507,-0.38694358,-0.33966964,-0.0445222,-0.0129061,0.0316161
30,-1.459391,-1.2080178,"('intolerant', 'tolerant')",-0.49273333,-0.40563852,0.19888712,0.30393374,-0.5844124,-0.4365742,0.1478382
31,1.5558482,1.5606234,"('evil', 'good')",1.2197174,1.1443661,-0.82857776,-0.75886446,0.648996,0.6487083,-0.0002877
32,-0.83702844,-0.7807437,"('unkind', 'kind')",0.011174567,-0.019883888,1.218955,1.091451,0.1310337,0.0969412,-0.0340925
