,broom_male,broom_female,tuple,average_male,average_female,female-male
0,0.43616393,0.30625713,"('unsociable', 'sociable')",0.4361639,0.3062571,-0.1299068
1,0.93424475,1.1396567,"('unfriendly', 'friendly')",0.9342448,1.1396567,0.2054119
2,0.3387669,0.5464204,"('unlikable', 'likable')",0.3387669,0.5464204,0.2076535
3,0.6255419,0.8227268,"('repellent', 'pleasant')",0.6255419,0.8227268,0.1971849
4,-7.490016,-7.3691278,"('disliked', 'liked')",-7.490016,-7.3691278,0.1208882
5,-0.74485254,-0.5337179,"('distant', 'outgoing')",-0.7448525,-0.5337179,0.2111346
6,-0.23312968,-0.08112933,"('distant', 'open')",-0.2331297,-0.0811293,0.1520004
7,1.5562235,1.5186843,"('insensitive', 'sensitive')",1.5562235,1.5186843,-0.0375392
8,1.1398059,1.1823999,"('unaffectionate', 'affectionate')",1.1398059,1.1823999,0.042594
9,1.3456208,1.4206195,"('unaffectionate', 'caring')",1.3456208,1.4206195,0.0749987
10,2.0528502,1.7866988,"('unsympathetic', 'sympathetic')",2.0528502,1.7866988,-0.2661514
11,2.0646548,2.036549,"('unhelpful', 'helpful')",2.0646548,2.0365491,-0.0281057
12,-1.1709887,-1.1055071,"('unsupportive', 'supportive')",-1.1709887,-1.1055071,0.0654816
13,0.33014056,0.25849947,"('impolite', 'polite')",0.3301406,0.2584995,-0.0716411
14,0.40295377,0.40669885,"('antisocial', 'social')",0.4029538,0.4066989,0.0037451
15,0.57606876,0.57668096,"('boring', 'funny')",0.5760688,0.576681,0.0006122
16,-0.97120607,-0.7624963,"('unpopular', 'popular')",-0.9712061,-0.7624963,0.2087098
17,0.051358484,-0.046912864,"('nasty', 'nice')",0.0513585,-0.0469129,-0.0982714
18,-0.63847,-0.44926372,"('disagreeable', 'welcoming')",-0.63847,-0.4492637,0.1892063
19,-0.3681498,-0.3744281,"('inhospitable', 'hospitable')",-0.3681498,-0.3744281,-0.0062783
20,0.9708407,0.84164363,"('rough', 'thoughtful')",0.9708407,0.8416436,-0.1291971
