,severity_male,severity_female,tuple,average_male,average_female,female-male
0,-0.00569769,-0.06922534,"('unsociable', 'sociable')",-0.0056977,-0.0692253,-0.0635276
1,0.87657684,0.85423577,"('unfriendly', 'friendly')",0.8765768,0.8542358,-0.022341
2,-0.10288583,-0.0248974,"('unlikable', 'likable')",-0.1028858,-0.0248974,0.0779884
3,0.7287185,0.74913794,"('repellent', 'pleasant')",0.7287185,0.7491379,0.0204194
4,-7.235232,-7.3368425,"('disliked', 'liked')",-7.2352319,-7.3368425,-0.1016106
5,-0.76176727,-0.69770277,"('distant', 'outgoing')",-0.7617673,-0.6977028,0.0640645
6,-0.24381828,-0.24346799,"('distant', 'open')",-0.2438183,-0.243468,0.0003503
7,0.76176083,0.7990952,"('insensitive', 'sensitive')",0.7617608,0.7990952,0.0373344
8,0.7765187,0.7497628,"('unaffectionate', 'affectionate')",0.7765187,0.7497628,-0.0267559
9,0.9917689,1.041332,"('unaffectionate', 'caring')",0.9917689,1.041332,0.0495631
10,1.3869827,1.3528799,"('unsympathetic', 'sympathetic')",1.3869827,1.3528799,-0.0341028
11,1.6305312,1.5959505,"('unhelpful', 'helpful')",1.6305312,1.5959505,-0.0345807
12,-1.741866,-1.7685648,"('unsupportive', 'supportive')",-1.741866,-1.7685648,-0.0266988
13,0.027508244,-0.0037573352,"('impolite', 'polite')",0.0275082,-0.0037573,-0.0312655
14,0.38787115,0.30125916,"('antisocial', 'social')",0.3878711,0.3012592,-0.0866119
15,0.011451347,-0.07595025,"('boring', 'funny')",0.0114513,-0.0759503,-0.0874016
16,-0.7017,-0.603493,"('unpopular', 'popular')",-0.7017,-0.603493,0.098207
17,-0.6073765,-0.52135646,"('nasty', 'nice')",-0.6073765,-0.5213565,0.08602
18,-0.17414269,-0.25806552,"('disagreeable', 'welcoming')",-0.1741427,-0.2580655,-0.0839228
19,-0.9519991,-0.9631939,"('inhospitable', 'hospitable')",-0.9519991,-0.9631939,-0.0111948
20,0.9337771,0.89036083,"('rough', 'thoughtful')",0.9337771,0.8903608,-0.0434163
21,-0.16646776,-0.13958396,"('immoral', 'moral')",-0.1664678,-0.139584,0.0268838
22,-0.30596682,-0.38326332,"('untrustworthy', 'trustworthy')",-0.3059668,-0.3832633,-0.0772965
23,6.1830177,6.183126,"('insincere', 'sincere')",6.1830177,6.183126,0.0001083
24,1.3776791,1.2699282,"('dishonest', 'honest')",1.3776791,1.2699282,-0.1077509
25,0.64722526,0.61604476,"('egoistic', 'altruistic')",0.6472253,0.6160448,-0.0311805
26,0.64366186,0.6087686,"('hardhearted', 'benevolent')",0.6436619,0.6087686,-0.0348933
27,1.4670936,1.3563031,"('hardhearted', 'softhearted')",1.4670936,1.3563031,-0.1107905
28,1.0569152,1.0077152,"('disloyal', 'loyal')",1.0569152,1.0077152,-0.0492
29,-1.0269018,-1.1074494,"('unfair', 'fair')",-1.0269018,-1.1074494,-0.0805476
30,1.0200187,0.9723662,"('intolerant', 'tolerant')",1.0200187,0.9723662,-0.0476525
31,-1.7600245,-1.6711713,"('evil', 'good')",-1.7600245,-1.6711713,0.0888532
32,0.9757738,0.90234935,"('unkind', 'kind')",0.9757738,0.9023494,-0.0734244
33,-0.6667321,-0.64810824,"('wrong', 'right')",-0.6667321,-0.6481082,0.0186239
34,4.226539,4.3751836,"('mean', 'honorable')",4.2265391,4.3751836,0.1486445
35,-0.9471992,-1.1138356,"('corrupt', 'incorrupt')",-0.9471992,-1.1138356,-0.1666364
36,-1.0354493,-1.0535533,"('hostile', 'amicable')",-1.0354493,-1.0535533,-0.018104
37,0.89115095,0.87481374,"('fake', 'genuine')",0.891151,0.8748137,-0.0163373
38,-0.25813934,-0.26722658,"('untruthful', 'truthful')",-0.2581393,-0.2672266,-0.0090873
39,0.47569102,0.42074382,"('exploitative', 'cooperative')",0.475691,0.4207438,-0.0549472
40,-1.1426561,-1.3109727,"('stingy', 'generous')",-1.1426561,-1.3109727,-0.1683166
