,word_male,word_female,tuple,average_male,average_female,female-male
0,0.17509466,0.13558722,"('unsociable', 'sociable')",0.1750947,0.1355872,-0.0395075
1,1.3263166,1.2211591,"('unfriendly', 'friendly')",1.3263166,1.2211591,-0.1051575
2,0.6768288,0.77321976,"('unlikable', 'likable')",0.6768288,0.7732198,0.096391
3,1.0567895,1.1805924,"('repellent', 'pleasant')",1.0567895,1.1805924,0.1238029
4,-6.922539,-6.8539324,"('disliked', 'liked')",-6.9225392,-6.8539324,0.0686068
5,-0.1477013,-0.14662093,"('distant', 'outgoing')",-0.1477013,-0.1466209,0.0010804
6,0.0814518,0.11566874,"('distant', 'open')",0.0814518,0.1156687,0.0342169
7,1.4925475,1.4588574,"('insensitive', 'sensitive')",1.4925475,1.4588574,-0.0336901
8,0.7959529,0.7173159,"('unaffectionate', 'affectionate')",0.7959529,0.7173159,-0.078637
9,1.4856156,1.4512513,"('unaffectionate', 'caring')",1.4856156,1.4512513,-0.0343643
10,1.6384214,1.6648576,"('unsympathetic', 'sympathetic')",1.6384214,1.6648576,0.0264362
11,2.28838,2.2825413,"('unhelpful', 'helpful')",2.2883799,2.2825413,-0.0058386
12,-0.8975643,-0.8995251,"('unsupportive', 'supportive')",-0.8975643,-0.8995251,-0.0019608
13,0.4607332,0.40314254,"('impolite', 'polite')",0.4607332,0.4031425,-0.0575907
14,0.30814466,0.22253768,"('antisocial', 'social')",0.3081447,0.2225377,-0.085607
15,0.5350897,0.5112348,"('boring', 'funny')",0.5350897,0.5112348,-0.0238549
16,-0.73467326,-0.6755912,"('unpopular', 'popular')",-0.7346733,-0.6755912,0.0590821
17,-0.21383391,-0.18096162,"('nasty', 'nice')",-0.2138339,-0.1809616,0.0328723
18,-0.28796703,-0.30606344,"('disagreeable', 'welcoming')",-0.287967,-0.3060634,-0.0180964
19,-0.11231525,-0.06957532,"('inhospitable', 'hospitable')",-0.1123153,-0.0695753,0.04274
20,0.79555804,0.68433696,"('rough', 'thoughtful')",0.795558,0.684337,-0.111221
21,0.6175918,0.6572662,"('immoral', 'moral')",0.6175918,0.6572662,0.0396744
22,0.21991692,0.1820763,"('untrustworthy', 'trustworthy')",0.2199169,0.1820763,-0.0378406
23,6.8611517,6.7859135,"('insincere', 'sincere')",6.8611517,6.7859135,-0.0752382
24,2.4990854,2.450171,"('dishonest', 'honest')",2.4990854,2.450171,-0.0489144
25,0.17135787,0.09775481,"('egoistic', 'altruistic')",0.1713579,0.0977548,-0.0736031
26,-0.13306281,-0.1804561,"('hardhearted', 'benevolent')",-0.1330628,-0.1804561,-0.0473933
27,1.3762202,1.2539104,"('hardhearted', 'softhearted')",1.3762202,1.2539104,-0.1223098
28,1.3343694,1.3066232,"('disloyal', 'loyal')",1.3343694,1.3066232,-0.0277462
29,0.001631897,-0.099657,"('unfair', 'fair')",0.0016319,-0.099657,-0.1012889
30,1.1508062,1.0602447,"('intolerant', 'tolerant')",1.1508062,1.0602447,-0.0905615
31,-1.5458082,-1.5448687,"('evil', 'good')",-1.5458082,-1.5448687,0.0009395
32,1.4159274,1.3253402,"('unkind', 'kind')",1.4159274,1.3253402,-0.0905872
33,-0.55963045,-0.5122243,"('wrong', 'right')",-0.5596305,-0.5122243,0.0474062
34,4.36682,4.4644237,"('mean', 'honorable')",4.3668199,4.4644237,0.0976038
35,-0.95293915,-1.0850376,"('corrupt', 'incorrupt')",-0.9529392,-1.0850376,-0.1320984
36,-1.345065,-1.3101289,"('hostile', 'amicable')",-1.345065,-1.3101289,0.0349361
37,1.1596963,1.1065283,"('fake', 'genuine')",1.1596963,1.1065283,-0.053168
38,0.34002522,0.27824304,"('untruthful', 'truthful')",0.3400252,0.278243,-0.0617822
39,0.122720264,0.15054026,"('exploitative', 'cooperative')",0.1227203,0.1505403,0.02782
40,-1.0221545,-1.0529041,"('stingy', 'generous')",-1.0221545,-1.0529041,-0.0307496
41,-0.14344871,-0.1487303,"('unforgiving', 'forgiving')",-0.1434487,-0.1487303,-0.0052816
42,-1.1684867,-1.1525528,"('unreliable', 'reliable')",-1.1684867,-1.1525528,0.0159339
43,1.5222485,1.4328606,"('irresponsible', 'responsible')",1.5222485,1.4328606,-0.0893879
44,-1.4663578,-1.5218462,"('prejudiced', 'unprejudiced')",-1.4663578,-1.5218462,-0.0554884
45,0.64755416,0.6688734,"('incompetent', 'competent')",0.6475542,0.6688734,0.0213192
46,-0.14312865,-0.087185495,"('uncompetitive', 'competitive')",-0.1431286,-0.0871855,0.0559431
47,5.4485216,5.5394316,"('stupid', 'smart')",5.4485216,5.5394316,0.09091
48,1.1206889,1.0640998,"('unintelligent', 'intelligent')",1.1206889,1.0640998,-0.0565891
49,0.43180078,0.5354762,"('unable', 'able')",0.4318008,0.5354762,0.1036754
50,0.29602027,0.37793443,"('clumsy', 'skillful')",0.2960203,0.3779344,0.0819141
51,1.2341802,1.2465537,"('uneducated', 'educated')",1.2341802,1.2465537,0.0123735
52,-0.53635347,-0.49780953,"('irrational', 'rational')",-0.5363535,-0.4978095,0.038544
53,0.55768627,0.48238277,"('uncreative', 'creative')",0.5576863,0.4823828,-0.0753035
54,1.5044523,1.5671284,"('incapable', 'capable')",1.5044523,1.5671284,0.0626761
55,1.5218852,1.461313,"('incompetent', 'clever')",1.5218852,1.461313,-0.0605722
56,1.2618029,1.2478099,"('impractical', 'practical')",1.2618029,1.2478099,-0.013993
57,-2.1840599,-2.0731087,"('unimaginative', 'imaginative')",-2.1840599,-2.0731087,0.1109512
58,-0.1627678,-0.14717485,"('undiscriminating', 'discriminating')",-0.1627678,-0.1471749,0.0155929
59,0.09349603,0.22966117,"('foolish', 'wise')",0.093496,0.2296612,0.1361652
60,1.23524,1.2434694,"('inefficient', 'efficient')",1.23524,1.2434694,0.0082294
61,0.7056207,0.58581316,"('illogical', 'logical')",0.7056207,0.5858132,-0.1198075
62,2.265926,2.2471933,"('incompetent', 'brilliant')",2.2659259,2.2471933,-0.0187326
63,1.4609618,1.4667122,"('unperceptive', 'insightful')",1.4609618,1.4667122,0.0057504
64,-4.9740767,-4.880198,"('shy', 'confident')",-4.9740767,-4.880198,0.0938787
65,1.3198044,1.3128386,"('insecure', 'secure')",1.3198044,1.3128386,-0.0069658
66,0.08989568,0.08663954,"('inactive', 'active')",0.0898957,0.0866395,-0.0032562
67,-0.5943673,-0.5494208,"('doubtful', 'determined')",-0.5943673,-0.5494208,0.0449465
68,-0.06921169,-0.052700862,"('dependent', 'independent')",-0.0692117,-0.0527009,0.0165108
69,-1.6739022,-1.6747847,"('lazy', 'industrious')",-1.6739022,-1.6747847,-0.0008825
70,1.9889876,1.9780896,"('lethargic', 'energetic')",1.9889876,1.9780896,-0.010898
