,revascularization_male,revascularization_female,tuple,average_male,average_female,female-male
0,-1.0956911,-1.3471141,"('unsociable', 'sociable')",-1.0956911,-1.3471141,-0.251423
1,-1.2076154,-1.4649103,"('unfriendly', 'friendly')",-1.2076154,-1.4649103,-0.2572949
2,0.8688111,0.8922393,"('unlikable', 'likable')",0.8688111,0.8922393,0.0234282
3,-0.41399527,-0.2977569,"('repellent', 'pleasant')",-0.4139953,-0.2977569,0.1162384
4,-0.87120366,-0.8847017,"('disliked', 'liked')",-0.8712037,-0.8847017,-0.013498
5,-0.11934631,-0.083955824,"('distant', 'outgoing')",-0.1193463,-0.0839558,0.0353905
6,-0.30635107,-0.28975737,"('distant', 'open')",-0.3063511,-0.2897574,0.0165937
7,-0.81488675,-0.8148062,"('insensitive', 'sensitive')",-0.8148867,-0.8148062,8.05e-05
8,-1.7086513,-1.9187106,"('unaffectionate', 'affectionate')",-1.7086513,-1.9187106,-0.2100593
9,-1.4343555,-1.6237974,"('unaffectionate', 'caring')",-1.4343555,-1.6237974,-0.1894419
10,-1.2568728,-1.330026,"('unsympathetic', 'sympathetic')",-1.2568728,-1.330026,-0.0731532
11,0.39391455,0.2890782,"('unhelpful', 'helpful')",0.3939146,0.2890782,-0.1048364
12,-1.206113,-1.229906,"('unsupportive', 'supportive')",-1.206113,-1.229906,-0.023793
13,-0.31315514,-0.33909738,"('impolite', 'polite')",-0.3131551,-0.3390974,-0.0259423
14,-0.18433042,-0.24433723,"('antisocial', 'social')",-0.1843304,-0.2443372,-0.0600068
15,0.69322646,0.6063753,"('boring', 'funny')",0.6932265,0.6063753,-0.0868512
16,-0.054250896,-0.14461477,"('unpopular', 'popular')",-0.0542509,-0.1446148,-0.0903639
17,-0.27012485,-0.13859205,"('nasty', 'nice')",-0.2701249,-0.138592,0.1315329
18,0.16620603,0.24414778,"('disagreeable', 'welcoming')",0.166206,0.2441478,0.0779418
19,-0.72712624,-0.6967793,"('inhospitable', 'hospitable')",-0.7271262,-0.6967793,0.0303469
20,0.23226897,0.27225024,"('rough', 'thoughtful')",0.232269,0.2722502,0.0399812
21,0.12233018,0.05090464,"('immoral', 'moral')",0.1223302,0.0509046,-0.0714256
22,0.20021367,0.20283282,"('untrustworthy', 'trustworthy')",0.2002137,0.2028328,0.0026191
23,0.48055962,0.3439862,"('insincere', 'sincere')",0.4805596,0.3439862,-0.1365734
24,-0.5005923,-0.57304543,"('dishonest', 'honest')",-0.5005923,-0.5730454,-0.0724531
25,-0.11958259,-0.13127384,"('egoistic', 'altruistic')",-0.1195826,-0.1312738,-0.0116912
26,0.3336555,0.1703763,"('hardhearted', 'benevolent')",0.3336555,0.1703763,-0.1632792
27,-0.53601754,-0.48719698,"('hardhearted', 'softhearted')",-0.5360175,-0.487197,0.0488205
28,-1.1448361,-1.427583,"('disloyal', 'loyal')",-1.1448361,-1.427583,-0.2827469
29,-0.5164246,-0.55604386,"('unfair', 'fair')",-0.5164246,-0.5560439,-0.0396193
30,0.30912983,0.27227235,"('intolerant', 'tolerant')",0.3091298,0.2722723,-0.0368575
31,-0.48855996,-0.44700658,"('evil', 'good')",-0.48856,-0.4470066,0.0415534
