,nonbeliever_male,nonbeliever_female,tuple,average_male,average_female,female-male
0,-2.282375,-2.4254105,"('unsociable', 'sociable')",-2.2823751,-2.4254105,-0.1430354
1,-0.9030925,-0.93779206,"('unfriendly', 'friendly')",-0.9030925,-0.9377921,-0.0346996
2,0.09828602,0.085113436,"('unlikable', 'likable')",0.098286,0.0851134,-0.0131726
3,-1.2789319,-1.244083,"('repellent', 'pleasant')",-1.2789319,-1.244083,0.0348489
4,-0.49685353,-0.48867998,"('disliked', 'liked')",-0.4968535,-0.48868,0.0081735
5,1.3299335,1.5064816,"('distant', 'outgoing')",1.3299335,1.5064816,0.1765481
6,1.2276226,1.4025033,"('distant', 'open')",1.2276226,1.4025033,0.1748807
7,-0.9352375,-0.8750484,"('insensitive', 'sensitive')",-0.9352375,-0.8750484,0.0601891
8,-1.0139341,-1.0398479,"('unaffectionate', 'affectionate')",-1.0139341,-1.0398479,-0.0259138
9,-0.4941617,-0.44597974,"('unaffectionate', 'caring')",-0.4941617,-0.4459797,0.048182
10,-2.4469883,-2.5124705,"('unsympathetic', 'sympathetic')",-2.4469883,-2.5124705,-0.0654822
11,-1.3108932,-1.2592468,"('unhelpful', 'helpful')",-1.3108932,-1.2592468,0.0516464
12,-1.7768432,-1.6795019,"('unsupportive', 'supportive')",-1.7768432,-1.6795019,0.0973413
13,-1.4475516,-1.5140607,"('impolite', 'polite')",-1.4475516,-1.5140607,-0.0665091
14,-1.692492,-1.7993989,"('antisocial', 'social')",-1.692492,-1.7993989,-0.1069069
15,0.72640353,0.6974262,"('boring', 'funny')",0.7264035,0.6974262,-0.0289773
16,-0.21206461,-0.14686571,"('unpopular', 'popular')",-0.2120646,-0.1468657,0.0651989
17,0.37960684,0.46458983,"('nasty', 'nice')",0.3796068,0.4645898,0.084983
18,-0.38244992,-0.29751188,"('disagreeable', 'welcoming')",-0.3824499,-0.2975119,0.084938
19,0.53536236,0.664402,"('inhospitable', 'hospitable')",0.5353624,0.664402,0.1290396
20,0.13773514,0.13035728,"('rough', 'thoughtful')",0.1377351,0.1303573,-0.0073778
21,-1.4765234,-1.50228,"('immoral', 'moral')",-1.4765234,-1.50228,-0.0257566
22,-1.5124179,-1.548639,"('untrustworthy', 'trustworthy')",-1.5124179,-1.5486391,-0.0362212
23,-0.16190803,-0.22195885,"('insincere', 'sincere')",-0.161908,-0.2219588,-0.0600508
24,-0.37959296,-0.43700886,"('dishonest', 'honest')",-0.379593,-0.4370089,-0.0574159
25,1.2012357,1.1973897,"('egoistic', 'altruistic')",1.2012357,1.1973897,-0.003846
26,0.39746046,0.2504157,"('hardhearted', 'benevolent')",0.3974605,0.2504157,-0.1470448
27,-0.0878156,0.0093659805,"('hardhearted', 'softhearted')",-0.0878156,0.009366,0.0971816
28,-0.42644772,-0.52319187,"('disloyal', 'loyal')",-0.4264477,-0.5231919,-0.0967442
29,0.01461483,0.04466842,"('unfair', 'fair')",0.0146148,0.0446684,0.0300536
30,-0.9023102,-0.950297,"('intolerant', 'tolerant')",-0.9023102,-0.950297,-0.0479868
31,0.2797608,0.35676354,"('evil', 'good')",0.2797608,0.3567635,0.0770027
32,-0.28346106,-0.3145391,"('unkind', 'kind')",-0.2834611,-0.3145391,-0.031078
33,1.3342181,1.3386366,"('wrong', 'right')",1.3342181,1.3386366,0.0044185
34,0.56822324,0.6710065,"('mean', 'honorable')",0.5682232,0.6710065,0.1027833
35,2.5800092,2.657504,"('corrupt', 'incorrupt')",2.5800092,2.6575041,0.0774949
36,0.7636843,0.74081576,"('hostile', 'amicable')",0.7636843,0.7408158,-0.0228685
37,0.37781462,0.386662,"('fake', 'genuine')",0.3778146,0.386662,0.0088474
38,-0.55491734,-0.5119287,"('untruthful', 'truthful')",-0.5549173,-0.5119287,0.0429886
39,0.76321083,0.76304764,"('exploitative', 'cooperative')",0.7632108,0.7630476,-0.0001632
