,suite_male,suite_female,tuple,average_male,average_female,female-male
0,0.45845807,0.1938705,"('unsociable', 'sociable')",0.4584581,0.1938705,-0.2645876
1,1.3747562,1.4193429,"('unfriendly', 'friendly')",1.3747562,1.4193429,0.0445867
2,0.67850804,0.84613025,"('unlikable', 'likable')",0.678508,0.8461303,0.1676223
3,0.48137996,0.40977147,"('repellent', 'pleasant')",0.48138,0.4097715,-0.0716085
4,-7.310759,-7.258165,"('disliked', 'liked')",-7.3107591,-7.2581649,0.0525942
5,-0.13343963,0.098542236,"('distant', 'outgoing')",-0.1334396,0.0985422,0.2319818
6,0.30025288,0.5320105,"('distant', 'open')",0.3002529,0.5320105,0.2317576
7,0.49980223,0.53564346,"('insensitive', 'sensitive')",0.4998022,0.5356435,0.0358413
8,1.1767716,1.2354275,"('unaffectionate', 'affectionate')",1.1767716,1.2354275,0.0586559
9,2.008804,2.0795925,"('unaffectionate', 'caring')",2.0088041,2.0795925,0.0707884
10,0.6678081,0.64822555,"('unsympathetic', 'sympathetic')",0.6678081,0.6482255,-0.0195826
11,2.2169917,2.2143507,"('unhelpful', 'helpful')",2.2169917,2.2143507,-0.002641
12,-1.4035375,-1.4305104,"('unsupportive', 'supportive')",-1.4035375,-1.4305104,-0.0269729
13,0.44262692,0.26265532,"('impolite', 'polite')",0.4426269,0.2626553,-0.1799716
14,0.007788637,-0.15451387,"('antisocial', 'social')",0.0077886,-0.1545139,-0.1623025
15,0.2820945,0.33064917,"('boring', 'funny')",0.2820945,0.3306492,0.0485547
16,0.13123024,0.13989592,"('unpopular', 'popular')",0.1312302,0.1398959,0.0086657
17,-0.008341657,0.03789203,"('nasty', 'nice')",-0.0083417,0.037892,0.0462337
18,-0.5222356,-0.5562609,"('disagreeable', 'welcoming')",-0.5222356,-0.5562609,-0.0340253
19,-0.89121544,-0.63954175,"('inhospitable', 'hospitable')",-0.8912154,-0.6395417,0.2516737
20,0.5223374,0.3305916,"('rough', 'thoughtful')",0.5223374,0.3305916,-0.1917458
21,-0.51062834,-0.5417553,"('immoral', 'moral')",-0.5106283,-0.5417553,-0.031127
22,-0.41069448,-0.39043793,"('untrustworthy', 'trustworthy')",-0.4106945,-0.3904379,0.0202566
23,6.214495,6.2142596,"('insincere', 'sincere')",6.2144952,6.2142596,-0.0002356
24,1.337746,1.4162896,"('dishonest', 'honest')",1.337746,1.4162896,0.0785436
25,0.73250693,0.70630777,"('egoistic', 'altruistic')",0.7325069,0.7063078,-0.0261991
26,0.56182444,0.51747173,"('hardhearted', 'benevolent')",0.5618244,0.5174717,-0.0443527
27,1.2011776,1.0574214,"('hardhearted', 'softhearted')",1.2011776,1.0574214,-0.1437562
28,1.1443102,1.008407,"('disloyal', 'loyal')",1.1443102,1.008407,-0.1359032
29,-0.71776676,-0.769421,"('unfair', 'fair')",-0.7177668,-0.769421,-0.0516542
30,1.0346514,0.97104746,"('intolerant', 'tolerant')",1.0346514,0.9710475,-0.0636039
31,-1.3721364,-1.1842571,"('evil', 'good')",-1.3721364,-1.1842571,0.1878793
32,1.1709569,1.1640873,"('unkind', 'kind')",1.1709569,1.1640873,-0.0068696
33,0.036797106,0.06536445,"('wrong', 'right')",0.0367971,0.0653645,0.0285674
34,4.5220633,4.759386,"('mean', 'honorable')",4.5220633,4.7593861,0.2373228
35,-1.0627725,-1.0076044,"('corrupt', 'incorrupt')",-1.0627725,-1.0076044,0.0551681
36,-0.29769543,-0.19625898,"('hostile', 'amicable')",-0.2976954,-0.196259,0.1014364
37,0.122033335,0.17289203,"('fake', 'genuine')",0.1220333,0.172892,0.0508587
38,0.1447737,0.21980482,"('untruthful', 'truthful')",0.1447737,0.2198048,0.0750311
39,0.54673195,0.52520216,"('exploitative', 'cooperative')",0.5467319,0.5252022,-0.0215297
40,-2.244419,-2.3442888,"('stingy', 'generous')",-2.2444191,-2.3442888,-0.0998697
41,0.18834245,0.12252576,"('unforgiving', 'forgiving')",0.1883425,0.1225258,-0.0658167
42,-2.7794929,-2.6944475,"('unreliable', 'reliable')",-2.7794929,-2.6944475,0.0850454
43,0.9765413,0.9369973,"('irresponsible', 'responsible')",0.9765413,0.9369973,-0.039544
44,-1.5035583,-1.5165373,"('prejudiced', 'unprejudiced')",-1.5035583,-1.5165373,-0.012979
45,0.05671259,0.006977602,"('incompetent', 'competent')",0.0567126,0.0069776,-0.049735
46,-0.8767706,-0.93884456,"('uncompetitive', 'competitive')",-0.8767706,-0.9388446,-0.062074
47,5.5488544,5.808382,"('stupid', 'smart')",5.5488544,5.808382,0.2595276
48,0.5991484,0.4410062,"('unintelligent', 'intelligent')",0.5991484,0.4410062,-0.1581422
49,0.13449538,0.16798359,"('unable', 'able')",0.1344954,0.1679836,0.0334882
50,-0.050101794,-0.027062314,"('clumsy', 'skillful')",-0.0501018,-0.0270623,0.0230395
51,0.20988047,0.19486329,"('uneducated', 'educated')",0.2098805,0.1948633,-0.0150172
52,-0.057272818,-0.040271405,"('irrational', 'rational')",-0.0572728,-0.0402714,0.0170014
53,0.07740745,0.097623624,"('uncreative', 'creative')",0.0774074,0.0976236,0.0202162
54,1.2212418,1.4503753,"('incapable', 'capable')",1.2212418,1.4503753,0.2291335
55,0.5572628,0.37894073,"('incompetent', 'clever')",0.5572628,0.3789407,-0.1783221
56,0.5163842,0.45914614,"('impractical', 'practical')",0.5163842,0.4591461,-0.0572381
57,-3.0484693,-2.9717999,"('unimaginative', 'imaginative')",-3.0484693,-2.9717999,0.0766694
58,-0.012806617,-0.0026510581,"('undiscriminating', 'discriminating')",-0.0128066,-0.0026511,0.0101555
59,0.08605495,0.17941563,"('foolish', 'wise')",0.086055,0.1794156,0.0933606
60,1.1937939,1.063483,"('inefficient', 'efficient')",1.1937939,1.063483,-0.1303109
61,0.5441702,0.3008511,"('illogical', 'logical')",0.5441702,0.3008511,-0.2433191
62,1.06765,1.0681392,"('incompetent', 'brilliant')",1.06765,1.0681392,0.0004892
63,0.26010486,0.27751982,"('unperceptive', 'insightful')",0.2601049,0.2775198,0.0174149
64,-5.9477005,-6.0438066,"('shy', 'confident')",-5.9477005,-6.0438066,-0.0961061
65,0.44796774,0.38045135,"('insecure', 'secure')",0.4479677,0.3804514,-0.0675163
66,-0.30809474,-0.24321619,"('inactive', 'active')",-0.3080947,-0.2432162,0.0648785
67,-0.21542376,-0.18707134,"('doubtful', 'determined')",-0.2154238,-0.1870713,0.0283525
68,-1.0067126,-0.9957836,"('dependent', 'independent')",-1.0067126,-0.9957836,0.010929
69,-1.3938369,-1.300769,"('lazy', 'industrious')",-1.3938369,-1.300769,0.0930679
70,0.6392508,0.65542823,"('lethargic', 'energetic')",0.6392508,0.6554282,0.0161774
71,0.5219455,0.5492258,"('diffident', 'self-confident')",0.5219455,0.5492258,0.0272803
72,0.6316846,0.7201012,"('unambitious', 'ambitious')",0.6316846,0.7201012,0.0884166
73,-3.3642337,-3.3452237,"('helpless', 'self-reliant')",-3.3642337,-3.3452237,0.01901
74,-0.20271291,-0.2641377,"('undedicated', 'dedicated')",-0.2027129,-0.2641377,-0.0614248
75,-1.2069998,-0.9832016,"('meek', 'impulsive')",-1.2069998,-0.9832016,0.2237982
