,honeybee_male,honeybee_female,tuple,average_male,average_female,female-male
0,0.3385627,0.35983944,"('unsociable', 'sociable')",0.3385627,0.3598394,0.0212767
1,-0.3470519,-0.41264272,"('unfriendly', 'friendly')",-0.3470519,-0.4126427,-0.0655908
2,0.109057635,0.07294218,"('unlikable', 'likable')",0.1090576,0.0729422,-0.0361154
3,-0.65519273,-0.45748773,"('repellent', 'pleasant')",-0.6551927,-0.4574877,0.197705
4,-3.9058518,-3.9721372,"('disliked', 'liked')",-3.9058518,-3.9721372,-0.0662854
5,-0.8068509,-0.80864,"('distant', 'outgoing')",-0.8068509,-0.80864,-0.0017891
6,-0.9322573,-0.9020523,"('distant', 'open')",-0.9322573,-0.9020523,0.030205
7,0.20086023,0.31149036,"('insensitive', 'sensitive')",0.2008602,0.3114904,0.1106302
8,0.27984726,0.17488565,"('unaffectionate', 'affectionate')",0.2798473,0.1748856,-0.1049617
9,0.759126,0.7333664,"('unaffectionate', 'caring')",0.759126,0.7333664,-0.0257596
10,-0.06993736,0.10675637,"('unsympathetic', 'sympathetic')",-0.0699374,0.1067564,0.1766938
11,1.1875511,1.2190363,"('unhelpful', 'helpful')",1.1875511,1.2190363,0.0314852
12,-1.0406333,-0.9426579,"('unsupportive', 'supportive')",-1.0406333,-0.9426579,0.0979754
13,0.23305675,0.2588883,"('impolite', 'polite')",0.2330568,0.2588883,0.0258315
14,-0.14138454,-0.18390946,"('antisocial', 'social')",-0.1413845,-0.1839095,-0.042525
15,0.43199587,0.2229389,"('boring', 'funny')",0.4319959,0.2229389,-0.209057
16,-0.05570046,0.04749593,"('unpopular', 'popular')",-0.0557005,0.0474959,0.1031964
17,0.04514604,0.13154888,"('nasty', 'nice')",0.045146,0.1315489,0.0864029
18,-0.32895157,-0.26641813,"('disagreeable', 'welcoming')",-0.3289516,-0.2664181,0.0625335
19,-0.8802404,-0.7521018,"('inhospitable', 'hospitable')",-0.8802404,-0.7521018,0.1281386
20,-0.1065884,-0.039601848,"('rough', 'thoughtful')",-0.1065884,-0.0396018,0.0669866
21,0.038263254,0.17407624,"('immoral', 'moral')",0.0382633,0.1740762,0.1358129
22,-0.64180917,-0.67596334,"('untrustworthy', 'trustworthy')",-0.6418092,-0.6759633,-0.0341541
23,3.2505233,3.427792,"('insincere', 'sincere')",3.2505233,3.4277921,0.1772688
24,0.25276303,0.20890574,"('dishonest', 'honest')",0.252763,0.2089057,-0.0438573
25,0.6691021,0.58751553,"('egoistic', 'altruistic')",0.6691021,0.5875155,-0.0815866
26,1.0195351,0.7614968,"('hardhearted', 'benevolent')",1.0195351,0.7614968,-0.2580383
27,1.2143761,1.0878572,"('hardhearted', 'softhearted')",1.2143761,1.0878572,-0.1265189
28,0.7977466,0.80481106,"('disloyal', 'loyal')",0.7977466,0.8048111,0.0070645
29,-0.70517284,-0.74207425,"('unfair', 'fair')",-0.7051728,-0.7420743,-0.0369015
30,0.5635378,0.5620891,"('intolerant', 'tolerant')",0.5635378,0.5620891,-0.0014487
31,-1.9844645,-1.9542792,"('evil', 'good')",-1.9844645,-1.9542792,0.0301853
32,0.73925525,0.62620825,"('unkind', 'kind')",0.7392552,0.6262082,-0.113047
33,0.022400886,-0.051603843,"('wrong', 'right')",0.0224009,-0.0516038,-0.0740047
34,1.713954,1.9803144,"('mean', 'honorable')",1.713954,1.9803144,0.2663604
35,-0.31911874,-0.5310831,"('corrupt', 'incorrupt')",-0.3191187,-0.5310831,-0.2119644
36,-1.5347238,-1.5401036,"('hostile', 'amicable')",-1.5347238,-1.5401036,-0.0053798
37,0.12927021,0.14008929,"('fake', 'genuine')",0.1292702,0.1400893,0.0108191
38,0.08634892,0.113491386,"('untruthful', 'truthful')",0.0863489,0.1134914,0.0271425
39,0.67807,0.647109,"('exploitative', 'cooperative')",0.67807,0.647109,-0.030961
40,-2.41695,-2.402625,"('stingy', 'generous')",-2.41695,-2.4026251,0.0143249
41,-0.029572122,-0.011005032,"('unforgiving', 'forgiving')",-0.0295721,-0.011005,0.0185671
42,-1.4803421,-1.3280141,"('unreliable', 'reliable')",-1.4803421,-1.3280141,0.152328
43,0.19235517,0.27701032,"('irresponsible', 'responsible')",0.1923552,0.2770103,0.0846551
44,-0.57230985,-0.6056651,"('prejudiced', 'unprejudiced')",-0.5723099,-0.6056651,-0.0333552
45,0.38380414,0.557994,"('incompetent', 'competent')",0.3838041,0.557994,0.1741899
46,-0.07337518,0.09596498,"('uncompetitive', 'competitive')",-0.0733752,0.095965,0.1693402
47,2.562003,2.6462743,"('stupid', 'smart')",2.5620029,2.6462743,0.0842714
48,0.3067667,0.36372775,"('unintelligent', 'intelligent')",0.3067667,0.3637277,0.056961
49,-0.20546772,-0.048516843,"('unable', 'able')",-0.2054677,-0.0485168,0.1569509
50,-0.059760522,-0.01749184,"('clumsy', 'skillful')",-0.0597605,-0.0174918,0.0422687
51,-0.12869686,-0.1405418,"('uneducated', 'educated')",-0.1286969,-0.1405418,-0.0118449
52,-0.34260893,-0.6197957,"('irrational', 'rational')",-0.3426089,-0.6197957,-0.2771868
53,-0.93816555,-0.9395023,"('uncreative', 'creative')",-0.9381655,-0.9395023,-0.0013368
54,0.24852231,0.28970766,"('incapable', 'capable')",0.2485223,0.2897077,0.0411854
55,0.5782486,0.7621402,"('incompetent', 'clever')",0.5782486,0.7621402,0.1838916
56,0.84210783,0.9870597,"('impractical', 'practical')",0.8421078,0.9870597,0.1449519
57,-2.3969996,-2.3687563,"('unimaginative', 'imaginative')",-2.3969996,-2.3687563,0.0282433
58,-0.5252001,-0.45968905,"('undiscriminating', 'discriminating')",-0.5252001,-0.4596891,0.065511
59,-0.2326718,-0.42737186,"('foolish', 'wise')",-0.2326718,-0.4273719,-0.1947001
60,0.8274137,1.0670618,"('inefficient', 'efficient')",0.8274137,1.0670618,0.2396481
61,0.57601744,0.4285319,"('illogical', 'logical')",0.5760174,0.4285319,-0.1474855
62,1.0088769,1.1690578,"('incompetent', 'brilliant')",1.0088769,1.1690578,0.1601809
63,-0.18440714,-0.03340893,"('unperceptive', 'insightful')",-0.1844071,-0.0334089,0.1509982
64,-3.8013473,-3.906328,"('shy', 'confident')",-3.8013473,-3.906328,-0.1049807
65,0.038585637,0.10591738,"('insecure', 'secure')",0.0385856,0.1059174,0.0673318
66,-0.6705844,-0.73856443,"('inactive', 'active')",-0.6705844,-0.7385644,-0.06798
67,-0.16578773,-0.21523523,"('doubtful', 'determined')",-0.1657877,-0.2152352,-0.0494475
68,-0.8081817,-0.77364206,"('dependent', 'independent')",-0.8081817,-0.7736421,0.0345396
69,-0.7088778,-0.81152505,"('lazy', 'industrious')",-0.7088778,-0.811525,-0.1026472
70,-0.1301858,-0.03137756,"('lethargic', 'energetic')",-0.1301858,-0.0313776,0.0988082
71,0.6281165,0.6959385,"('diffident', 'self-confident')",0.6281165,0.6959385,0.067822
72,-0.62599754,-0.6131661,"('unambitious', 'ambitious')",-0.6259975,-0.6131661,0.0128314
73,-2.1761503,-2.216981,"('helpless', 'self-reliant')",-2.1761503,-2.2169809,-0.0408306
74,0.3808062,0.44654197,"('undedicated', 'dedicated')",0.3808062,0.446542,0.0657358
75,-1.2820808,-1.2687485,"('meek', 'impulsive')",-1.2820808,-1.2687485,0.0133323
76,0.23841396,0.37450042,"('anxious', 'daring')",0.238414,0.3745004,0.1360864
77,-0.9290501,-0.6862833,"('unmotivated', 'motivated')",-0.9290501,-0.6862833,0.2427668
78,0.5015055,0.72299135,"('nonresilient', 'resilient')",0.5015055,0.7229913,0.2214858
79,-0.3679579,-0.25217834,"('wavering', 'unwavering')",-0.3679579,-0.2521783,0.1157796
80,0.44543776,0.4311104,"('dominated', 'dominating')",0.4454378,0.4311104,-0.0143274
81,-0.621436,-0.5759316,"('submissive', 'aggressive')",-0.621436,-0.5759316,0.0455044
82,2.543234,2.6856194,"('poor', 'rich')",2.5432341,2.6856194,0.1423853
83,-0.49601924,-0.4611913,"('powerless', 'powerful')",-0.4960192,-0.4611913,0.0348279
84,0.270864,0.24845271,"('inferior', 'superior')",0.270864,0.2484527,-0.0224113
85,-0.48399994,-0.5283538,"('insignificant', 'prestigious')",-0.4839999,-0.5283538,-0.0443539
86,-0.46618113,-0.46390152,"('uninfluential', 'influential')",-0.4661811,-0.4639015,0.0022796
87,0.68852496,0.6948568,"('unsuccessful', 'successful')",0.688525,0.6948568,0.0063318
88,-0.41325554,-0.4942916,"('low', 'eminent')",-0.4132555,-0.4942916,-0.0810361
