,bowtie_male,bowtie_female,tuple,average_male,average_female,female-male
0,0.26840726,0.14202453,"('unsociable', 'sociable')",0.2684073,0.1420245,-0.1263828
1,-0.9682107,-1.2240945,"('unfriendly', 'friendly')",-0.9682107,-1.2240945,-0.2558838
2,-0.051345192,-0.07858192,"('unlikable', 'likable')",-0.0513452,-0.0785819,-0.0272367
3,-0.60913473,-0.5490492,"('repellent', 'pleasant')",-0.6091347,-0.5490492,0.0600855
4,-2.399659,-2.3384027,"('disliked', 'liked')",-2.3996589,-2.3384027,0.0612562
5,-1.3244687,-1.3046622,"('distant', 'outgoing')",-1.3244687,-1.3046622,0.0198065
6,-1.2128848,-1.2834687,"('distant', 'open')",-1.2128848,-1.2834687,-0.0705839
7,0.36293182,0.29707932,"('insensitive', 'sensitive')",0.3629318,0.2970793,-0.0658525
8,-0.954213,-1.1872501,"('unaffectionate', 'affectionate')",-0.954213,-1.1872501,-0.2330371
9,-0.6518367,-0.8197611,"('unaffectionate', 'caring')",-0.6518367,-0.8197611,-0.1679244
10,0.19561687,0.11134422,"('unsympathetic', 'sympathetic')",0.1956169,0.1113442,-0.0842727
11,0.61751276,0.6044589,"('unhelpful', 'helpful')",0.6175128,0.6044589,-0.0130539
12,-0.7088666,-0.7099986,"('unsupportive', 'supportive')",-0.7088666,-0.7099986,-0.001132
13,0.04680767,0.09937671,"('impolite', 'polite')",0.0468077,0.0993767,0.052569
14,1.2617906,1.1972333,"('antisocial', 'social')",1.2617906,1.1972333,-0.0645573
15,0.51447105,0.47542432,"('boring', 'funny')",0.5144711,0.4754243,-0.0390468
16,-0.84244853,-0.81663805,"('unpopular', 'popular')",-0.8424485,-0.8166381,0.0258104
17,-0.123847455,-0.0056232885,"('nasty', 'nice')",-0.1238475,-0.0056233,0.1182242
18,-0.9547998,-0.99455845,"('disagreeable', 'welcoming')",-0.9547998,-0.9945585,-0.0397587
19,-1.2638274,-1.2353667,"('inhospitable', 'hospitable')",-1.2638274,-1.2353667,0.0284607
20,0.4536573,0.4798711,"('rough', 'thoughtful')",0.4536573,0.4798711,0.0262138
21,0.035381135,0.18990964,"('immoral', 'moral')",0.0353811,0.1899096,0.1545285
22,0.56000984,0.3568821,"('untrustworthy', 'trustworthy')",0.5600098,0.3568821,-0.2031277
23,2.1426213,1.9358839,"('insincere', 'sincere')",2.1426213,1.9358839,-0.2067374
24,0.25667077,0.07189753,"('dishonest', 'honest')",0.2566708,0.0718975,-0.1847733
25,-0.42451906,-0.5371168,"('egoistic', 'altruistic')",-0.4245191,-0.5371168,-0.1125977
26,0.47272572,0.1444204,"('hardhearted', 'benevolent')",0.4727257,0.1444204,-0.3283053
27,0.25167587,0.08963271,"('hardhearted', 'softhearted')",0.2516759,0.0896327,-0.1620432
28,0.29375386,0.030380242,"('disloyal', 'loyal')",0.2937539,0.0303802,-0.2633737
29,-0.7436164,-0.8462041,"('unfair', 'fair')",-0.7436164,-0.8462041,-0.1025877
30,0.55685663,0.48989716,"('intolerant', 'tolerant')",0.5568566,0.4898972,-0.0669594
31,-1.324039,-1.2896154,"('evil', 'good')",-1.324039,-1.2896154,0.0344236
32,0.7385511,0.5643388,"('unkind', 'kind')",0.7385511,0.5643388,-0.1742123
33,-0.3111142,-0.41389117,"('wrong', 'right')",-0.3111142,-0.4138912,-0.102777
34,1.5635371,1.6885518,"('mean', 'honorable')",1.5635371,1.6885518,0.1250147
35,-0.5186683,-0.64117277,"('corrupt', 'incorrupt')",-0.5186683,-0.6411728,-0.1225045
36,-1.3604972,-1.5190381,"('hostile', 'amicable')",-1.3604972,-1.5190381,-0.1585409
37,0.46823204,0.3977347,"('fake', 'genuine')",0.468232,0.3977347,-0.0704973
38,-0.104957305,-0.16453241,"('untruthful', 'truthful')",-0.1049573,-0.1645324,-0.0595751
39,0.81717575,0.85853416,"('exploitative', 'cooperative')",0.8171757,0.8585342,0.0413585
40,-1.1515142,-1.2662096,"('stingy', 'generous')",-1.1515142,-1.2662096,-0.1146954
41,0.5756642,0.3487799,"('unforgiving', 'forgiving')",0.5756642,0.3487799,-0.2268843
42,-0.296734,-0.25886548,"('unreliable', 'reliable')",-0.296734,-0.2588655,0.0378685
43,0.5888112,0.52966475,"('irresponsible', 'responsible')",0.5888112,0.5296648,-0.0591464
44,-0.2797906,-0.1548233,"('prejudiced', 'unprejudiced')",-0.2797906,-0.1548233,0.1249673
45,0.6655454,0.53864825,"('incompetent', 'competent')",0.6655454,0.5386482,-0.1268972
46,-0.01842102,0.005806107,"('uncompetitive', 'competitive')",-0.018421,0.0058061,0.0242271
47,2.4292567,2.3235068,"('stupid', 'smart')",2.4292567,2.3235068,-0.1057499
48,-0.38273492,-0.3247288,"('unintelligent', 'intelligent')",-0.3827349,-0.3247288,0.0580061
49,-0.68448484,-0.5505978,"('unable', 'able')",-0.6844848,-0.5505978,0.133887
50,-0.060948037,-0.087087765,"('clumsy', 'skillful')",-0.060948,-0.0870878,-0.0261398
51,-0.4634488,-0.50062454,"('uneducated', 'educated')",-0.4634488,-0.5006245,-0.0371757
52,-1.1565347,-1.3225592,"('irrational', 'rational')",-1.1565347,-1.3225592,-0.1660245
53,-1.4731523,-1.6861132,"('uncreative', 'creative')",-1.4731523,-1.6861132,-0.2129609
54,-0.8007634,-1.059763,"('incapable', 'capable')",-0.8007634,-1.059763,-0.2589996
55,0.8115874,0.8421683,"('incompetent', 'clever')",0.8115874,0.8421683,0.0305809
56,1.3020602,1.4043543,"('impractical', 'practical')",1.3020602,1.4043543,0.1022941
57,-1.1083841,-1.2761247,"('unimaginative', 'imaginative')",-1.1083841,-1.2761247,-0.1677406
58,0.12995276,0.0022498183,"('undiscriminating', 'discriminating')",0.1299528,0.0022498,-0.127703
59,-0.47037986,-0.61023587,"('foolish', 'wise')",-0.4703799,-0.6102359,-0.139856
60,0.8480588,1.1095638,"('inefficient', 'efficient')",0.8480588,1.1095638,0.261505
61,-0.11069007,-0.32841495,"('illogical', 'logical')",-0.1106901,-0.3284149,-0.2177248
62,0.47358805,0.5100603,"('incompetent', 'brilliant')",0.473588,0.5100603,0.0364723
63,0.12604837,0.11618865,"('unperceptive', 'insightful')",0.1260484,0.1161887,-0.0098597
64,-1.8620105,-1.7179549,"('shy', 'confident')",-1.8620105,-1.7179549,0.1440556
65,0.8591106,0.8620142,"('insecure', 'secure')",0.8591106,0.8620142,0.0029036
66,-0.6930399,-0.87632436,"('inactive', 'active')",-0.6930399,-0.8763244,-0.1832845
67,0.33762985,0.42015648,"('doubtful', 'determined')",0.3376299,0.4201565,0.0825266
68,-0.766981,-0.65975,"('dependent', 'independent')",-0.766981,-0.65975,0.107231
69,-0.681339,-0.6778551,"('lazy', 'industrious')",-0.681339,-0.6778551,0.0034839
70,0.77295214,0.5956959,"('lethargic', 'energetic')",0.7729521,0.5956959,-0.1772562
71,0.38493353,0.46889263,"('diffident', 'self-confident')",0.3849335,0.4688926,0.0839591
72,-0.42434254,-0.45938763,"('unambitious', 'ambitious')",-0.4243425,-0.4593876,-0.0350451
73,-1.1502917,-1.0236958,"('helpless', 'self-reliant')",-1.1502917,-1.0236958,0.1265959
74,0.25717673,0.13595092,"('undedicated', 'dedicated')",0.2571767,0.1359509,-0.1212258
75,-0.5252642,-0.4717554,"('meek', 'impulsive')",-0.5252642,-0.4717554,0.0535088
76,0.4186529,0.5771999,"('anxious', 'daring')",0.4186529,0.5771999,0.158547
77,-1.1572691,-0.93654376,"('unmotivated', 'motivated')",-1.1572691,-0.9365438,0.2207253
78,-0.51702607,-0.5482332,"('nonresilient', 'resilient')",-0.5170261,-0.5482332,-0.0312071
79,-0.7404662,-0.8099686,"('wavering', 'unwavering')",-0.7404662,-0.8099686,-0.0695024
80,0.87850654,0.82747453,"('dominated', 'dominating')",0.8785065,0.8274745,-0.051032
81,0.55144215,0.59999835,"('submissive', 'aggressive')",0.5514421,0.5999984,0.0485563
82,1.6764084,1.5909208,"('poor', 'rich')",1.6764084,1.5909208,-0.0854876
83,-0.09029615,-0.023255702,"('powerless', 'powerful')",-0.0902961,-0.0232557,0.0670404
