,justice_male,justice_female,tuple,average_male,average_female,female-male
0,0.023818512,0.0396741,"('unsociable', 'sociable')",0.0238185,0.0396741,0.0158556
1,0.94067675,0.9063497,"('unfriendly', 'friendly')",0.9406767,0.9063497,-0.034327
2,0.26009864,0.28989816,"('unlikable', 'likable')",0.2600986,0.2898982,0.0297996
3,0.49505183,0.61625665,"('repellent', 'pleasant')",0.4950518,0.6162567,0.1212049
4,-6.970798,-7.076739,"('disliked', 'liked')",-6.970798,-7.0767388,-0.1059408
5,-0.69959205,-0.74681926,"('distant', 'outgoing')",-0.6995921,-0.7468193,-0.0472272
6,-0.011277057,-0.09870934,"('distant', 'open')",-0.0112771,-0.0987093,-0.0874322
7,0.6832129,0.8096918,"('insensitive', 'sensitive')",0.6832129,0.8096918,0.1264789
8,1.4717631,1.3723714,"('unaffectionate', 'affectionate')",1.4717631,1.3723714,-0.0993917
9,2.0030937,1.9912578,"('unaffectionate', 'caring')",2.0030937,1.9912578,-0.0118359
10,0.68261325,0.8252236,"('unsympathetic', 'sympathetic')",0.6826133,0.8252236,0.1426103
11,1.3830061,1.5126036,"('unhelpful', 'helpful')",1.3830061,1.5126036,0.1295975
12,-1.7273549,-1.6665314,"('unsupportive', 'supportive')",-1.7273549,-1.6665314,0.0608235
13,-0.36530066,-0.29581562,"('impolite', 'polite')",-0.3653007,-0.2958156,0.0694851
14,0.18417895,0.2484175,"('antisocial', 'social')",0.1841789,0.2484175,0.0642386
15,-0.06375187,-0.16807759,"('boring', 'funny')",-0.0637519,-0.1680776,-0.1043257
16,-0.5544855,-0.5769679,"('unpopular', 'popular')",-0.5544855,-0.5769679,-0.0224824
17,0.14459586,0.17025766,"('nasty', 'nice')",0.1445959,0.1702577,0.0256618
18,-0.66410387,-0.68406236,"('disagreeable', 'welcoming')",-0.6641039,-0.6840624,-0.0199585
19,-0.4562113,-0.4923848,"('inhospitable', 'hospitable')",-0.4562113,-0.4923848,-0.0361735
20,0.8354224,0.8439422,"('rough', 'thoughtful')",0.8354224,0.8439422,0.0085198
21,-0.32191372,-0.17515405,"('immoral', 'moral')",-0.3219137,-0.175154,0.1467597
22,-0.5029749,-0.45941812,"('untrustworthy', 'trustworthy')",-0.5029749,-0.4594181,0.0435568
23,6.1368046,6.218492,"('insincere', 'sincere')",6.1368046,6.218492,0.0816874
24,1.320146,1.2400405,"('dishonest', 'honest')",1.320146,1.2400405,-0.0801055
25,0.87881184,0.75089955,"('egoistic', 'altruistic')",0.8788118,0.7508996,-0.1279122
26,1.2693249,1.203104,"('hardhearted', 'benevolent')",1.2693249,1.203104,-0.0662209
27,1.4468501,1.2861351,"('hardhearted', 'softhearted')",1.4468501,1.2861351,-0.160715
28,1.2643048,1.2328187,"('disloyal', 'loyal')",1.2643048,1.2328187,-0.0314861
