,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.7101533,0.5005124,"('unsociable', 'sociable')",0.039833985,-0.15718314,0.3749936,0.1716646,-0.203329
1,-0.026223883,0.0243111,"('unfriendly', 'friendly')",1.3740816,1.2751561,0.6739289,0.6497336,-0.0241953
2,-0.30636576,-0.24901375,"('unlikable', 'likable')",0.2291471,0.3465388,-0.0386093,0.0487625,0.0873718
3,0.51586074,0.5450944,"('repellent', 'pleasant')",0.04396363,0.07089625,0.2799122,0.3079953,0.0280831
4,-1.1596785,-1.2154572,"('disliked', 'liked')",-6.3177915,-6.4393344,-3.738735,-3.8273959,-0.0886609
5,-1.6470746,-1.5629091,"('distant', 'outgoing')",-0.37154722,-0.29998064,-1.009311,-0.9314449,0.0778661
6,-2.3345912,-2.2455676,"('distant', 'open')",-0.27565956,-0.21586241,-1.3051254,-1.230715,0.0744104
7,1.5267808,1.5489726,"('insensitive', 'sensitive')",0.51210916,0.5727284,1.0194449,1.0608505,0.0414056
8,-0.18146482,-0.112617254,"('unaffectionate', 'affectionate')",0.6824162,0.6603345,0.2504757,0.2738586,0.0233829
9,0.83502865,0.97227556,"('unaffectionate', 'caring')",1.0039004,1.0887113,0.9194645,1.0304934,0.1110289
10,1.673731,1.5964117,"('unsympathetic', 'sympathetic')",-0.48232648,-0.5038425,0.5957022,0.5462846,-0.0494176
11,1.3447212,1.4397538,"('unhelpful', 'helpful')",2.159495,2.2984266,1.7521081,1.8690902,0.1169821
12,1.6114614,1.6179267,"('unsupportive', 'supportive')",-1.696873,-1.6761847,-0.0427058,-0.029129,0.0135768
13,0.7413088,0.61878914,"('impolite', 'polite')",-0.38888484,-0.34164962,0.176212,0.1385698,-0.0376422
14,1.4373673,1.2281986,"('antisocial', 'social')",-0.27757162,-0.3862169,0.5798979,0.4209909,-0.158907
15,-0.1545261,-0.14442456,"('boring', 'funny')",0.30648544,0.28676736,0.0759797,0.0711714,-0.0048083
16,-1.6963677,-1.6470386,"('unpopular', 'popular')",0.44973344,0.4287833,-0.6233171,-0.6091276,0.0141895
17,-0.38570547,-0.2937823,"('nasty', 'nice')",-0.47207123,-0.44644165,-0.4288884,-0.370112,0.0587764
18,-0.24737985,-0.28283495,"('disagreeable', 'welcoming')",-0.29130584,-0.38160852,-0.2693428,-0.3322217,-0.0628789
19,-1.6248953,-1.5690101,"('inhospitable', 'hospitable')",-0.5046245,-0.4298688,-1.06476,-0.9994395,0.0653205
20,0.8980839,0.83899266,"('rough', 'thoughtful')",1.2229872,1.1538103,1.0605356,0.9964014,-0.0641342
21,1.1719347,1.0237101,"('immoral', 'moral')",-0.20611264,-0.24750662,0.4829111,0.3881018,-0.0948093
22,0.32640973,0.19189316,"('untrustworthy', 'trustworthy')",-0.6623928,-0.68356705,-0.1679915,-0.2458369,-0.0778454
23,2.1122503,2.1224682,"('insincere', 'sincere')",5.9139376,6.0379524,4.0130939,4.0802102,0.0671163
24,0.9572788,0.90746546,"('dishonest', 'honest')",0.62458456,0.673828,0.7909317,0.7906467,-0.000285
25,-0.39895183,-0.38152197,"('egoistic', 'altruistic')",1.2372234,1.1152108,0.4191358,0.3668444,-0.0522914
26,0.4337972,0.30887794,"('hardhearted', 'benevolent')",1.5705714,1.3982515,1.0021843,0.8535647,-0.1486196
27,0.33225983,0.30435973,"('hardhearted', 'softhearted')",1.0616326,1.0041808,0.6969463,0.6542703,-0.042676
28,0.63452554,0.6401404,"('disloyal', 'loyal')",1.443616,1.3792167,1.0390708,1.0096786,-0.0293922
29,-0.37075928,-0.43650755,"('unfair', 'fair')",-0.46825504,-0.5989429,-0.4195071,-0.5177252,-0.0982181
30,1.6192108,1.6081265,"('intolerant', 'tolerant')",1.4805626,1.429575,1.5498867,1.5188508,-0.0310359
31,-2.6055815,-2.4872596,"('evil', 'good')",-1.3022648,-1.410803,-1.9539232,-1.9490314,0.0048918
32,1.0195248,0.9956044,"('unkind', 'kind')",0.8978798,0.80527735,0.9587023,0.9004409,-0.0582614
33,-0.24630524,-0.2864756,"('wrong', 'right')",-0.62312096,-0.62595636,-0.4347131,-0.456216,-0.0215029
34,-0.37012333,-0.31520367,"('mean', 'honorable')",5.534561,5.765208,2.5822189,2.7250021,0.1427832
35,-1.2664157,-1.2103677,"('corrupt', 'incorrupt')",-0.42240283,-0.5436851,-0.8444093,-0.8770264,-0.0326171
