,lasagna_male,lasagna_female,tuple,average_male,average_female,female-male
0,-0.5896148,-0.59829766,"('unsociable', 'sociable')",-0.5896148,-0.5982977,-0.0086829
1,0.09082769,0.10113243,"('unfriendly', 'friendly')",0.0908277,0.1011324,0.0103047
2,0.77108043,0.76766235,"('unlikable', 'likable')",0.7710804,0.7676623,-0.0034181
3,-1.1588823,-1.1234004,"('repellent', 'pleasant')",-1.1588823,-1.1234004,0.0354819
4,-1.1250755,-1.0070844,"('disliked', 'liked')",-1.1250755,-1.0070844,0.1179911
5,0.39289057,0.44756266,"('distant', 'outgoing')",0.3928906,0.4475627,0.0546721
6,0.353606,0.45517966,"('distant', 'open')",0.353606,0.4551797,0.1015737
7,-1.2692302,-1.1886684,"('insensitive', 'sensitive')",-1.2692302,-1.1886684,0.0805618
8,0.7167044,0.56723684,"('unaffectionate', 'affectionate')",0.7167044,0.5672368,-0.1494676
9,0.6785379,0.59318507,"('unaffectionate', 'caring')",0.6785379,0.5931851,-0.0853528
10,-1.396679,-1.3653969,"('unsympathetic', 'sympathetic')",-1.396679,-1.3653969,0.0312821
11,-0.22062676,-0.39722914,"('unhelpful', 'helpful')",-0.2206268,-0.3972291,-0.1766023
12,-0.45333952,-0.34508908,"('unsupportive', 'supportive')",-0.4533395,-0.3450891,0.1082504
13,-0.755032,-0.90953,"('impolite', 'polite')",-0.755032,-0.90953,-0.154498
14,-0.9397119,-0.83921635,"('antisocial', 'social')",-0.9397119,-0.8392164,0.1004955
15,0.907373,0.82589144,"('boring', 'funny')",0.907373,0.8258914,-0.0814816
16,-0.15182975,-0.13434981,"('unpopular', 'popular')",-0.1518297,-0.1343498,0.0174799
17,0.10277739,0.19694704,"('nasty', 'nice')",0.1027774,0.196947,0.0941696
18,-0.37493443,-0.22104186,"('disagreeable', 'welcoming')",-0.3749344,-0.2210419,0.1538925
19,-0.2522131,-0.22718588,"('inhospitable', 'hospitable')",-0.2522131,-0.2271859,0.0250272
