,median_male,median_female,tuple,average_male,average_female,female-male
0,-0.022599451,-0.027211899,"('unsociable', 'sociable')",-0.0225995,-0.0272119,-0.0046124
1,1.215596,1.2328014,"('unfriendly', 'friendly')",1.215596,1.2328014,0.0172054
2,0.3971391,0.60130095,"('unlikable', 'likable')",0.3971391,0.601301,0.2041619
3,0.9187558,0.94066334,"('repellent', 'pleasant')",0.9187558,0.9406633,0.0219075
4,-7.0041757,-6.955893,"('disliked', 'liked')",-7.0041757,-6.955893,0.0482827
5,0.22645253,0.30394375,"('distant', 'outgoing')",0.2264525,0.3039438,0.0774913
6,0.604135,0.6550085,"('distant', 'open')",0.604135,0.6550085,0.0508735
7,0.5757038,0.7177128,"('insensitive', 'sensitive')",0.5757038,0.7177128,0.142009
8,1.1486567,1.1039186,"('unaffectionate', 'affectionate')",1.1486567,1.1039186,-0.0447381
9,1.8011729,1.8438013,"('unaffectionate', 'caring')",1.8011729,1.8438013,0.0426284
10,0.902004,1.0341359,"('unsympathetic', 'sympathetic')",0.902004,1.0341359,0.1321319
11,1.6280123,1.7712299,"('unhelpful', 'helpful')",1.6280123,1.7712299,0.1432176
12,-1.7132051,-1.6067249,"('unsupportive', 'supportive')",-1.7132051,-1.6067249,0.1064802
13,0.0672188,0.10489903,"('impolite', 'polite')",0.0672188,0.104899,0.0376802
14,-0.46981862,-0.48327026,"('antisocial', 'social')",-0.4698186,-0.4832703,-0.0134517
15,0.52752817,0.5535898,"('boring', 'funny')",0.5275282,0.5535898,0.0260616
16,0.007184606,0.046692673,"('unpopular', 'popular')",0.0071846,0.0466927,0.0395081
17,0.10035283,0.12403052,"('nasty', 'nice')",0.1003528,0.1240305,0.0236777
18,-0.37974852,-0.4098711,"('disagreeable', 'welcoming')",-0.3797485,-0.4098711,-0.0301226
19,-0.33021042,-0.14431928,"('inhospitable', 'hospitable')",-0.3302104,-0.1443193,0.1858911
20,0.56271356,0.43671972,"('rough', 'thoughtful')",0.5627136,0.4367197,-0.1259939
21,-0.17902976,0.030216176,"('immoral', 'moral')",-0.1790298,0.0302162,0.209246
22,-0.44192603,-0.30725583,"('untrustworthy', 'trustworthy')",-0.441926,-0.3072558,0.1346702
23,6.2810802,6.355685,"('insincere', 'sincere')",6.2810802,6.3556852,0.074605
24,1.6915894,1.8096473,"('dishonest', 'honest')",1.6915894,1.8096473,0.1180579
25,0.6298792,0.47847322,"('egoistic', 'altruistic')",0.6298792,0.4784732,-0.151406
26,0.26480597,0.13508238,"('hardhearted', 'benevolent')",0.264806,0.1350824,-0.1297236
27,1.4370158,1.2456928,"('hardhearted', 'softhearted')",1.4370158,1.2456928,-0.191323
28,0.9084079,0.9266264,"('disloyal', 'loyal')",0.9084079,0.9266264,0.0182185
29,-0.5636348,-0.57774,"('unfair', 'fair')",-0.5636348,-0.57774,-0.0141052
30,0.8313522,0.8588107,"('intolerant', 'tolerant')",0.8313522,0.8588107,0.0274585
