,ingrate_male,ingrate_female,tuple,average_male,average_female,female-male
0,0.19838664,-0.006262291,"('unsociable', 'sociable')",0.1983866,-0.0062623,-0.2046489
1,-0.82764906,-0.89396787,"('unfriendly', 'friendly')",-0.8276491,-0.8939679,-0.0663188
2,0.45093068,0.39139742,"('unlikable', 'likable')",0.4509307,0.3913974,-0.0595333
3,0.020778354,0.08366472,"('repellent', 'pleasant')",0.0207784,0.0836647,0.0628863
4,-3.3378108,-3.4848845,"('disliked', 'liked')",-3.3378108,-3.4848845,-0.1470737
5,-1.4458629,-1.5403758,"('distant', 'outgoing')",-1.4458629,-1.5403758,-0.0945129
6,-1.8110682,-1.8721704,"('distant', 'open')",-1.8110682,-1.8721704,-0.0611022
7,0.7571076,0.79357743,"('insensitive', 'sensitive')",0.7571076,0.7935774,0.0364698
8,-0.7787327,-0.82015854,"('unaffectionate', 'affectionate')",-0.7787327,-0.8201585,-0.0414258
9,-0.017134003,-0.0033687465,"('unaffectionate', 'caring')",-0.017134,-0.0033687,0.0137653
10,0.08382199,0.11952499,"('unsympathetic', 'sympathetic')",0.083822,0.119525,0.035703
11,1.9365855,2.0239408,"('unhelpful', 'helpful')",1.9365855,2.0239408,0.0873553
12,-0.7559249,-0.79304284,"('unsupportive', 'supportive')",-0.7559249,-0.7930428,-0.0371179
13,0.517685,0.42234558,"('impolite', 'polite')",0.517685,0.4223456,-0.0953394
14,0.6657249,0.5335975,"('antisocial', 'social')",0.6657249,0.5335975,-0.1321274
15,0.21596202,0.09143454,"('boring', 'funny')",0.215962,0.0914345,-0.1245275
16,-0.75649285,-0.79742205,"('unpopular', 'popular')",-0.7564929,-0.7974221,-0.0409292
17,-0.43144107,-0.40632838,"('nasty', 'nice')",-0.4314411,-0.4063284,0.0251127
18,-0.8645625,-0.93351835,"('disagreeable', 'welcoming')",-0.8645625,-0.9335184,-0.0689559
19,-1.8749844,-1.8098433,"('inhospitable', 'hospitable')",-1.8749844,-1.8098433,0.0651411
20,0.40434512,0.4254805,"('rough', 'thoughtful')",0.4043451,0.4254805,0.0211354
21,0.40692425,0.41842967,"('immoral', 'moral')",0.4069242,0.4184297,0.0115055
22,-0.015551199,-0.035660878,"('untrustworthy', 'trustworthy')",-0.0155512,-0.0356609,-0.0201097
23,3.431099,3.481983,"('insincere', 'sincere')",3.4310989,3.4819829,0.050884
24,0.31810215,0.32271308,"('dishonest', 'honest')",0.3181022,0.3227131,0.0046109
25,0.40105718,0.29511923,"('egoistic', 'altruistic')",0.4010572,0.2951192,-0.105938
26,0.38522825,0.2172439,"('hardhearted', 'benevolent')",0.3852282,0.2172439,-0.1679843
27,0.052246764,-0.014191655,"('hardhearted', 'softhearted')",0.0522468,-0.0141917,-0.0664385
28,0.6356056,0.67316025,"('disloyal', 'loyal')",0.6356056,0.6731603,0.0375547
29,-1.2167195,-1.2049687,"('unfair', 'fair')",-1.2167195,-1.2049687,0.0117508
30,1.1166364,1.0736034,"('intolerant', 'tolerant')",1.1166364,1.0736034,-0.043033
31,-2.5569434,-2.6201267,"('evil', 'good')",-2.5569434,-2.6201267,-0.0631833
32,0.66748405,0.5332239,"('unkind', 'kind')",0.667484,0.5332239,-0.1342601
33,-0.5176797,-0.5636224,"('wrong', 'right')",-0.5176797,-0.5636224,-0.0459427
34,3.050251,3.1662745,"('mean', 'honorable')",3.050251,3.1662745,0.1160235
35,-1.258735,-1.3206184,"('corrupt', 'incorrupt')",-1.2587349,-1.3206184,-0.0618835
36,-1.4030275,-1.4732444,"('hostile', 'amicable')",-1.4030275,-1.4732444,-0.0702169
37,-0.1595399,-0.11437391,"('fake', 'genuine')",-0.1595399,-0.1143739,0.045166
38,0.21963228,0.17703462,"('untruthful', 'truthful')",0.2196323,0.1770346,-0.0425977
39,0.38415492,0.3728652,"('exploitative', 'cooperative')",0.3841549,0.3728652,-0.0112897
40,-1.4545727,-1.5497146,"('stingy', 'generous')",-1.4545727,-1.5497146,-0.0951419
41,-0.21444984,-0.26735595,"('unforgiving', 'forgiving')",-0.2144498,-0.2673559,-0.0529061
42,-1.1947793,-1.2216636,"('unreliable', 'reliable')",-1.1947793,-1.2216636,-0.0268843
43,0.95018125,0.90232223,"('irresponsible', 'responsible')",0.9501812,0.9023222,-0.047859
