,factor_male,factor_female,tuple,average_male,average_female,female-male
0,0.27121297,0.3120424,"('unsociable', 'sociable')",0.271213,0.3120424,0.0408294
1,1.2332208,1.1603938,"('unfriendly', 'friendly')",1.2332208,1.1603938,-0.072827
2,0.010129847,0.09699287,"('unlikable', 'likable')",0.0101298,0.0969929,0.0868631
3,0.6329537,0.8109499,"('repellent', 'pleasant')",0.6329537,0.8109499,0.1779962
4,-7.400008,-7.441628,"('disliked', 'liked')",-7.4000082,-7.441628,-0.0416198
5,-0.50520355,-0.5554413,"('distant', 'outgoing')",-0.5052035,-0.5554413,-0.0502378
6,-0.062025316,-0.21317437,"('distant', 'open')",-0.0620253,-0.2131744,-0.1511491
7,1.2175361,1.406171,"('insensitive', 'sensitive')",1.2175361,1.406171,0.1886349
8,1.1873689,1.0881504,"('unaffectionate', 'affectionate')",1.1873689,1.0881504,-0.0992185
9,1.5697924,1.5352492,"('unaffectionate', 'caring')",1.5697924,1.5352492,-0.0345432
10,1.1289066,1.3334254,"('unsympathetic', 'sympathetic')",1.1289066,1.3334254,0.2045188
11,1.8320316,1.9310949,"('unhelpful', 'helpful')",1.8320316,1.9310949,0.0990633
12,-1.5069553,-1.4362652,"('unsupportive', 'supportive')",-1.5069553,-1.4362652,0.0706901
13,-0.13309854,0.15009406,"('impolite', 'polite')",-0.1330985,0.1500941,0.2831926
14,0.39133912,0.4746131,"('antisocial', 'social')",0.3913391,0.4746131,0.083274
15,0.5315448,0.47957462,"('boring', 'funny')",0.5315448,0.4795746,-0.0519702
16,-0.5958019,-0.6254313,"('unpopular', 'popular')",-0.5958019,-0.6254313,-0.0296294
17,0.2127466,0.21631524,"('nasty', 'nice')",0.2127466,0.2163152,0.0035686
18,-0.77643526,-0.6703495,"('disagreeable', 'welcoming')",-0.7764353,-0.6703495,0.1060858
19,-0.54950464,-0.5988009,"('inhospitable', 'hospitable')",-0.5495046,-0.5988009,-0.0492963
20,0.57419395,0.49815154,"('rough', 'thoughtful')",0.574194,0.4981515,-0.0760425
21,-0.22614227,0.112555325,"('immoral', 'moral')",-0.2261423,0.1125553,0.3386976
22,-0.39221045,-0.24226797,"('untrustworthy', 'trustworthy')",-0.3922105,-0.242268,0.1499425
23,6.3274136,6.417736,"('insincere', 'sincere')",6.3274136,6.4177361,0.0903225
