,mention_male,mention_female,tuple,average_male,average_female,female-male
0,0.11752652,-0.019762028,"('unsociable', 'sociable')",0.1175265,-0.019762,-0.1372885
1,1.1531781,1.0907118,"('unfriendly', 'friendly')",1.1531781,1.0907118,-0.0624663
2,0.51889586,0.6356863,"('unlikable', 'likable')",0.5188959,0.6356863,0.1167904
3,0.83213824,0.9960404,"('repellent', 'pleasant')",0.8321382,0.9960404,0.1639022
4,-7.2073317,-7.0467734,"('disliked', 'liked')",-7.2073317,-7.0467734,0.1605583
5,-0.53566414,-0.15927571,"('distant', 'outgoing')",-0.5356641,-0.1592757,0.3763884
6,-0.18157429,0.14543039,"('distant', 'open')",-0.1815743,0.1454304,0.3270047
7,0.7005821,0.78225565,"('insensitive', 'sensitive')",0.7005821,0.7822556,0.0816735
8,0.91159236,0.87970966,"('unaffectionate', 'affectionate')",0.9115924,0.8797097,-0.0318827
9,1.4089489,1.5151234,"('unaffectionate', 'caring')",1.4089489,1.5151234,0.1061745
10,1.4474442,1.5376955,"('unsympathetic', 'sympathetic')",1.4474442,1.5376955,0.0902513
11,2.0764844,2.100723,"('unhelpful', 'helpful')",2.0764844,2.100723,0.0242386
12,-1.7080759,-1.583602,"('unsupportive', 'supportive')",-1.7080759,-1.583602,0.1244739
13,0.6140307,0.48747337,"('impolite', 'polite')",0.6140307,0.4874734,-0.1265573
14,-0.17267115,-0.29828894,"('antisocial', 'social')",-0.1726712,-0.2982889,-0.1256177
15,0.56247216,0.42190573,"('boring', 'funny')",0.5624722,0.4219057,-0.1405665
16,-0.38520542,-0.29696697,"('unpopular', 'popular')",-0.3852054,-0.296967,0.0882384
17,-0.09250934,-0.07376376,"('nasty', 'nice')",-0.0925093,-0.0737638,0.0187455
18,-0.78205544,-0.83076805,"('disagreeable', 'welcoming')",-0.7820554,-0.830768,-0.0487126
19,-0.6415257,-0.36097583,"('inhospitable', 'hospitable')",-0.6415257,-0.3609758,0.2805499
20,0.8134717,0.69319826,"('rough', 'thoughtful')",0.8134717,0.6931983,-0.1202734
21,0.2564407,0.4213395,"('immoral', 'moral')",0.2564407,0.4213395,0.1648988
22,-0.2623157,-0.20039617,"('untrustworthy', 'trustworthy')",-0.2623157,-0.2003962,0.0619195
23,6.150107,6.1204743,"('insincere', 'sincere')",6.1501069,6.1204743,-0.0296326
24,1.8852273,2.029542,"('dishonest', 'honest')",1.8852273,2.029542,0.1443147
25,0.3484386,0.1609212,"('egoistic', 'altruistic')",0.3484386,0.1609212,-0.1875174
26,0.35465485,0.07824152,"('hardhearted', 'benevolent')",0.3546548,0.0782415,-0.2764133
27,1.6342146,1.5380744,"('hardhearted', 'softhearted')",1.6342146,1.5380744,-0.0961402
28,1.2427053,1.2310573,"('disloyal', 'loyal')",1.2427053,1.2310573,-0.011648
29,-0.5962393,-0.61856866,"('unfair', 'fair')",-0.5962393,-0.6185687,-0.0223294
30,0.9252358,0.8599459,"('intolerant', 'tolerant')",0.9252358,0.8599459,-0.0652899
31,-1.8700311,-1.6557732,"('evil', 'good')",-1.8700311,-1.6557732,0.2142579
32,1.4275818,1.2864466,"('unkind', 'kind')",1.4275818,1.2864466,-0.1411352
33,-0.4267071,-0.31374386,"('wrong', 'right')",-0.4267071,-0.3137439,0.1129632
34,4.5311956,4.7440925,"('mean', 'honorable')",4.5311956,4.7440925,0.2128969
35,-1.2557409,-1.2827866,"('corrupt', 'incorrupt')",-1.2557409,-1.2827866,-0.0270457
36,-1.1185158,-1.1039106,"('hostile', 'amicable')",-1.1185158,-1.1039106,0.0146052
37,0.9603692,0.9851862,"('fake', 'genuine')",0.9603692,0.9851862,0.024817
38,-0.21192661,-0.07843105,"('untruthful', 'truthful')",-0.2119266,-0.078431,0.1334956
39,0.023667764,-0.025493354,"('exploitative', 'cooperative')",0.0236678,-0.0254934,-0.0491612
40,-1.7547565,-1.7640915,"('stingy', 'generous')",-1.7547565,-1.7640915,-0.009335
41,0.13506186,0.12664834,"('unforgiving', 'forgiving')",0.1350619,0.1266483,-0.0084136
42,-1.7310159,-1.7177197,"('unreliable', 'reliable')",-1.7310159,-1.7177197,0.0132962
43,1.2655395,1.2986586,"('irresponsible', 'responsible')",1.2655395,1.2986586,0.0331191
44,-1.0594902,-1.2066889,"('prejudiced', 'unprejudiced')",-1.0594902,-1.2066889,-0.1471987
45,0.51124054,0.6342061,"('incompetent', 'competent')",0.5112405,0.6342061,0.1229656
46,-0.18327335,-0.12689584,"('uncompetitive', 'competitive')",-0.1832733,-0.1268958,0.0563775
47,5.1989584,5.395552,"('stupid', 'smart')",5.1989584,5.3955522,0.1965938
48,0.5932579,0.559056,"('unintelligent', 'intelligent')",0.5932579,0.559056,-0.0342019
49,0.18218696,0.51138324,"('unable', 'able')",0.182187,0.5113832,0.3291962
50,-0.35042492,-0.27491337,"('clumsy', 'skillful')",-0.3504249,-0.2749134,0.0755115
51,0.66195214,0.6575652,"('uneducated', 'educated')",0.6619521,0.6575652,-0.0043869
52,-0.45841032,-0.38139582,"('irrational', 'rational')",-0.4584103,-0.3813958,0.0770145
53,-0.18101482,-0.13499276,"('uncreative', 'creative')",-0.1810148,-0.1349928,0.046022
54,1.114815,1.3703644,"('incapable', 'capable')",1.114815,1.3703644,0.2555494
55,0.87223417,0.88246506,"('incompetent', 'clever')",0.8722342,0.8824651,0.0102309
56,0.9589451,0.97035605,"('impractical', 'practical')",0.9589451,0.970356,0.0114109
57,-2.2127397,-2.1111004,"('unimaginative', 'imaginative')",-2.2127397,-2.1111004,0.1016393
58,-0.17875895,-0.1750499,"('undiscriminating', 'discriminating')",-0.1787589,-0.1750499,0.003709
59,-0.31533414,-0.14281036,"('foolish', 'wise')",-0.3153341,-0.1428104,0.1725237
60,1.1099142,1.0390396,"('inefficient', 'efficient')",1.1099142,1.0390396,-0.0708746
61,0.11363297,-0.0023918152,"('illogical', 'logical')",0.113633,-0.0023918,-0.1160248
62,1.3300732,1.4498903,"('incompetent', 'brilliant')",1.3300732,1.4498903,0.1198171
63,0.40528518,0.5997746,"('unperceptive', 'insightful')",0.4052852,0.5997746,0.1944894
64,-5.548477,-5.3150225,"('shy', 'confident')",-5.5484772,-5.3150225,0.2334547
65,0.67914766,0.62560946,"('insecure', 'secure')",0.6791477,0.6256095,-0.0535382
66,-0.14050686,-0.029589288,"('inactive', 'active')",-0.1405069,-0.0295893,0.1109176
67,-0.17931402,-0.20462663,"('doubtful', 'determined')",-0.179314,-0.2046266,-0.0253126
68,-0.55284035,-0.32926464,"('dependent', 'independent')",-0.5528404,-0.3292646,0.2235758
69,-2.0855496,-1.8476688,"('lazy', 'industrious')",-2.0855496,-1.8476688,0.2378808
70,1.6014099,1.6939006,"('lethargic', 'energetic')",1.6014099,1.6939006,0.0924907
71,0.32751524,0.48199576,"('diffident', 'self-confident')",0.3275152,0.4819958,0.1544806
72,0.8526258,0.946713,"('unambitious', 'ambitious')",0.8526258,0.946713,0.0940872
73,-2.9526894,-2.8846319,"('helpless', 'self-reliant')",-2.9526894,-2.8846319,0.0680575
74,0.2581516,0.12117661,"('undedicated', 'dedicated')",0.2581516,0.1211766,-0.136975
75,-0.6717025,-0.43759114,"('meek', 'impulsive')",-0.6717025,-0.4375911,0.2341114
76,0.8041994,0.72295874,"('anxious', 'daring')",0.8041994,0.7229587,-0.0812407
77,-1.1780486,-1.0121247,"('unmotivated', 'motivated')",-1.1780486,-1.0121247,0.1659239
78,-0.78621036,-0.74664366,"('nonresilient', 'resilient')",-0.7862104,-0.7466437,0.0395667
79,-0.56518567,-0.2952596,"('wavering', 'unwavering')",-0.5651857,-0.2952596,0.2699261
80,0.046883952,0.00044573657,"('dominated', 'dominating')",0.046884,0.0004457,-0.0464383
81,0.564024,0.50917286,"('submissive', 'aggressive')",0.564024,0.5091729,-0.0548511
82,6.6214,6.6817656,"('poor', 'rich')",6.6213999,6.6817656,0.0603657
83,-0.26732764,-0.16569217,"('powerless', 'powerful')",-0.2673276,-0.1656922,0.1016354
84,0.10963757,0.15705252,"('inferior', 'superior')",0.1096376,0.1570525,0.0474149
85,-1.6129267,-1.6764405,"('insignificant', 'prestigious')",-1.6129267,-1.6764405,-0.0635138
86,0.60003376,0.73621863,"('uninfluential', 'influential')",0.6000338,0.7362186,0.1361848
87,-0.059266478,0.16136876,"('unsuccessful', 'successful')",-0.0592665,0.1613688,0.2206353
88,0.38191688,0.33331,"('low', 'eminent')",0.3819169,0.33331,-0.0486069
