,teradyne_male,teradyne_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.3267398,-1.3145311,"('unsociable', 'sociable')",-0.4943385,-0.6957198,-0.9105392,-1.0051254,-0.0945862
1,-0.53776765,-0.45163113,"('unfriendly', 'friendly')",1.7142626,1.3857192,0.5882475,0.467044,-0.1212035
2,0.021161415,0.02443114,"('unlikable', 'likable')",0.926044,0.95769054,0.4736027,0.4910609,0.0174582
3,-1.2210793,-0.9037944,"('repellent', 'pleasant')",-0.059732933,0.050327204,-0.6404061,-0.4267336,0.2136725
4,0.3021727,0.27827427,"('disliked', 'liked')",-6.404001,-6.244783,-3.0509143,-2.9832544,0.0676599
5,0.33027208,0.33501518,"('distant', 'outgoing')",0.08146246,-0.02467001,0.2058673,0.1551726,-0.0506947
6,0.09604812,0.16885704,"('distant', 'open')",0.40811217,0.23721993,0.2520801,0.2030385,-0.0490416
7,-1.7296386,-1.4774467,"('insensitive', 'sensitive')",0.74428684,0.7321715,-0.4926759,-0.3726376,0.1200383
8,0.08119106,0.018028721,"('unaffectionate', 'affectionate')",0.66629267,0.47864226,0.3737419,0.2483355,-0.1254064
9,-0.33119452,-0.2860803,"('unaffectionate', 'caring')",1.2723991,1.192655,0.4706023,0.4532873,-0.017315
10,-2.5604339,-2.3207314,"('unsympathetic', 'sympathetic')",-0.16626441,-0.21765243,-1.3633492,-1.2691919,0.0941573
11,-0.9044788,-0.93996227,"('unhelpful', 'helpful')",2.061659,2.0714664,0.5785902,0.5657521,-0.0128381
12,-0.35268286,-0.2819627,"('unsupportive', 'supportive')",-1.2619406,-1.1969256,-0.8073117,-0.7394441,0.0678676
13,-1.9353073,-1.9724306,"('impolite', 'polite')",-0.12641594,-0.20061344,-1.0308616,-1.086522,-0.0556604
14,-1.2133884,-1.1190182,"('antisocial', 'social')",-0.56182295,-0.51477015,-0.8876057,-0.8168942,0.0707115
15,0.11527621,-0.043265335,"('boring', 'funny')",0.5043102,0.39024842,0.3097932,0.1734915,-0.1363017
16,0.25798154,0.25094706,"('unpopular', 'popular')",0.6015371,0.539063,0.4297593,0.395005,-0.0347543
17,-0.8267926,-0.87352335,"('nasty', 'nice')",-0.21513021,-0.27227685,-0.5209614,-0.5729001,-0.0519387
18,-0.35058296,-0.3618952,"('disagreeable', 'welcoming')",-0.06729007,-0.15846562,-0.2089365,-0.2601804,-0.0512439
19,-0.41154724,-0.3006084,"('inhospitable', 'hospitable')",-0.008593086,-0.13659781,-0.2100702,-0.2186031,-0.0085329
20,-0.3287666,-0.324497,"('rough', 'thoughtful')",1.0531759,0.8343463,0.3622047,0.2549247,-0.10728
21,-1.7044986,-1.5786129,"('immoral', 'moral')",-0.673637,-0.6261838,-1.1890678,-1.1023984,0.0866694
22,-0.942349,-0.9219539,"('untrustworthy', 'trustworthy')",-0.9123631,-0.92512196,-0.9273561,-0.923538,0.0038181
23,-1.7857683,-1.7990893,"('insincere', 'sincere')",5.9172463,5.688173,2.0657392,1.9445417,-0.1211975
24,-1.5754652,-1.6408931,"('dishonest', 'honest')",1.0197467,0.9433418,-0.2778593,-0.3487757,-0.0709164
25,0.59007037,0.60409874,"('egoistic', 'altruistic')",1.3515891,1.2659876,0.9708297,0.9350432,-0.0357865
26,-0.3563814,-0.27110326,"('hardhearted', 'benevolent')",1.049521,0.79922706,0.3465698,0.2640619,-0.0825079
27,0.06490881,0.1213447,"('hardhearted', 'softhearted')",1.7764783,1.5263494,0.9206936,0.8238471,-0.0968465
28,-1.6605798,-1.5436165,"('disloyal', 'loyal')",0.6682603,0.65344185,-0.4961598,-0.4450873,0.0510725
29,-0.548143,-0.52329785,"('unfair', 'fair')",-0.47287938,-0.6873008,-0.5105112,-0.6052994,-0.0947882
30,-1.0841827,-1.0716884,"('intolerant', 'tolerant')",1.5391389,1.4290415,0.2274781,0.1786765,-0.0488016
31,-0.22934094,-0.21194406,"('evil', 'good')",-1.0837767,-1.2926712,-0.6565588,-0.7523077,-0.0957489
32,-0.5905819,-0.5825404,"('unkind', 'kind')",0.988651,0.78557074,0.1990345,0.1015152,-0.0975193
33,0.26967695,0.20646447,"('wrong', 'right')",-0.33471882,-0.37383074,-0.0325209,-0.0836831,-0.0511622
34,-0.478992,-0.38098642,"('mean', 'honorable')",5.9347997,5.824513,2.7279038,2.7217634,-0.0061404
35,0.8186472,0.8113356,"('corrupt', 'incorrupt')",-0.14164238,-0.1799054,0.3385024,0.3157151,-0.0227873
36,0.37547523,0.45230058,"('hostile', 'amicable')",-0.08793648,-0.2726576,0.1437694,0.0898215,-0.0539479
37,-0.096780255,0.022323564,"('fake', 'genuine')",0.23221494,0.21019182,0.0677173,0.1162577,0.0485404
38,-1.0010526,-0.9152583,"('untruthful', 'truthful')",0.393531,0.49625903,-0.3037608,-0.2094996,0.0942612
39,-0.6751003,-0.803677,"('exploitative', 'cooperative')",0.1969676,0.16232634,-0.2390664,-0.3206753,-0.0816089
40,0.29243058,0.290441,"('stingy', 'generous')",-1.3360839,-1.3491735,-0.5218266,-0.5293663,-0.0075397
41,-0.8716392,-0.90171933,"('unforgiving', 'forgiving')",0.01568477,-0.13263194,-0.4279772,-0.5171756,-0.0891984
42,0.08575998,0.21486166,"('unreliable', 'reliable')",-2.7441244,-2.5629497,-1.3291823,-1.174044,0.1551383
43,-1.4040096,-1.2638949,"('irresponsible', 'responsible')",0.8356527,0.6851872,-0.2841784,-0.2893538,-0.0051754
44,0.3225513,0.19993539,"('prejudiced', 'unprejudiced')",-1.5142103,-1.512932,-0.5958295,-0.6564983,-0.0606688
45,-1.7466451,-1.5911226,"('incompetent', 'competent')",-0.25943738,-0.3998429,-1.0030413,-0.9954827,0.0075586
46,-1.1415373,-0.9360828,"('uncompetitive', 'competitive')",-0.6099596,-0.4699279,-0.8757485,-0.7030053,0.1727432
47,-0.4988819,-0.49638587,"('stupid', 'smart')",5.5188165,5.2993855,2.5099673,2.4014997,-0.1084676
48,-0.530695,-0.62561566,"('unintelligent', 'intelligent')",1.1617097,1.0288308,0.3155073,0.2016076,-0.1138997
49,-0.3372268,-0.30923185,"('unable', 'able')",0.36913654,0.40609032,0.0159549,0.0484292,0.0324743
50,0.16662833,0.24218582,"('clumsy', 'skillful')",0.39120767,0.34063023,0.278918,0.291408,0.01249
51,-0.9891543,-0.98882693,"('uneducated', 'educated')",0.5413592,0.38084823,-0.2238975,-0.3039894,-0.0800919
52,0.43982297,0.3041319,"('irrational', 'rational')",-0.0813138,-0.26439744,0.1792546,0.0198672,-0.1593874
53,-0.70325655,-0.5441291,"('uncreative', 'creative')",0.8659307,0.794348,0.0813371,0.1251095,0.0437724
54,-0.16291445,0.017263904,"('incapable', 'capable')",1.589239,1.618806,0.7131623,0.8180349,0.1048726
55,-0.7213843,-0.6528764,"('incompetent', 'clever')",0.20406732,0.16144355,-0.2586585,-0.2457164,0.0129421
56,-0.6793287,-0.65104306,"('impractical', 'practical')",0.04882455,0.12024144,-0.3152521,-0.2654008,0.0498513
57,-1.2034943,-1.0410532,"('unimaginative', 'imaginative')",-2.6098175,-2.6172433,-1.9066559,-1.8291483,0.0775076
58,-0.46901238,-0.33969015,"('undiscriminating', 'discriminating')",-0.042761654,-0.15131177,-0.255887,-0.245501,0.010386
59,0.73529524,0.6947911,"('foolish', 'wise')",0.62558,0.5570242,0.6804376,0.6259077,-0.0545299
60,-0.6757577,-0.7069969,"('inefficient', 'efficient')",0.40574992,0.47330356,-0.1350039,-0.1168467,0.0181572
61,-1.2643567,-1.3073586,"('illogical', 'logical')",0.21523988,-0.038423046,-0.5245584,-0.6728908,-0.1483324
62,-0.5067236,-0.42882589,"('incompetent', 'brilliant')",0.85519713,1.0606949,0.1742368,0.3159345,0.1416977
63,-1.0066862,-0.8314021,"('unperceptive', 'insightful')",1.0994002,1.1023057,0.046357,0.1354518,0.0890948
64,-0.63703156,-0.79901046,"('shy', 'confident')",-6.216418,-5.9104486,-3.4267247,-3.3547294,0.0719953
65,-1.411502,-1.4430499,"('insecure', 'secure')",-0.18017247,-0.17026663,-0.7958372,-0.8066583,-0.0108211
66,-0.21068673,-0.026846036,"('inactive', 'active')",0.92670715,0.7885803,0.3580102,0.3808671,0.0228569
67,-0.071884304,-0.19053689,"('doubtful', 'determined')",-0.41701838,-0.4458328,-0.2444513,-0.3181849,-0.0737336
68,-0.5034966,-0.4705409,"('dependent', 'independent')",-0.028656282,-0.07252033,-0.2660764,-0.2715306,-0.0054542
69,1.3679302,1.3735449,"('lazy', 'industrious')",-0.19783556,-0.21095406,0.5850473,0.5812954,-0.0037519
70,-1.7377208,-1.5002143,"('lethargic', 'energetic')",0.44164592,0.48247123,-0.6480374,-0.5088716,0.1391658
71,0.34405842,0.43687946,"('diffident', 'self-confident')",0.5334689,0.47354046,0.4387637,0.45521,0.0164463
72,-0.13560298,-0.058069367,"('unambitious', 'ambitious')",-0.24436468,-0.114623085,-0.1899838,-0.0863462,0.1036376
73,1.0874361,1.0716573,"('helpless', 'self-reliant')",-2.9247983,-2.746218,-0.9186811,-0.8372803,0.0814008
74,-1.0441364,-0.9381713,"('undedicated', 'dedicated')",-0.16823405,-0.3358426,-0.6061852,-0.637007,-0.0308218
75,0.7602353,0.73767495,"('meek', 'impulsive')",-0.1286202,-0.04671894,0.3158076,0.345478,0.0296704
76,-0.67943674,-0.49830014,"('anxious', 'daring')",0.5395012,0.6413011,-0.0699678,0.0715005,0.1414683
77,-0.7708226,-0.71532273,"('unmotivated', 'motivated')",-0.85031974,-0.651345,-0.8105712,-0.6833339,0.1272373
78,0.52519727,0.67966276,"('nonresilient', 'resilient')",0.6678503,0.7624878,0.5965238,0.7210753,0.1245515
