,rectangle_male,rectangle_female,tuple,average_male,average_female,female-male
0,0.089788064,0.01696538,"('unsociable', 'sociable')",0.0897881,0.0169654,-0.0728227
1,1.0163763,1.0178843,"('unfriendly', 'friendly')",1.0163763,1.0178843,0.001508
2,0.54146487,0.62116617,"('unlikable', 'likable')",0.5414649,0.6211662,0.0797013
3,-0.36229354,-0.27761975,"('repellent', 'pleasant')",-0.3622935,-0.2776197,0.0846738
4,-3.4073234,-3.421098,"('disliked', 'liked')",-3.4073234,-3.421098,-0.0137746
5,0.08817892,0.12249238,"('distant', 'outgoing')",0.0881789,0.1224924,0.0343135
6,0.07709655,0.10539298,"('distant', 'open')",0.0770966,0.105393,0.0282964
7,0.46055087,0.5764277,"('insensitive', 'sensitive')",0.4605509,0.5764277,0.1158768
8,0.5480719,0.56480193,"('unaffectionate', 'affectionate')",0.5480719,0.5648019,0.01673
9,0.75636315,0.81536925,"('unaffectionate', 'caring')",0.7563632,0.8153692,0.059006
10,-0.27044865,-0.20033081,"('unsympathetic', 'sympathetic')",-0.2704487,-0.2003308,0.0701179
11,0.8689916,0.9111577,"('unhelpful', 'helpful')",0.8689916,0.9111577,0.0421661
12,-0.90972245,-0.79566693,"('unsupportive', 'supportive')",-0.9097224,-0.7956669,0.1140555
13,-0.4870295,-0.5213786,"('impolite', 'polite')",-0.4870295,-0.5213786,-0.0343491
14,0.18683884,0.16847354,"('antisocial', 'social')",0.1868388,0.1684735,-0.0183653
15,0.27431074,0.2300709,"('boring', 'funny')",0.2743107,0.2300709,-0.0442398
16,-0.17857966,-0.16557884,"('unpopular', 'popular')",-0.1785797,-0.1655788,0.0130009
17,0.15632936,0.17321095,"('nasty', 'nice')",0.1563294,0.1732109,0.0168815
18,-0.29308352,-0.34048244,"('disagreeable', 'welcoming')",-0.2930835,-0.3404824,-0.0473989
19,-0.72865963,-0.6864314,"('inhospitable', 'hospitable')",-0.7286596,-0.6864314,0.0422282
20,0.6075982,0.5850309,"('rough', 'thoughtful')",0.6075982,0.5850309,-0.0225673
21,-0.16935787,-0.090956524,"('immoral', 'moral')",-0.1693579,-0.0909565,0.0784014
22,-0.16049984,-0.17906135,"('untrustworthy', 'trustworthy')",-0.1604998,-0.1790614,-0.0185616
23,3.1403155,3.1663413,"('insincere', 'sincere')",3.1403155,3.1663413,0.0260258
24,0.72999924,0.6858257,"('dishonest', 'honest')",0.7299992,0.6858257,-0.0441735
25,0.8336129,0.8267598,"('egoistic', 'altruistic')",0.8336129,0.8267598,-0.0068531
26,0.8305183,0.87642485,"('hardhearted', 'benevolent')",0.8305183,0.8764248,0.0459065
27,1.261766,1.2179477,"('hardhearted', 'softhearted')",1.261766,1.2179477,-0.0438183
28,0.009478398,-0.04712738,"('disloyal', 'loyal')",0.0094784,-0.0471274,-0.0566058
29,-0.08706854,-0.21054763,"('unfair', 'fair')",-0.0870685,-0.2105476,-0.1234791
30,0.82736224,0.7883718,"('intolerant', 'tolerant')",0.8273622,0.7883718,-0.0389904
31,-0.35142368,-0.32207438,"('evil', 'good')",-0.3514237,-0.3220744,0.0293493
32,0.76028574,0.7276404,"('unkind', 'kind')",0.7602857,0.7276404,-0.0326453
33,0.12161353,0.08617787,"('wrong', 'right')",0.1216135,0.0861779,-0.0354356
34,2.862901,3.0035026,"('mean', 'honorable')",2.862901,3.0035026,0.1406016
35,0.09277523,0.00787887,"('corrupt', 'incorrupt')",0.0927752,0.0078789,-0.0848963
36,0.16877002,0.12062636,"('hostile', 'amicable')",0.16877,0.1206264,-0.0481436
37,0.69649374,0.70909727,"('fake', 'genuine')",0.6964937,0.7090973,0.0126036
